measure label,year,state,county,fips,unemployment_1y,numerator,denominator
unemployment_1y,2015,38,Columbia County,42037,0.059770338,1853,31002
unemployment_1y,2015,38,Crawford County,42039,0.050479706,2052,40650
unemployment_1y,2015,38,Cumberland County,42041,0.040932693,5384,131533
unemployment_1y,2015,38,Dauphin County,42043,0.060398664,8569,141874
unemployment_1y,2015,38,Delaware County,42045,0.057855297,17202,297328
unemployment_1y,2015,38,Erie County,42049,0.06503731,8856,136168
unemployment_1y,2015,38,Fayette County,42051,0.073778905,4240,57469
unemployment_1y,2015,38,Franklin County,42055,0.064477608,5021,77872
unemployment_1y,2015,38,Indiana County,42063,0.069146179,2798,40465
unemployment_1y,2015,38,Lackawanna County,42069,0.056771688,6022,106074
unemployment_1y,2015,38,Lancaster County,42071,0.047340915,13244,279758
unemployment_1y,2015,38,Lawrence County,42073,0.068852462,2772,40260
unemployment_1y,2015,38,Lebanon County,42075,0.039254937,2765,70437
unemployment_1y,2015,38,Lehigh County,42077,0.058599584,10944,186759
unemployment_1y,2015,38,Luzerne County,42079,0.071558416,11455,160079
unemployment_1y,2015,38,Lycoming County,42081,0.050556824,2969,58726
unemployment_1y,2015,38,Mercer County,42085,0.053436145,2772,51875
unemployment_1y,2015,38,Monroe County,42089,0.079593413,6789,85296
unemployment_1y,2015,38,Montgomery County,42091,0.052065659,23262,446782
unemployment_1y,2015,38,Northampton County,42095,0.054894563,8614,156919
unemployment_1y,2015,38,Northumberland County,42097,0.040946927,1766,43129
unemployment_1y,2015,38,Philadelphia County,42101,0.109292239,83008,759505
unemployment_1y,2015,38,Schuylkill County,42107,0.075945929,5034,66284
unemployment_1y,2015,38,Somerset County,42111,0.06414821,2216,34545
unemployment_1y,2015,38,Washington County,42125,0.062823206,6633,105582
unemployment_1y,2015,38,Westmoreland County,42129,0.046485581,8384,180357
unemployment_1y,2015,38,York County,42133,0.050504148,11851,234654
unemployment_1y,2015,52,Arecibo Municipio,72013,0.210564688,5776,27431
unemployment_1y,2015,52,Bayamón Municipio,72021,0.153025627,12237,79967
unemployment_1y,2015,52,Caguas Municipio,72025,0.129014701,7110,55110
unemployment_1y,2015,52,Carolina Municipio,72031,0.154523671,11088,71756
unemployment_1y,2015,52,Guaynabo Municipio,72061,0.115660287,4599,39763
unemployment_1y,2015,52,Mayagüez Municipio,72097,0.297145963,8173,27505
unemployment_1y,2015,52,Ponce Municipio,72113,0.172504082,8235,47738
unemployment_1y,2015,52,San Juan Municipio,72127,0.162817091,23960,147159
unemployment_1y,2015,52,Toa Baja Municipio,72137,0.20537433,7360,35837
unemployment_1y,2015,39,Kent County,44003,0.063805096,6047,94773
unemployment_1y,2015,39,Newport County,44005,0.035443373,1598,45086
unemployment_1y,2015,39,Providence County,44007,0.066274695,21541,325026
unemployment_1y,2015,39,Washington County,44009,0.069344878,4885,70445
unemployment_1y,2015,40,Aiken County,45003,0.104625061,8250,78853
unemployment_1y,2015,40,Anderson County,45007,0.061087467,5641,92343
unemployment_1y,2015,40,Beaufort County,45013,0.077205576,6475,83867
unemployment_1y,2015,40,Berkeley County,45015,0.06358663,6532,102726
unemployment_1y,2015,40,Charleston County,45019,0.044883892,9324,207736
unemployment_1y,2015,40,Dorchester County,45035,0.039920926,3009,75374
unemployment_1y,2015,40,Florence County,45041,0.092691079,6100,65810
unemployment_1y,2015,40,Greenville County,45045,0.060338371,14740,244289
unemployment_1y,2015,40,Horry County,45051,0.068104714,9977,146495
unemployment_1y,2015,40,Laurens County,45059,0.099623702,3124,31358
unemployment_1y,2015,40,Lexington County,45063,0.055466149,8065,145404
unemployment_1y,2015,40,Oconee County,45073,0.065909229,2129,32302
unemployment_1y,2015,40,Orangeburg County,45075,0.101339154,3761,37113
unemployment_1y,2015,40,Pickens County,45077,0.052481245,2903,55315
unemployment_1y,2015,40,Richland County,45079,0.073617294,16248,220709
unemployment_1y,2015,40,Spartanburg County,45083,0.064139374,9204,143500
unemployment_1y,2015,40,Sumter County,45085,0.098028056,4996,50965
unemployment_1y,2015,40,York County,45091,0.06561131,8625,131456
unemployment_1y,2015,41,Minnehaha County,46099,0.038489923,3964,102988
unemployment_1y,2015,41,Pennington County,46103,0.035973221,2074,57654
unemployment_1y,2015,42,Blount County,47009,0.061873361,3894,62935
unemployment_1y,2015,42,Bradley County,47011,0.077600561,3868,49845
unemployment_1y,2015,42,Davidson County,47037,0.049772184,19084,383427
unemployment_1y,2015,42,Hamilton County,47065,0.062260974,11054,177543
unemployment_1y,2015,42,Knox County,47093,0.052895084,12657,239285
unemployment_1y,2015,42,Madison County,47113,0.042392015,2009,47391
unemployment_1y,2015,42,Montgomery County,47125,0.062755473,6095,97123
unemployment_1y,2015,42,Putnam County,47141,0.039474078,1321,33465
unemployment_1y,2015,42,Rutherford County,47149,0.049407005,8086,163661
unemployment_1y,2015,42,Shelby County,47157,0.08086469,38410,474991
unemployment_1y,2015,42,Sullivan County,47163,0.061984055,4385,70744
unemployment_1y,2015,42,Sumner County,47165,0.041332263,3811,92204
unemployment_1y,2015,42,Washington County,47179,0.058518495,3566,60938
unemployment_1y,2015,42,Williamson County,47187,0.037616331,4139,110032
unemployment_1y,2015,42,Wilson County,47189,0.064777948,4230,65300
unemployment_1y,2015,43,Angelina County,48005,0.104545109,4138,39581
unemployment_1y,2015,43,Bell County,48027,0.074903935,12242,163436
unemployment_1y,2015,43,Bexar County,48029,0.057724699,53599,928528
unemployment_1y,2015,43,Bowie County,48037,0.092543788,3582,38706
unemployment_1y,2015,43,Brazoria County,48039,0.05598088,9674,172809
unemployment_1y,2015,43,Brazos County,48041,0.031127512,3391,108939
unemployment_1y,2015,43,Cameron County,48061,0.076690443,12806,166983
unemployment_1y,2015,43,Collin County,48085,0.037038546,18194,491218
unemployment_1y,2015,43,Coryell County,48099,0.062542394,2213,35384
unemployment_1y,2015,43,Dallas County,48113,0.052174669,69097,1324340
unemployment_1y,2015,43,Denton County,48121,0.045219339,19811,438109
unemployment_1y,2015,43,Ector County,48135,0.052414071,4160,79368
unemployment_1y,2015,43,El Paso County,48141,0.060970906,23563,386463
unemployment_1y,2015,43,Ellis County,48139,0.036726002,3035,82639
unemployment_1y,2015,43,Fort Bend County,48157,0.042245798,15334,362971
unemployment_1y,2015,43,Galveston County,48167,0.075300284,12350,164010
unemployment_1y,2015,43,Grayson County,48181,0.057301529,3601,62843
unemployment_1y,2015,43,Gregg County,48183,0.052407235,3086,58885
unemployment_1y,2015,43,Guadalupe County,48187,0.028331187,2089,73735
unemployment_1y,2015,43,Harris County,48201,0.056991693,133261,2338253
unemployment_1y,2015,43,Hays County,48209,0.041742463,4337,103899
unemployment_1y,2015,43,Hidalgo County,48215,0.086352602,29306,339376
unemployment_1y,2015,43,Hunt County,48231,0.080185406,3235,40344
unemployment_1y,2015,43,Jefferson County,48245,0.056045316,6332,112980
unemployment_1y,2015,43,Johnson County,48251,0.042565145,3182,74756
unemployment_1y,2015,43,Kaufman County,48257,0.084085688,4722,56157
unemployment_1y,2015,43,Lubbock County,48303,0.039196756,5846,149145
unemployment_1y,2015,43,McLennan County,48309,0.053896341,6336,117559
unemployment_1y,2015,43,Midland County,48329,0.042183883,3626,85957
unemployment_1y,2015,43,Montgomery County,48339,0.053578772,13939,260159
unemployment_1y,2015,43,Nacogdoches County,48347,0.10274718,3209,31232
unemployment_1y,2015,43,Nueces County,48355,0.058840346,10496,178381
unemployment_1y,2015,43,Orange County,48361,0.084922403,3349,39436
unemployment_1y,2015,43,Parker County,48367,0.053393878,3410,63865
unemployment_1y,2015,43,Potter County,48375,0.042288732,2436,57604
unemployment_1y,2015,43,Randall County,48381,0.024586702,1688,68655
unemployment_1y,2015,43,San Patricio County,48409,0.049057733,1476,30087
unemployment_1y,2015,43,Smith County,48423,0.045824848,4725,103110
unemployment_1y,2015,43,Tarrant County,48439,0.050138317,51364,1024446
unemployment_1y,2015,43,Taylor County,48441,0.040215481,2792,69426
unemployment_1y,2015,43,Tom Green County,48451,0.025964262,1485,57194
unemployment_1y,2015,43,Travis County,48453,0.041896336,28085,670345
unemployment_1y,2015,43,Victoria County,48469,0.074042313,3367,45474
unemployment_1y,2015,43,Webb County,48479,0.057741877,6519,112899
unemployment_1y,2015,43,Wichita County,48485,0.04829618,3033,62800
unemployment_1y,2015,43,Williamson County,48491,0.047665499,12900,270636
unemployment_1y,2015,44,Cache County,49005,0.033248726,1978,59491
unemployment_1y,2015,44,Davis County,49011,0.032228217,5294,164266
unemployment_1y,2015,44,Salt Lake County,49035,0.03816773,22374,586202
unemployment_1y,2015,44,Utah County,49049,0.036672883,9914,270336
unemployment_1y,2015,44,Washington County,49053,0.04596496,3025,65811
unemployment_1y,2015,44,Weber County,49057,0.051703077,6222,120341
unemployment_1y,2015,45,Chittenden County,50007,0.031325426,2985,95290
unemployment_1y,2015,46,Albemarle County,51003,0.032447245,1776,54735
unemployment_1y,2015,46,Alexandria city,51510,0.033398531,3381,101232
unemployment_1y,2015,46,Arlington County,51013,0.040645055,6238,153475
unemployment_1y,2015,46,Bedford County,51019,0.044926412,1740,38730
unemployment_1y,2015,46,Chesapeake city,51550,0.049964458,6115,122387
unemployment_1y,2015,46,Chesterfield County,51041,0.048792478,8932,183061
unemployment_1y,2015,46,Fairfax County,51059,0.046055723,30170,655076
unemployment_1y,2015,46,Fauquier County,51061,0.039832626,1466,36804
unemployment_1y,2015,46,Frederick County,51069,0.039290968,1709,43496
unemployment_1y,2015,46,Hampton city,51650,0.056675438,3984,70295
unemployment_1y,2015,46,Henrico County,51087,0.052653641,9673,183710
unemployment_1y,2015,46,Loudoun County,51107,0.033109177,7021,212056
unemployment_1y,2015,46,Montgomery County,51121,0.056890242,2844,49991
unemployment_1y,2015,46,Newport News city,51700,0.06966117,6692,96065
unemployment_1y,2015,46,Norfolk city,51710,0.074132249,10100,136243
unemployment_1y,2015,46,Portsmouth city,51740,0.127997413,6320,49376
unemployment_1y,2015,46,Prince William County,51153,0.052131277,12833,246167
unemployment_1y,2015,46,Richmond city,51760,0.085712865,10362,120892
unemployment_1y,2015,46,Roanoke city,51770,0.068680927,3387,49315
unemployment_1y,2015,46,Rockingham County,51165,0.041328169,1633,39513
unemployment_1y,2015,46,Spotsylvania County,51177,0.057806566,3989,69006
unemployment_1y,2015,46,Stafford County,51179,0.04044462,2980,73681
unemployment_1y,2015,46,Suffolk city,51800,0.056558255,2532,44768
unemployment_1y,2015,46,Virginia Beach city,51810,0.050530046,12946,256204
unemployment_1y,2015,47,Benton County,53005,0.054290157,4922,90661
unemployment_1y,2015,47,Clallam County,53009,0.088260897,2636,29866
unemployment_1y,2015,47,Clark County,53011,0.056201331,12832,228322
unemployment_1y,2015,47,Cowlitz County,53015,0.054421917,2531,46507
unemployment_1y,2015,47,Grant County,53025,0.068828374,2942,42744
unemployment_1y,2015,47,Grays Harbor County,53027,0.125526652,3903,31093
unemployment_1y,2015,47,Island County,53029,0.049043156,1899,38721
unemployment_1y,2015,47,King County,53033,0.050559834,60586,1198303
unemployment_1y,2015,47,Kitsap County,53035,0.056614544,7339,129631
unemployment_1y,2015,47,Lewis County,53041,0.080026902,2618,32714
unemployment_1y,2015,47,Pierce County,53053,0.06703189,28289,422023
unemployment_1y,2015,47,Skagit County,53057,0.061722513,3627,58763
unemployment_1y,2015,47,Snohomish County,53061,0.051542953,21326,413752
unemployment_1y,2015,47,Spokane County,53063,0.072584771,16874,232473
unemployment_1y,2015,47,Thurston County,53067,0.069154918,9229,133454
unemployment_1y,2015,47,Whatcom County,53073,0.060206495,6566,109058
unemployment_1y,2015,47,Yakima County,53077,0.073420987,8315,113251
unemployment_1y,2015,48,Berkeley County,54003,0.08572574,4918,57369
unemployment_1y,2015,48,Cabell County,54011,0.064817309,2645,40807
unemployment_1y,2015,48,Kanawha County,54039,0.065999307,5736,86910
unemployment_1y,2015,48,Monongalia County,54061,0.048853762,2423,49597
unemployment_1y,2015,48,Raleigh County,54081,0.092480168,2879,31131
unemployment_1y,2015,48,Wood County,54107,0.061832316,2402,38847
unemployment_1y,2015,49,Brown County,55009,0.041793779,5932,141935
unemployment_1y,2015,49,Dane County,55025,0.038942322,12159,312231
unemployment_1y,2015,49,Dodge County,55027,0.044945046,2061,45856
unemployment_1y,2015,49,Eau Claire County,55035,0.022484561,1278,56839
unemployment_1y,2015,49,Fond du Lac County,55039,0.03925173,2178,55488
unemployment_1y,2015,49,Jefferson County,55055,0.037406486,1770,47318
unemployment_1y,2015,49,Kenosha County,55059,0.066582695,6026,90504
unemployment_1y,2015,49,La Crosse County,55063,0.04150679,2726,65676
unemployment_1y,2015,49,Manitowoc County,55071,0.042297129,1817,42958
unemployment_1y,2015,49,Marathon County,55073,0.026992636,1994,73872
unemployment_1y,2015,49,Milwaukee County,55079,0.062793151,30845,491216
unemployment_1y,2015,49,Outagamie County,55087,0.024497457,2519,102827
unemployment_1y,2015,49,Ozaukee County,55089,0.028236371,1358,48094
unemployment_1y,2015,49,Portage County,55097,0.037722491,1492,39552
unemployment_1y,2015,49,Racine County,55101,0.054631948,5501,100692
unemployment_1y,2015,49,Rock County,55105,0.070257194,5955,84760
unemployment_1y,2015,49,Sheboygan County,55117,0.039344106,2445,62144
unemployment_1y,2015,49,St. Croix County,55109,0.024151571,1160,48030
unemployment_1y,2015,49,Walworth County,55127,0.04628735,2539,54853
unemployment_1y,2015,49,Washington County,55131,0.025786081,1960,76010
unemployment_1y,2015,49,Waukesha County,55133,0.028108541,6180,219862
unemployment_1y,2015,49,Winnebago County,55139,0.029927319,2660,88882
unemployment_1y,2015,49,Wood County,55141,0.057106733,2168,37964
unemployment_1y,2015,50,Laramie County,56021,0.0627461,3203,51047
unemployment_1y,2015,50,Natrona County,56025,0.046159301,1953,42310
