measure label,year,state,county,fips,perc_vacant_housing_1y,numerator,denominator
perc_vacant_housing_1y,2015,5,Orange County,6059,0.050403222,54488,1081042
perc_vacant_housing_1y,2015,5,Placer County,6061,0.132508278,21125,159424
perc_vacant_housing_1y,2015,5,Riverside County,6065,0.123234056,101893,826825
perc_vacant_housing_1y,2015,5,Sacramento County,6067,0.053705182,30272,563670
perc_vacant_housing_1y,2015,5,San Bernardino County,6071,0.114665277,81609,711715
perc_vacant_housing_1y,2015,5,San Diego County,6073,0.061013281,72880,1194494
perc_vacant_housing_1y,2015,5,San Francisco County,6075,0.079036795,30840,390198
perc_vacant_housing_1y,2015,5,San Joaquin County,6077,0.062051076,14807,238626
perc_vacant_housing_1y,2015,5,San Luis Obispo County,6079,0.110393398,13262,120134
perc_vacant_housing_1y,2015,5,San Mateo County,6081,0.037296709,10251,274850
perc_vacant_housing_1y,2015,5,Santa Barbara County,6083,0.058494423,9075,155143
perc_vacant_housing_1y,2015,5,Santa Clara County,6085,0.037405659,24711,660622
perc_vacant_housing_1y,2015,5,Santa Cruz County,6087,0.098839134,10430,105525
perc_vacant_housing_1y,2015,5,Shasta County,6089,0.103735663,8103,78112
perc_vacant_housing_1y,2015,5,Solano County,6095,0.062433738,9717,155637
perc_vacant_housing_1y,2015,5,Sonoma County,6097,0.07833913,16286,207891
perc_vacant_housing_1y,2015,5,Stanislaus County,6099,0.046086263,8330,180748
perc_vacant_housing_1y,2015,5,Sutter County,6101,,,34177
perc_vacant_housing_1y,2015,5,Tulare County,6107,0.078271493,11471,146554
perc_vacant_housing_1y,2015,5,Ventura County,6111,0.052954119,15139,285889
perc_vacant_housing_1y,2015,5,Yolo County,6113,,,76966
perc_vacant_housing_1y,2015,5,Yuba County,6115,,,28215
perc_vacant_housing_1y,2015,6,Adams County,8001,0.045151673,7542,167037
perc_vacant_housing_1y,2015,6,Arapahoe County,8005,0.040682692,9947,244502
perc_vacant_housing_1y,2015,6,Boulder County,8013,0.052209169,6915,132448
perc_vacant_housing_1y,2015,6,Broomfield County,8014,,,26672
perc_vacant_housing_1y,2015,6,Denver County,8031,0.053332895,16214,304015
perc_vacant_housing_1y,2015,6,Douglas County,8035,0.023307838,2834,121590
perc_vacant_housing_1y,2015,6,El Paso County,8041,0.059966542,16131,269000
perc_vacant_housing_1y,2015,6,Jefferson County,8059,0.035709891,8414,235621
perc_vacant_housing_1y,2015,6,Larimer County,8069,0.07667847,10803,140887
perc_vacant_housing_1y,2015,6,Mesa County,8077,0.079601526,5114,64245
perc_vacant_housing_1y,2015,6,Pueblo County,8101,0.109235547,7662,70142
perc_vacant_housing_1y,2015,6,Weld County,8123,0.044422355,4558,102606
perc_vacant_housing_1y,2015,7,Fairfield County,9001,0.085079305,31150,366129
perc_vacant_housing_1y,2015,7,Hartford County,9003,0.080498606,30184,374963
perc_vacant_housing_1y,2015,7,Litchfield County,9005,0.149946228,13105,87398
perc_vacant_housing_1y,2015,7,Middlesex County,9007,0.125666678,9472,75374
perc_vacant_housing_1y,2015,7,New Haven County,9009,0.104720891,37983,362707
perc_vacant_housing_1y,2015,7,New London County,9011,0.124461614,15142,121660
perc_vacant_housing_1y,2015,7,Tolland County,9013,0.049040839,2876,58645
perc_vacant_housing_1y,2015,7,Windham County,9015,0.108560391,5339,49180
perc_vacant_housing_1y,2015,8,Kent County,10001,0.087709084,6025,68693
perc_vacant_housing_1y,2015,8,New Castle County,10003,0.080787525,17903,221606
perc_vacant_housing_1y,2015,8,Sussex County,10005,0.312549919,41080,131435
perc_vacant_housing_1y,2015,51,District of Columbia,11001,0.080873139,25038,309596
perc_vacant_housing_1y,2015,9,Alachua County,12001,0.157400936,18035,114580
perc_vacant_housing_1y,2015,9,Bay County,12005,0.308945745,31113,100707
perc_vacant_housing_1y,2015,9,Brevard County,12009,0.157450184,43005,273134
perc_vacant_housing_1y,2015,9,Broward County,12011,0.155428693,127249,818697
perc_vacant_housing_1y,2015,9,Charlotte County,12015,0.247688666,25210,101781
perc_vacant_housing_1y,2015,9,Citrus County,12017,0.188315362,14637,77726
perc_vacant_housing_1y,2015,9,Clay County,12019,0.079926319,6248,78172
perc_vacant_housing_1y,2015,9,Collier County,12021,0.30203408,62335,206384
perc_vacant_housing_1y,2015,9,Columbia County,12023,0.135502115,3832,28280
perc_vacant_housing_1y,2015,9,Duval County,12031,0.128938213,51390,398563
perc_vacant_housing_1y,2015,9,Escambia County,12033,0.14661105,20387,139055
perc_vacant_housing_1y,2015,9,Flagler County,12035,0.199896127,10007,50061
perc_vacant_housing_1y,2015,9,Hernando County,12053,0.160432532,13605,84802
perc_vacant_housing_1y,2015,9,Highlands County,12055,0.232893705,12767,54819
perc_vacant_housing_1y,2015,9,Hillsborough County,12057,0.099315181,55660,560438
perc_vacant_housing_1y,2015,9,Indian River County,12061,0.245593995,19133,77905
perc_vacant_housing_1y,2015,9,Lake County,12069,0.131623015,19573,148705
perc_vacant_housing_1y,2015,9,Lee County,12071,0.254674733,96537,379060
perc_vacant_housing_1y,2015,9,Leon County,12073,0.137240916,17514,127615
perc_vacant_housing_1y,2015,9,Manatee County,12081,0.224283159,40846,182118
perc_vacant_housing_1y,2015,9,Marion County,12083,0.213887587,35035,163801
perc_vacant_housing_1y,2015,9,Martin County,12085,0.145328581,11517,79248
perc_vacant_housing_1y,2015,9,Miami-Dade County,12086,0.146876559,148438,1010631
perc_vacant_housing_1y,2015,9,Monroe County,12087,0.379961878,20130,52979
perc_vacant_housing_1y,2015,9,Nassau County,12089,0.183486491,6689,36455
perc_vacant_housing_1y,2015,9,Okaloosa County,12091,0.191619024,18300,95502
perc_vacant_housing_1y,2015,9,Orange County,12095,0.10930077,56458,516538
perc_vacant_housing_1y,2015,9,Osceola County,12097,0.267665416,36698,137104
perc_vacant_housing_1y,2015,9,Palm Beach County,12099,0.179263487,121726,679034
perc_vacant_housing_1y,2015,9,Pasco County,12101,0.169623092,39770,234461
perc_vacant_housing_1y,2015,9,Pinellas County,12103,0.188295558,95161,505381
perc_vacant_housing_1y,2015,9,Polk County,12105,0.183564022,52199,284364
perc_vacant_housing_1y,2015,9,Putnam County,12107,0.228884324,8360,36525
perc_vacant_housing_1y,2015,9,Santa Rosa County,12113,0.101370662,6952,68580
perc_vacant_housing_1y,2015,9,Sarasota County,12115,0.214601994,49919,232612
perc_vacant_housing_1y,2015,9,Seminole County,12117,0.125172809,23360,186622
perc_vacant_housing_1y,2015,9,St. Johns County,12109,0.158162951,15735,99486
perc_vacant_housing_1y,2015,9,St. Lucie County,12111,0.188560084,26036,138078
perc_vacant_housing_1y,2015,9,Sumter County,12119,0.224094078,14978,66838
perc_vacant_housing_1y,2015,9,Volusia County,12127,0.176053733,45240,256967
perc_vacant_housing_1y,2015,10,Barrow County,13013,,,27230
perc_vacant_housing_1y,2015,10,Bartow County,13015,,,39948
perc_vacant_housing_1y,2015,10,Bibb County,13021,0.139400497,9794,70258
perc_vacant_housing_1y,2015,10,Bulloch County,13031,0.122682117,3705,30200
perc_vacant_housing_1y,2015,10,Carroll County,13045,0.077942692,3487,44738
perc_vacant_housing_1y,2015,10,Catoosa County,13047,,,26883
perc_vacant_housing_1y,2015,10,Chatham County,13051,0.118647769,14674,123677
perc_vacant_housing_1y,2015,10,Cherokee County,13057,0.052935999,4631,87483
perc_vacant_housing_1y,2015,10,Clarke County,13059,0.100807995,5265,52228
perc_vacant_housing_1y,2015,10,Clayton County,13063,0.13709408,14358,104731
perc_vacant_housing_1y,2015,10,Cobb County,13067,0.069190748,20455,295632
perc_vacant_housing_1y,2015,10,Columbia County,13073,0.132452399,7227,54563
perc_vacant_housing_1y,2015,10,Coweta County,13077,,,52660
perc_vacant_housing_1y,2015,10,DeKalb County,13089,0.100953162,31107,308133
perc_vacant_housing_1y,2015,10,Dougherty County,13095,0.129736111,5280,40698
perc_vacant_housing_1y,2015,10,Douglas County,13097,0.063438356,3300,52019
perc_vacant_housing_1y,2015,10,Fayette County,13113,0.043050017,1792,41626
perc_vacant_housing_1y,2015,10,Floyd County,13115,0.135649413,5482,40413
perc_vacant_housing_1y,2015,10,Forsyth County,13117,0.049591016,3674,74086
perc_vacant_housing_1y,2015,10,Fulton County,13121,0.131858826,60130,456018
perc_vacant_housing_1y,2015,10,Glynn County,13127,0.15434359,6492,42062
perc_vacant_housing_1y,2015,10,Gwinnett County,13135,0.055135146,16641,301822
perc_vacant_housing_1y,2015,10,Hall County,13139,0.082113609,5756,70098
perc_vacant_housing_1y,2015,10,Henry County,13151,0.085138373,6682,78484
perc_vacant_housing_1y,2015,10,Houston County,13153,0.07514669,4585,61014
perc_vacant_housing_1y,2015,10,Liberty County,13179,0.183545232,5024,27372
perc_vacant_housing_1y,2015,10,Lowndes County,13185,0.166024506,7627,45939
perc_vacant_housing_1y,2015,10,Muscogee County,13215,0.121946298,10278,84283
perc_vacant_housing_1y,2015,10,Newton County,13217,,,38470
perc_vacant_housing_1y,2015,10,Paulding County,13223,,,53939
perc_vacant_housing_1y,2015,10,Richmond County,13245,0.177692547,15568,87612
perc_vacant_housing_1y,2015,10,Rockdale County,13247,,,33369
perc_vacant_housing_1y,2015,10,Troup County,13285,0.104417525,2957,28319
perc_vacant_housing_1y,2015,10,Walker County,13295,0.168937325,5084,30094
perc_vacant_housing_1y,2015,10,Walton County,13297,,,32741
perc_vacant_housing_1y,2015,10,Whitfield County,13313,0.128557011,5096,39640
perc_vacant_housing_1y,2015,11,Hawaii County,15001,0.247689575,21307,86023
perc_vacant_housing_1y,2015,11,Honolulu County,15003,0.096679501,33265,344075
perc_vacant_housing_1y,2015,11,Kauai County,15007,0.202552825,6173,30476
perc_vacant_housing_1y,2015,11,Maui County,15009,0.169441655,12151,71712
perc_vacant_housing_1y,2015,12,Ada County,16001,0.041321348,7060,170856
perc_vacant_housing_1y,2015,12,Bannock County,16005,0.096215926,3219,33456
perc_vacant_housing_1y,2015,12,Bonneville County,16019,0.104392119,4283,41028
perc_vacant_housing_1y,2015,12,Canyon County,16027,0.050576877,3656,72286
perc_vacant_housing_1y,2015,12,Kootenai County,16055,0.118692368,7955,67022
perc_vacant_housing_1y,2015,12,Twin Falls County,16083,0.052776132,1691,32041
perc_vacant_housing_1y,2015,13,Adams County,17001,0.102727391,3081,29992
perc_vacant_housing_1y,2015,13,Champaign County,17019,0.119460225,10809,90482
perc_vacant_housing_1y,2015,13,Cook County,17031,0.100894339,219785,2178368
perc_vacant_housing_1y,2015,13,DeKalb County,17037,0.090523027,3709,40973
perc_vacant_housing_1y,2015,13,DuPage County,17043,0.05248183,18796,358143
perc_vacant_housing_1y,2015,13,Kane County,17089,0.05077295,9390,184941
perc_vacant_housing_1y,2015,13,Kankakee County,17091,0.141206682,6380,45182
perc_vacant_housing_1y,2015,13,Kendall County,17093,,,41445
perc_vacant_housing_1y,2015,13,LaSalle County,17099,0.098769389,4928,49894
perc_vacant_housing_1y,2015,13,Lake County,17097,0.075760521,19876,262353
perc_vacant_housing_1y,2015,13,Macon County,17115,0.113880768,5729,50307
perc_vacant_housing_1y,2015,13,Madison County,17119,0.097582594,11561,118474
perc_vacant_housing_1y,2015,13,McHenry County,17111,0.052110493,6116,117366
perc_vacant_housing_1y,2015,13,McLean County,17113,0.070564069,5049,71552
perc_vacant_housing_1y,2015,13,Peoria County,17143,0.097441606,8143,83568
perc_vacant_housing_1y,2015,13,Rock Island County,17161,0.088678703,5841,65867
perc_vacant_housing_1y,2015,13,Sangamon County,17167,0.081078105,7361,90789
perc_vacant_housing_1y,2015,13,St. Clair County,17163,0.143551946,17060,118842
perc_vacant_housing_1y,2015,13,Tazewell County,17179,0.079171926,4639,58594
perc_vacant_housing_1y,2015,13,Vermilion County,17183,0.138476953,4977,35941
perc_vacant_housing_1y,2015,13,Will County,17197,0.067162193,16174,240820
perc_vacant_housing_1y,2015,13,Williamson County,17199,0.166591093,5143,30872
perc_vacant_housing_1y,2015,13,Winnebago County,17201,0.09335193,11711,125450
perc_vacant_housing_1y,2015,14,Allen County,18003,0.080582328,12515,155307
perc_vacant_housing_1y,2015,14,Bartholomew County,18005,,,33735
perc_vacant_housing_1y,2015,14,Clark County,18019,0.104205459,5149,49412
perc_vacant_housing_1y,2015,14,Delaware County,18035,0.134065017,7036,52482
perc_vacant_housing_1y,2015,14,Elkhart County,18039,0.122079387,9525,78023
perc_vacant_housing_1y,2015,14,Floyd County,18043,0.095698059,3101,32404
perc_vacant_housing_1y,2015,14,Grant County,18053,0.168400541,5099,30279
perc_vacant_housing_1y,2015,14,Hamilton County,18057,0.054579902,6539,119806
perc_vacant_housing_1y,2015,14,Hancock County,18059,,,29199
perc_vacant_housing_1y,2015,14,Hendricks County,18063,0.05453933,3238,59370
perc_vacant_housing_1y,2015,14,Howard County,18067,0.090301432,3499,38748
perc_vacant_housing_1y,2015,14,Johnson County,18081,0.081527695,4835,59305
perc_vacant_housing_1y,2015,14,Kosciusko County,18085,0.199119732,7510,37716
perc_vacant_housing_1y,2015,14,LaPorte County,18091,0.105786584,5159,48768
perc_vacant_housing_1y,2015,14,Lake County,18089,0.112554766,23736,210884
perc_vacant_housing_1y,2015,14,Madison County,18095,0.123884611,7275,58724
perc_vacant_housing_1y,2015,14,Marion County,18097,0.126204297,52987,419851
perc_vacant_housing_1y,2015,14,Monroe County,18105,0.093377821,5653,60539
perc_vacant_housing_1y,2015,14,Morgan County,18109,0.104267769,2922,28024
perc_vacant_housing_1y,2015,14,Porter County,18127,,,67392
perc_vacant_housing_1y,2015,14,St. Joseph County,18141,0.144769683,16761,115777
perc_vacant_housing_1y,2015,14,Tippecanoe County,18157,0.061120544,4572,74803
perc_vacant_housing_1y,2015,14,Vanderburgh County,18163,0.110975467,9272,83550
perc_vacant_housing_1y,2015,14,Vigo County,18167,0.099301271,4633,46656
perc_vacant_housing_1y,2015,14,Wayne County,18177,0.222193703,6924,31162
perc_vacant_housing_1y,2015,15,Black Hawk County,19013,0.083174184,4747,57073
perc_vacant_housing_1y,2015,15,Dallas County,19049,,,31160
perc_vacant_housing_1y,2015,15,Dubuque County,19061,0.068516098,2781,40589
perc_vacant_housing_1y,2015,15,Johnson County,19103,0.067598753,4042,59794
perc_vacant_housing_1y,2015,15,Linn County,19113,0.063740507,6076,95324
perc_vacant_housing_1y,2015,15,Polk County,19153,0.059866861,11682,195133
perc_vacant_housing_1y,2015,15,Pottawattamie County,19155,0.060815584,2410,39628
perc_vacant_housing_1y,2015,15,Scott County,19163,0.057287898,4198,73279
perc_vacant_housing_1y,2015,15,Story County,19169,0.027906012,1076,38558
perc_vacant_housing_1y,2015,15,Woodbury County,19193,0.085325956,3547,41570
perc_vacant_housing_1y,2015,16,Butler County,20015,,,26458
perc_vacant_housing_1y,2015,16,Douglas County,20045,0.116323628,5646,48537
perc_vacant_housing_1y,2015,16,Johnson County,20091,0.052477404,12361,235549
perc_vacant_housing_1y,2015,16,Leavenworth County,20103,,,29252
perc_vacant_housing_1y,2015,16,Riley County,20161,0.117030449,3528,30146
perc_vacant_housing_1y,2015,16,Sedgwick County,20173,0.101626866,21870,215199
perc_vacant_housing_1y,2015,16,Shawnee County,20177,0.101975918,8113,79558
perc_vacant_housing_1y,2015,16,Wyandotte County,20209,0.121405989,8217,67682
perc_vacant_housing_1y,2015,17,Boone County,21015,,,48243
perc_vacant_housing_1y,2015,17,Bullitt County,21029,,,30651
perc_vacant_housing_1y,2015,17,Campbell County,21037,0.10683354,4268,39950
perc_vacant_housing_1y,2015,17,Christian County,21047,0.14834851,4415,29761
perc_vacant_housing_1y,2015,17,Daviess County,21059,0.076256134,3263,42790
perc_vacant_housing_1y,2015,17,Fayette County,21067,0.075293191,10529,139840
perc_vacant_housing_1y,2015,17,Hardin County,21093,0.095228776,4381,46005
perc_vacant_housing_1y,2015,17,Jefferson County,21111,0.097706288,33537,343243
perc_vacant_housing_1y,2015,17,Kenton County,21117,0.0901931,6287,69706
perc_vacant_housing_1y,2015,17,Madison County,21151,0.093958244,3384,36016
perc_vacant_housing_1y,2015,17,McCracken County,21145,0.116856351,3686,31543
perc_vacant_housing_1y,2015,17,Pike County,21195,0.1570981,4764,30325
perc_vacant_housing_1y,2015,17,Warren County,21227,0.081681348,4108,50293
perc_vacant_housing_1y,2015,18,Ascension Parish,22005,,,45021
perc_vacant_housing_1y,2015,18,Bossier Parish,22015,0.11499007,6367,55370
perc_vacant_housing_1y,2015,18,Caddo Parish,22017,0.147505686,16650,112877
perc_vacant_housing_1y,2015,18,Calcasieu Parish,22019,0.1066975,9275,86928
perc_vacant_housing_1y,2015,18,East Baton Rouge Parish,22033,0.119823739,23059,192441
perc_vacant_housing_1y,2015,18,Iberia Parish,22045,,,30173
perc_vacant_housing_1y,2015,18,Jefferson Parish,22051,0.104223266,19718,189190
perc_vacant_housing_1y,2015,18,Lafayette Parish,22055,0.073449232,7288,99225
perc_vacant_housing_1y,2015,18,Lafourche Parish,22057,0.076254033,3051,40011
perc_vacant_housing_1y,2015,18,Livingston Parish,22063,0.10831359,5898,54453
perc_vacant_housing_1y,2015,18,Orleans Parish,22071,0.179583609,34667,193041
perc_vacant_housing_1y,2015,18,Ouachita Parish,22073,0.149248824,9994,66962
perc_vacant_housing_1y,2015,18,Rapides Parish,22079,0.172321752,9878,57323
perc_vacant_housing_1y,2015,18,St. Landry Parish,22097,0.150778994,5468,36265
perc_vacant_housing_1y,2015,18,St. Tammany Parish,22103,0.088889331,8894,100057
perc_vacant_housing_1y,2015,18,Tangipahoa Parish,22105,0.129445642,6879,53142
perc_vacant_housing_1y,2015,18,Terrebonne Parish,22109,0.091097586,4086,44853
perc_vacant_housing_1y,2015,19,Androscoggin County,23001,,,49096
perc_vacant_housing_1y,2015,19,Aroostook County,23003,0.24959445,9847,39452
perc_vacant_housing_1y,2015,19,Cumberland County,23005,0.155140221,21856,140879
perc_vacant_housing_1y,2015,19,Kennebec County,23011,0.169138983,10433,61683
perc_vacant_housing_1y,2015,19,Penobscot County,23019,0.195608884,14540,74332
perc_vacant_housing_1y,2015,19,York County,23031,0.220462143,23757,107760
perc_vacant_housing_1y,2015,20,Allegany County,24001,0.169245616,5611,33153
perc_vacant_housing_1y,2015,20,Anne Arundel County,24003,0.062869065,13894,220999
perc_vacant_housing_1y,2015,20,Baltimore County,24005,0.073696405,24869,337452
perc_vacant_housing_1y,2015,20,Baltimore city,24510,0.195495307,58084,297112
perc_vacant_housing_1y,2015,20,Calvert County,24009,0.094075352,3271,34770
perc_vacant_housing_1y,2015,20,Carroll County,24013,0.052540287,3332,63418
perc_vacant_housing_1y,2015,20,Cecil County,24015,0.100197338,4265,42566
perc_vacant_housing_1y,2015,20,Charles County,24017,0.067503527,3974,58871
perc_vacant_housing_1y,2015,20,Frederick County,24021,0.047161747,4469,94759
perc_vacant_housing_1y,2015,20,Harford County,24025,0.063433662,6276,98938
perc_vacant_housing_1y,2015,20,Howard County,24027,0.053716883,6265,116630
perc_vacant_housing_1y,2015,20,Montgomery County,24031,0.044199675,17195,389030
perc_vacant_housing_1y,2015,20,Prince George's County,24033,0.078154147,25892,331294
perc_vacant_housing_1y,2015,20,St. Mary's County,24037,0.103868723,4532,43632
perc_vacant_housing_1y,2015,20,Washington County,24043,0.077637777,4763,61349
perc_vacant_housing_1y,2015,20,Wicomico County,24045,0.097664945,4124,42226
perc_vacant_housing_1y,2015,21,Barnstable County,25001,0.355634242,57654,162116
perc_vacant_housing_1y,2015,21,Berkshire County,25003,0.178069174,12181,68406
perc_vacant_housing_1y,2015,21,Bristol County,25005,0.06821695,15800,231614
perc_vacant_housing_1y,2015,21,Essex County,25009,0.064189747,19851,309255
perc_vacant_housing_1y,2015,21,Franklin County,25011,0.087201707,2938,33692
perc_vacant_housing_1y,2015,21,Hampden County,25013,0.084636822,16249,191985
perc_vacant_housing_1y,2015,21,Hampshire County,25015,0.0757256,4772,63017
perc_vacant_housing_1y,2015,21,Middlesex County,25017,0.055562347,34545,621734
perc_vacant_housing_1y,2015,21,Norfolk County,25021,0.047089998,12902,273986
perc_vacant_housing_1y,2015,21,Plymouth County,25023,0.097926408,19915,203367
perc_vacant_housing_1y,2015,21,Suffolk County,25025,0.076742634,25093,326976
perc_vacant_housing_1y,2015,21,Worcester County,25027,0.081488349,26898,330084
perc_vacant_housing_1y,2015,22,Allegan County,26005,0.153273866,7664,50002
perc_vacant_housing_1y,2015,22,Bay County,26017,0.100221001,4807,47964
perc_vacant_housing_1y,2015,22,Berrien County,26021,0.148251355,11386,76802
perc_vacant_housing_1y,2015,22,Calhoun County,26025,0.122261085,7410,60608
perc_vacant_housing_1y,2015,22,Clinton County,26037,0.063956849,1992,31146
perc_vacant_housing_1y,2015,22,Eaton County,26045,,,47087
perc_vacant_housing_1y,2015,22,Genesee County,26049,0.142014503,27110,190896
perc_vacant_housing_1y,2015,22,Grand Traverse County,26055,0.123962291,5286,42642
perc_vacant_housing_1y,2015,22,Ingham County,26065,0.085842215,10487,122166
perc_vacant_housing_1y,2015,22,Isabella County,26073,0.14767389,4244,28739
perc_vacant_housing_1y,2015,22,Jackson County,26075,0.133593157,9221,69023
perc_vacant_housing_1y,2015,22,Kalamazoo County,26077,0.07987874,8827,110505
perc_vacant_housing_1y,2015,22,Kent County,26081,0.049016431,12252,249957
perc_vacant_housing_1y,2015,22,Lapeer County,26087,0.098232746,3563,36271
perc_vacant_housing_1y,2015,22,Lenawee County,26091,0.142327785,6184,43449
perc_vacant_housing_1y,2015,22,Livingston County,26093,0.056305561,4250,75481
perc_vacant_housing_1y,2015,22,Macomb County,26099,0.056237519,20387,362516
perc_vacant_housing_1y,2015,22,Marquette County,26103,0.260338604,8996,34555
perc_vacant_housing_1y,2015,22,Midland County,26111,0.09337721,3405,36465
perc_vacant_housing_1y,2015,22,Monroe County,26115,0.074367955,4733,63643
perc_vacant_housing_1y,2015,22,Muskegon County,26121,0.134129867,9834,73317
perc_vacant_housing_1y,2015,22,Oakland County,26125,0.068622559,36734,535305
perc_vacant_housing_1y,2015,22,Ottawa County,26139,0.06264811,6609,105494
perc_vacant_housing_1y,2015,22,Saginaw County,26145,0.108817838,9448,86824
perc_vacant_housing_1y,2015,22,Shiawassee County,26155,0.099040575,2973,30018
perc_vacant_housing_1y,2015,22,St. Clair County,26147,0.105004661,7547,71873
perc_vacant_housing_1y,2015,22,Van Buren County,26159,0.200311154,7339,36638
perc_vacant_housing_1y,2015,22,Washtenaw County,26161,0.075718105,11364,150083
perc_vacant_housing_1y,2015,22,Wayne County,26163,0.178233117,145142,814338
perc_vacant_housing_1y,2015,23,Anoka County,27003,,,130091
perc_vacant_housing_1y,2015,23,Blue Earth County,27013,0.056476343,1547,27392
perc_vacant_housing_1y,2015,23,Carver County,27019,0.043906007,1620,36897
