measure label,year,state,county,fips,perc_below_poverty_1y,numerator,denominator
perc_below_poverty_1y,2012,5,Los Angeles County,6037,0.190741315,1870813,9808116
perc_below_poverty_1y,2012,5,Madera County,6039,0.235579967,33936,144053
perc_below_poverty_1y,2012,5,Marin County,6041,0.078894213,19686,249524
perc_below_poverty_1y,2012,5,Mendocino County,6045,0.222209334,19154,86198
perc_below_poverty_1y,2012,5,Merced County,6047,0.243205041,62448,256771
perc_below_poverty_1y,2012,5,Monterey County,6053,0.183960021,74981,407594
perc_below_poverty_1y,2012,5,Napa County,6055,0.088571236,11996,135439
perc_below_poverty_1y,2012,5,Nevada County,6057,0.11553143,11259,97454
perc_below_poverty_1y,2012,5,Orange County,6059,0.129458502,395380,3054106
perc_below_poverty_1y,2012,5,Placer County,6061,0.096774191,34701,358577
perc_below_poverty_1y,2012,5,Riverside County,6065,0.178192094,398102,2234117
perc_below_poverty_1y,2012,5,Sacramento County,6067,0.196191072,280771,1431110
perc_below_poverty_1y,2012,5,San Bernardino County,6071,0.203999206,415149,2035052
perc_below_poverty_1y,2012,5,San Diego County,6073,0.15018779,465295,3098088
perc_below_poverty_1y,2012,5,San Francisco County,6075,0.149962813,121792,812148
perc_below_poverty_1y,2012,5,San Joaquin County,6077,0.183792949,126610,688873
perc_below_poverty_1y,2012,5,San Luis Obispo County,6079,0.137115747,35434,258424
perc_below_poverty_1y,2012,5,San Mateo County,6081,0.084178306,61741,733455
perc_below_poverty_1y,2012,5,Santa Barbara County,6083,0.163147807,67359,412871
perc_below_poverty_1y,2012,5,Santa Clara County,6085,0.107919991,195518,1811694
perc_below_poverty_1y,2012,5,Santa Cruz County,6087,0.13382265,34204,255592
perc_below_poverty_1y,2012,5,Shasta County,6089,0.165677071,29131,175830
perc_below_poverty_1y,2012,5,Solano County,6095,0.145942718,59515,407797
perc_below_poverty_1y,2012,5,Sonoma County,6097,0.120992832,58686,485037
perc_below_poverty_1y,2012,5,Stanislaus County,6099,0.202651396,104559,515955
perc_below_poverty_1y,2012,5,Sutter County,6101,0.204947263,19255,93951
perc_below_poverty_1y,2012,5,Tulare County,6107,0.304363489,135194,444186
perc_below_poverty_1y,2012,5,Ventura County,6111,0.11506404,94910,824845
perc_below_poverty_1y,2012,5,Yolo County,6113,0.180166289,35278,195808
perc_below_poverty_1y,2012,5,Yuba County,6115,0.237327635,17005,71652
perc_below_poverty_1y,2012,6,Adams County,8001,0.14876461,67417,453179
perc_below_poverty_1y,2012,6,Arapahoe County,8005,0.119989291,70792,589986
perc_below_poverty_1y,2012,6,Boulder County,8013,0.14532949,42978,295728
perc_below_poverty_1y,2012,6,Denver County,8031,0.192190453,119662,622622
perc_below_poverty_1y,2012,6,Douglas County,8035,0.046824366,13900,296854
perc_below_poverty_1y,2012,6,El Paso County,8041,0.129344404,81030,626467
perc_below_poverty_1y,2012,6,Jefferson County,8059,0.091791242,49104,534953
perc_below_poverty_1y,2012,6,Larimer County,8069,0.139937565,42316,302392
perc_below_poverty_1y,2012,6,Mesa County,8077,0.161064953,23285,144569
perc_below_poverty_1y,2012,6,Pueblo County,8101,0.200328737,31445,156967
perc_below_poverty_1y,2012,6,Weld County,8123,0.147484854,37734,255850
perc_below_poverty_1y,2012,7,Fairfield County,9001,0.089132823,81629,915813
perc_below_poverty_1y,2012,7,Hartford County,9003,0.12462084,108751,872655
perc_below_poverty_1y,2012,7,Litchfield County,9005,0.064364187,11916,185134
perc_below_poverty_1y,2012,7,Middlesex County,9007,0.056524638,9070,160461
perc_below_poverty_1y,2012,7,New Haven County,9009,0.135192573,113308,838123
perc_below_poverty_1y,2012,7,New London County,9011,0.09169025,24105,262896
perc_below_poverty_1y,2012,7,Tolland County,9013,0.070096888,9550,136240
perc_below_poverty_1y,2012,7,Windham County,9015,0.124592401,14061,112856
perc_below_poverty_1y,2012,8,Kent County,10001,0.119206935,19330,162155
perc_below_poverty_1y,2012,8,New Castle County,10003,0.108398318,57411,529630
perc_below_poverty_1y,2012,8,Sussex County,10005,0.15363428,30566,198953
perc_below_poverty_1y,2012,51,District of Columbia,11001,0.181780189,108732,598151
perc_below_poverty_1y,2012,9,Alachua County,12001,0.277468085,66099,238222
perc_below_poverty_1y,2012,9,Bay County,12005,0.16177237,27335,168972
perc_below_poverty_1y,2012,9,Brevard County,12009,0.147332579,79606,540315
perc_below_poverty_1y,2012,9,Broward County,12011,0.150848046,271736,1801389
perc_below_poverty_1y,2012,9,Charlotte County,12015,0.125825897,19977,158767
perc_below_poverty_1y,2012,9,Citrus County,12017,0.188333869,25691,136412
perc_below_poverty_1y,2012,9,Clay County,12019,0.109231114,21078,192967
perc_below_poverty_1y,2012,9,Collier County,12021,0.13776879,45297,328790
perc_below_poverty_1y,2012,9,Columbia County,12023,0.24277766,15404,63449
perc_below_poverty_1y,2012,9,Duval County,12031,0.181014925,155778,860581
perc_below_poverty_1y,2012,9,Escambia County,12033,0.171329886,48510,283138
perc_below_poverty_1y,2012,9,Flagler County,12035,0.185407072,18105,97650
perc_below_poverty_1y,2012,9,Hernando County,12053,0.189847082,32476,171064
perc_below_poverty_1y,2012,9,Highlands County,12055,0.219908938,21347,97072
perc_below_poverty_1y,2012,9,Hillsborough County,12057,0.192284405,242003,1258568
perc_below_poverty_1y,2012,9,Indian River County,12061,0.171739966,23747,138273
perc_below_poverty_1y,2012,9,Lake County,12069,0.159169361,47584,298952
perc_below_poverty_1y,2012,9,Lee County,12071,0.152829811,97210,636067
perc_below_poverty_1y,2012,9,Leon County,12073,0.21650897,58785,271513
perc_below_poverty_1y,2012,9,Manatee County,12081,0.154472873,51002,330168
perc_below_poverty_1y,2012,9,Marion County,12083,0.183074728,59762,326435
perc_below_poverty_1y,2012,9,Martin County,12085,0.15033856,21892,145618
perc_below_poverty_1y,2012,9,Miami-Dade County,12086,0.207769141,530220,2551967
perc_below_poverty_1y,2012,9,Monroe County,12087,0.141542569,10398,73462
perc_below_poverty_1y,2012,9,Nassau County,12089,0.154904842,11289,72877
perc_below_poverty_1y,2012,9,Okaloosa County,12091,0.137644365,25349,184163
perc_below_poverty_1y,2012,9,Orange County,12095,0.180946603,212476,1174247
perc_below_poverty_1y,2012,9,Osceola County,12097,0.199430957,56705,284334
perc_below_poverty_1y,2012,9,Palm Beach County,12099,0.143431991,191948,1338251
perc_below_poverty_1y,2012,9,Pasco County,12101,0.128456444,59449,462795
perc_below_poverty_1y,2012,9,Pinellas County,12103,0.137435436,124761,907779
perc_below_poverty_1y,2012,9,Polk County,12105,0.17923227,107634,600528
perc_below_poverty_1y,2012,9,Putnam County,12107,0.247981578,17876,72086
perc_below_poverty_1y,2012,9,Santa Rosa County,12113,0.119045757,18279,153546
perc_below_poverty_1y,2012,9,Sarasota County,12115,0.123974331,47125,380119
perc_below_poverty_1y,2012,9,Seminole County,12117,0.124441117,53160,427190
perc_below_poverty_1y,2012,9,St. Johns County,12109,0.094120182,18775,199479
perc_below_poverty_1y,2012,9,St. Lucie County,12111,0.172181547,48445,281360
perc_below_poverty_1y,2012,9,Sumter County,12119,0.125482604,11538,91949
perc_below_poverty_1y,2012,9,Volusia County,12127,0.197599009,96125,486465
perc_below_poverty_1y,2012,10,Barrow County,13013,0.161404207,11292,69961
perc_below_poverty_1y,2012,10,Bartow County,13015,0.164407879,16389,99685
perc_below_poverty_1y,2012,10,Bibb County,13021,0.27153933,40729,149993
perc_below_poverty_1y,2012,10,Bulloch County,13031,0.329301089,22050,66960
perc_below_poverty_1y,2012,10,Carroll County,13045,0.207145318,22224,107287
perc_below_poverty_1y,2012,10,Catoosa County,13047,0.135883242,8743,64342
perc_below_poverty_1y,2012,10,Chatham County,13051,0.197488651,52499,265833
perc_below_poverty_1y,2012,10,Cherokee County,13057,0.103019521,22644,219803
perc_below_poverty_1y,2012,10,Clarke County,13059,0.338911891,37221,109825
perc_below_poverty_1y,2012,10,Clayton County,13063,0.294647783,76896,260976
perc_below_poverty_1y,2012,10,Cobb County,13067,0.136485428,94896,695283
perc_below_poverty_1y,2012,10,Columbia County,13073,0.12037652,15768,130989
perc_below_poverty_1y,2012,10,Coweta County,13077,0.132906437,17331,130400
perc_below_poverty_1y,2012,10,DeKalb County,13089,0.208374307,144538,693646
perc_below_poverty_1y,2012,10,Dougherty County,13095,0.34568432,31347,90681
perc_below_poverty_1y,2012,10,Douglas County,13097,0.155000791,20539,132509
perc_below_poverty_1y,2012,10,Fayette County,13113,0.081052721,8651,106733
perc_below_poverty_1y,2012,10,Floyd County,13115,0.239244983,22067,92236
perc_below_poverty_1y,2012,10,Forsyth County,13117,0.059987172,11223,187090
perc_below_poverty_1y,2012,10,Fulton County,13121,0.183462694,173943,948111
perc_below_poverty_1y,2012,10,Glynn County,13127,0.191860974,15148,78953
perc_below_poverty_1y,2012,10,Gwinnett County,13135,0.148413152,124208,836907
perc_below_poverty_1y,2012,10,Hall County,13139,0.202401459,37000,182805
perc_below_poverty_1y,2012,10,Henry County,13151,0.150723875,31233,207220
perc_below_poverty_1y,2012,10,Houston County,13153,0.186405376,26938,144513
perc_below_poverty_1y,2012,10,Liberty County,13179,0.173179314,10929,63108
perc_below_poverty_1y,2012,10,Lowndes County,13185,0.245263994,27240,111064
perc_below_poverty_1y,2012,10,Muscogee County,13215,0.179331109,33588,187296
perc_below_poverty_1y,2012,10,Newton County,13217,0.148562923,14778,99473
perc_below_poverty_1y,2012,10,Paulding County,13223,0.144070804,20706,143721
perc_below_poverty_1y,2012,10,Richmond County,13245,0.26376161,51371,194763
perc_below_poverty_1y,2012,10,Rockdale County,13247,0.181271613,15407,84994
perc_below_poverty_1y,2012,10,Troup County,13285,0.224752903,14940,66473
perc_below_poverty_1y,2012,10,Walker County,13295,0.2053314,13603,66249
perc_below_poverty_1y,2012,10,Walton County,13297,0.141884699,11860,83589
perc_below_poverty_1y,2012,10,Whitfield County,13313,0.210245058,21560,102547
perc_below_poverty_1y,2012,11,Hawaii County,15001,0.191917136,35853,186815
perc_below_poverty_1y,2012,11,Honolulu County,15003,0.103336766,97754,945975
perc_below_poverty_1y,2012,11,Kauai County,15007,0.109980807,7449,67730
perc_below_poverty_1y,2012,11,Maui County,15009,0.10347984,16165,156214
perc_below_poverty_1y,2012,12,Ada County,16001,0.120236702,48257,401350
perc_below_poverty_1y,2012,12,Bannock County,16005,0.153820619,12511,81335
perc_below_poverty_1y,2012,12,Bonneville County,16019,0.137960777,14559,105530
perc_below_poverty_1y,2012,12,Canyon County,16027,0.221559897,42335,191077
perc_below_poverty_1y,2012,12,Kootenai County,16055,0.118309096,16630,140564
perc_below_poverty_1y,2012,12,Twin Falls County,16083,0.189399451,14583,76996
perc_below_poverty_1y,2012,13,Adams County,17001,0.111146674,7292,65607
perc_below_poverty_1y,2012,13,Champaign County,17019,0.21293962,39785,186837
perc_below_poverty_1y,2012,13,Cook County,17031,0.1792005,923158,5151537
perc_below_poverty_1y,2012,13,DeKalb County,17037,0.190784916,18745,98252
perc_below_poverty_1y,2012,13,DuPage County,17043,0.071696468,65626,915331
perc_below_poverty_1y,2012,13,Kane County,17089,0.12057934,62207,515901
perc_below_poverty_1y,2012,13,Kankakee County,17091,0.179736033,19501,108498
perc_below_poverty_1y,2012,13,Kendall County,17093,0.040015984,4706,117603
perc_below_poverty_1y,2012,13,LaSalle County,17099,0.149391413,16373,109598
perc_below_poverty_1y,2012,13,Lake County,17097,0.092515916,63298,684185
perc_below_poverty_1y,2012,13,Macon County,17115,0.233484924,24953,106872
perc_below_poverty_1y,2012,13,Madison County,17119,0.129957289,33890,260778
perc_below_poverty_1y,2012,13,McHenry County,17111,0.079140402,24232,306190
perc_below_poverty_1y,2012,13,McLean County,17113,0.157050893,25664,163412
perc_below_poverty_1y,2012,13,Peoria County,17143,0.203276172,37104,182530
perc_below_poverty_1y,2012,13,Rock Island County,17161,0.136899352,19584,143054
perc_below_poverty_1y,2012,13,Sangamon County,17167,0.143729404,28083,195388
perc_below_poverty_1y,2012,13,St. Clair County,17163,0.19734782,52310,265065
perc_below_poverty_1y,2012,13,Tazewell County,17179,0.07766939,10351,133270
perc_below_poverty_1y,2012,13,Vermilion County,17183,0.181922093,14165,77863
perc_below_poverty_1y,2012,13,Will County,17197,0.083122313,56033,674103
perc_below_poverty_1y,2012,13,Williamson County,17199,0.128949687,8362,64847
perc_below_poverty_1y,2012,13,Winnebago County,17201,0.161049008,46199,286863
perc_below_poverty_1y,2012,14,Allen County,18003,0.157420248,55859,354840
perc_below_poverty_1y,2012,14,Bartholomew County,18005,0.129663363,10107,77948
perc_below_poverty_1y,2012,14,Clark County,18019,0.127599582,14075,110306
perc_below_poverty_1y,2012,14,Delaware County,18035,0.221976057,24147,108782
perc_below_poverty_1y,2012,14,Elkhart County,18039,0.154488489,30249,195801
perc_below_poverty_1y,2012,14,Floyd County,18043,0.141805366,10497,74024
perc_below_poverty_1y,2012,14,Grant County,18053,0.175952762,11233,63841
perc_below_poverty_1y,2012,14,Hamilton County,18057,0.041090935,11812,287460
perc_below_poverty_1y,2012,14,Hancock County,18059,0.081203416,5687,70034
perc_below_poverty_1y,2012,14,Hendricks County,18063,0.040567447,6031,148666
perc_below_poverty_1y,2012,14,Howard County,18067,0.180888459,14769,81647
perc_below_poverty_1y,2012,14,Johnson County,18081,0.095825896,13469,140557
perc_below_poverty_1y,2012,14,Kosciusko County,18085,0.108500764,8230,75852
perc_below_poverty_1y,2012,14,LaPorte County,18091,0.179698437,18234,101470
perc_below_poverty_1y,2012,14,Lake County,18089,0.195690706,95382,487412
perc_below_poverty_1y,2012,14,Madison County,18095,0.152188376,18763,123288
perc_below_poverty_1y,2012,14,Marion County,18097,0.215416417,194163,901338
perc_below_poverty_1y,2012,14,Monroe County,18105,0.251759738,31904,126724
perc_below_poverty_1y,2012,14,Morgan County,18109,0.136694461,9297,68013
perc_below_poverty_1y,2012,14,Porter County,18127,0.108463436,17556,161861
perc_below_poverty_1y,2012,14,St. Joseph County,18141,0.163579077,41642,254568
perc_below_poverty_1y,2012,14,Tippecanoe County,18157,0.210296825,34483,163973
perc_below_poverty_1y,2012,14,Vanderburgh County,18163,0.143733561,24975,173759
perc_below_poverty_1y,2012,14,Vigo County,18167,0.198681012,19582,98560
perc_below_poverty_1y,2012,14,Wayne County,18177,0.235499248,15465,65669
perc_below_poverty_1y,2012,15,Black Hawk County,19013,0.129969195,16288,125322
perc_below_poverty_1y,2012,15,Dallas County,19049,0.064580299,4610,71384
perc_below_poverty_1y,2012,15,Dubuque County,19061,0.12501502,11447,91565
perc_below_poverty_1y,2012,15,Johnson County,19103,0.165392682,21226,128337
perc_below_poverty_1y,2012,15,Linn County,19113,0.091329016,19139,209561
perc_below_poverty_1y,2012,15,Polk County,19153,0.135622084,59007,435084
perc_below_poverty_1y,2012,15,Pottawattamie County,19155,0.112728797,10236,90802
perc_below_poverty_1y,2012,15,Scott County,19163,0.108308442,17914,165398
perc_below_poverty_1y,2012,15,Story County,19169,0.217116773,17880,82352
perc_below_poverty_1y,2012,15,Woodbury County,19193,0.170323968,16882,99117
perc_below_poverty_1y,2012,16,Butler County,20015,0.065077692,4142,63647
perc_below_poverty_1y,2012,16,Douglas County,20045,0.209733114,21682,103379
perc_below_poverty_1y,2012,16,Johnson County,20091,0.067673437,37445,553319
perc_below_poverty_1y,2012,16,Leavenworth County,20103,0.09371604,6726,71770
perc_below_poverty_1y,2012,16,Riley County,20161,0.214516759,14325,66778
perc_below_poverty_1y,2012,16,Sedgwick County,20173,0.162610784,80860,497261
perc_below_poverty_1y,2012,16,Shawnee County,20177,0.167449951,29288,174906
perc_below_poverty_1y,2012,16,Wyandotte County,20209,0.234169424,36914,157638
perc_below_poverty_1y,2012,17,Boone County,21015,0.084818661,10393,122532
perc_below_poverty_1y,2012,17,Bullitt County,21029,0.102454871,7696,75116
perc_below_poverty_1y,2012,17,Campbell County,21037,0.150336474,13292,88415
perc_below_poverty_1y,2012,17,Christian County,21047,0.211704001,14731,69583
perc_below_poverty_1y,2012,17,Daviess County,21059,0.171024054,16223,94858
perc_below_poverty_1y,2012,17,Fayette County,21067,0.17655988,51645,292507
perc_below_poverty_1y,2012,17,Hardin County,21093,0.144564971,14886,102971
perc_below_poverty_1y,2012,17,Jefferson County,21111,0.180405617,132940,736895
perc_below_poverty_1y,2012,17,Kenton County,21117,0.151936799,24197,159257
perc_below_poverty_1y,2012,17,Madison County,21151,0.24936612,19768,79273
perc_below_poverty_1y,2012,17,McCracken County,21145,0.181173041,11667,64397
perc_below_poverty_1y,2012,17,Pike County,21195,0.226682186,14220,62731
perc_below_poverty_1y,2012,17,Warren County,21227,0.201685846,22276,110449
perc_below_poverty_1y,2012,18,Ascension Parish,22005,0.118069619,13116,111087
perc_below_poverty_1y,2012,18,Bossier Parish,22015,0.12898612,15512,120261
perc_below_poverty_1y,2012,18,Caddo Parish,22017,0.196012869,49358,251810
perc_below_poverty_1y,2012,18,Calcasieu Parish,22019,0.167484343,31919,190579
perc_below_poverty_1y,2012,18,East Baton Rouge Parish,22033,0.203908175,88551,434269
perc_below_poverty_1y,2012,18,Iberia Parish,22045,0.203834951,14840,72804
perc_below_poverty_1y,2012,18,Jefferson Parish,22051,0.158627167,68210,430002
perc_below_poverty_1y,2012,18,Lafayette Parish,22055,0.178035468,39565,222231
perc_below_poverty_1y,2012,18,Lafourche Parish,22057,0.131667808,12517,95065
perc_below_poverty_1y,2012,18,Livingston Parish,22063,0.177338228,22916,129222
perc_below_poverty_1y,2012,18,Orleans Parish,22071,0.287210524,102724,357661
perc_below_poverty_1y,2012,18,Ouachita Parish,22073,0.242602423,35443,146095
perc_below_poverty_1y,2012,18,Rapides Parish,22079,0.225298136,28867,128128
perc_below_poverty_1y,2012,18,St. Landry Parish,22097,0.256896436,21149,82325
perc_below_poverty_1y,2012,18,St. Tammany Parish,22103,0.135719761,32212,237342
perc_below_poverty_1y,2012,18,Tangipahoa Parish,22105,0.243639097,29110,119480
perc_below_poverty_1y,2012,18,Terrebonne Parish,22109,0.184670448,20330,110088
perc_below_poverty_1y,2012,19,Androscoggin County,23001,0.15944536,16593,104067
perc_below_poverty_1y,2012,19,Aroostook County,23003,0.165291414,11358,68715
perc_below_poverty_1y,2012,19,Cumberland County,23005,0.117082171,32297,275849
perc_below_poverty_1y,2012,19,Kennebec County,23011,0.150361463,17804,118408
perc_below_poverty_1y,2012,19,Penobscot County,23019,0.181421071,26664,146973
perc_below_poverty_1y,2012,19,York County,23031,0.116179757,22771,195998
perc_below_poverty_1y,2012,20,Allegany County,24001,0.170804054,11401,66749
perc_below_poverty_1y,2012,20,Anne Arundel County,24003,0.057054013,30494,534476
perc_below_poverty_1y,2012,20,Baltimore County,24005,0.096547648,76903,796529
perc_below_poverty_1y,2012,20,Baltimore city,24510,0.248206869,148491,598255
perc_below_poverty_1y,2012,20,Calvert County,24009,0.072474189,6451,89011
perc_below_poverty_1y,2012,20,Carroll County,24013,0.062172841,10179,163721
perc_below_poverty_1y,2012,20,Cecil County,24015,0.144104764,14438,100191
perc_below_poverty_1y,2012,20,Charles County,24017,0.096732698,14439,149267
perc_below_poverty_1y,2012,20,Frederick County,24021,0.067770243,15942,235236
perc_below_poverty_1y,2012,20,Harford County,24025,0.082611084,20312,245875
perc_below_poverty_1y,2012,20,Howard County,24027,0.045238808,13487,298129
perc_below_poverty_1y,2012,20,Montgomery County,24031,0.064253405,64037,996632
perc_below_poverty_1y,2012,20,Prince George's County,24033,0.102419913,88114,860321
perc_below_poverty_1y,2012,20,St. Mary's County,24037,0.070407696,7483,106281
perc_below_poverty_1y,2012,20,Washington County,24043,0.14180699,19908,140388
perc_below_poverty_1y,2012,20,Wicomico County,24045,0.163634107,15810,96618
perc_below_poverty_1y,2012,21,Barnstable County,25001,0.103096612,21947,212878
perc_below_poverty_1y,2012,21,Berkshire County,25003,0.140419394,17437,124178
perc_below_poverty_1y,2012,21,Bristol County,25005,0.131980509,70516,534291
perc_below_poverty_1y,2012,21,Essex County,25009,0.121855088,90120,739567
perc_below_poverty_1y,2012,21,Franklin County,25011,0.105811164,7449,70399
perc_below_poverty_1y,2012,21,Hampden County,25013,0.19192028,86885,452714
perc_below_poverty_1y,2012,21,Hampshire County,25015,0.139684126,19068,136508
perc_below_poverty_1y,2012,21,Middlesex County,25017,0.083640635,124001,1482545
perc_below_poverty_1y,2012,21,Norfolk County,25021,0.075831123,50305,663382
perc_below_poverty_1y,2012,21,Plymouth County,25023,0.073597737,35926,488140
perc_below_poverty_1y,2012,21,Suffolk County,25025,0.205186352,143937,701494
perc_below_poverty_1y,2012,21,Worcester County,25027,0.118346624,92497,781577
perc_below_poverty_1y,2012,22,Allegan County,26005,0.142411038,15779,110799
perc_below_poverty_1y,2012,22,Bay County,26017,0.128838822,13622,105729
perc_below_poverty_1y,2012,22,Berrien County,26021,0.205286548,31081,151403
perc_below_poverty_1y,2012,22,Calhoun County,26025,0.178928509,23569,131723
perc_below_poverty_1y,2012,22,Clinton County,26037,0.128282532,9604,74866
perc_below_poverty_1y,2012,22,Eaton County,26045,0.09298905,9925,106733
perc_below_poverty_1y,2012,22,Genesee County,26049,0.213707939,88137,412418
perc_below_poverty_1y,2012,22,Grand Traverse County,26055,0.102768265,8880,86408
perc_below_poverty_1y,2012,22,Ingham County,26065,0.263646066,69273,262750
perc_below_poverty_1y,2012,22,Isabella County,26073,0.306924552,19804,64524
perc_below_poverty_1y,2012,22,Jackson County,26075,0.198883802,29934,150510
perc_below_poverty_1y,2012,22,Kalamazoo County,26077,0.177236378,43729,246727
perc_below_poverty_1y,2012,22,Kent County,26081,0.171069011,103474,604867
perc_below_poverty_1y,2012,22,Lapeer County,26087,0.096398905,8344,86557
perc_below_poverty_1y,2012,22,Lenawee County,26091,0.128045142,12005,93756
perc_below_poverty_1y,2012,22,Livingston County,26093,0.061722144,11213,181669
perc_below_poverty_1y,2012,22,Macomb County,26099,0.123894945,103974,839211
perc_below_poverty_1y,2012,22,Marquette County,26103,0.17994985,11409,63401
perc_below_poverty_1y,2012,22,Midland County,26111,0.142917901,11761,82292
perc_below_poverty_1y,2012,22,Monroe County,26115,0.118891805,17822,149901
perc_below_poverty_1y,2012,22,Muskegon County,26121,0.219689369,35899,163408
perc_below_poverty_1y,2012,22,Oakland County,26125,0.104598172,126564,1210002
perc_below_poverty_1y,2012,22,Ottawa County,26139,0.112615407,29263,259849
perc_below_poverty_1y,2012,22,Saginaw County,26145,0.189285412,36311,191832
perc_below_poverty_1y,2012,22,Shiawassee County,26155,0.15747951,10739,68193
perc_below_poverty_1y,2012,22,St. Clair County,26147,0.161387876,25564,158401
perc_below_poverty_1y,2012,22,Van Buren County,26159,0.193227619,14477,74922
perc_below_poverty_1y,2012,22,Washtenaw County,26161,0.164876804,55178,334662
perc_below_poverty_1y,2012,22,Wayne County,26163,0.262281716,465053,1773105
perc_below_poverty_1y,2012,23,Anoka County,27003,0.083092339,27669,332991
perc_below_poverty_1y,2012,23,Blue Earth County,27013,0.178220734,10890,61104
perc_below_poverty_1y,2012,23,Carver County,27019,0.035803426,3328,92952
perc_below_poverty_1y,2012,23,Dakota County,27037,0.077990599,31398,402587
perc_below_poverty_1y,2012,23,Hennepin County,27053,0.130512446,151982,1164502
perc_below_poverty_1y,2012,23,Olmsted County,27109,0.104904264,15138,144303
perc_below_poverty_1y,2012,23,Ramsey County,27123,0.168332398,85342,506985
perc_below_poverty_1y,2012,23,Scott County,27139,0.049165059,6545,133123
perc_below_poverty_1y,2012,23,Sherburne County,27141,0.06012452,5263,87535
