measure label,year,state,county,fips,perc_vacant_housing_1y,numerator,denominator
perc_vacant_housing_1y,2013,3,Pinal County,4021,0.202813938,33313,164254
perc_vacant_housing_1y,2013,3,Yavapai County,4025,0.168867439,18863,111703
perc_vacant_housing_1y,2013,3,Yuma County,4027,0.20697467,18547,89610
perc_vacant_housing_1y,2013,4,Benton County,5007,0.135141343,12936,95722
perc_vacant_housing_1y,2013,4,Craighead County,5031,0.098305643,4189,42612
perc_vacant_housing_1y,2013,4,Faulkner County,5045,0.115660906,5587,48305
perc_vacant_housing_1y,2013,4,Garland County,5051,0.167842731,8444,50309
perc_vacant_housing_1y,2013,4,Jefferson County,5069,0.152637318,5041,33026
perc_vacant_housing_1y,2013,4,Lonoke County,5085,0.121841446,3438,28217
perc_vacant_housing_1y,2013,4,Pulaski County,5119,0.171775356,30895,179857
perc_vacant_housing_1y,2013,4,Saline County,5125,0.108121596,4983,46087
perc_vacant_housing_1y,2013,4,Sebastian County,5131,0.09709733,5399,55604
perc_vacant_housing_1y,2013,4,Washington County,5143,0.084940784,7552,88909
perc_vacant_housing_1y,2013,4,White County,5145,0.115234613,3782,32820
perc_vacant_housing_1y,2013,5,Alameda County,6001,0.050771568,29845,587829
perc_vacant_housing_1y,2013,5,Butte County,6007,0.107924543,10424,96586
perc_vacant_housing_1y,2013,5,Contra Costa County,6013,0.050244082,20307,404167
perc_vacant_housing_1y,2013,5,El Dorado County,6017,0.222754657,19710,88483
perc_vacant_housing_1y,2013,5,Fresno County,6019,0.080755368,25906,320796
perc_vacant_housing_1y,2013,5,Humboldt County,6023,0.125758365,7794,61976
perc_vacant_housing_1y,2013,5,Imperial County,6025,0.150339872,8493,56492
perc_vacant_housing_1y,2013,5,Kern County,6029,0.105502062,30425,288383
perc_vacant_housing_1y,2013,5,Kings County,6031,,,44522
perc_vacant_housing_1y,2013,5,Lake County,6033,0.256365389,9082,35426
perc_vacant_housing_1y,2013,5,Los Angeles County,6037,0.056680985,196254,3462431
perc_vacant_housing_1y,2013,5,Madera County,6039,0.087660894,4345,49566
perc_vacant_housing_1y,2013,5,Marin County,6041,0.066794544,7452,111566
perc_vacant_housing_1y,2013,5,Mendocino County,6045,0.1641673,6645,40477
perc_vacant_housing_1y,2013,5,Merced County,6047,0.073519237,6164,83842
perc_vacant_housing_1y,2013,5,Monterey County,6053,0.09611439,13397,139386
perc_vacant_housing_1y,2013,5,Napa County,6055,0.117457546,6453,54939
perc_vacant_housing_1y,2013,5,Nevada County,6057,0.230372846,12160,52784
perc_vacant_housing_1y,2013,5,Orange County,6059,0.05030518,53325,1060030
perc_vacant_housing_1y,2013,5,Placer County,6061,0.133654952,20834,155879
perc_vacant_housing_1y,2013,5,Riverside County,6065,0.117849834,95588,811100
perc_vacant_housing_1y,2013,5,Sacramento County,6067,0.064600058,36100,558823
perc_vacant_housing_1y,2013,5,San Bernardino County,6071,0.137427077,96646,703253
perc_vacant_housing_1y,2013,5,San Diego County,6073,0.063486628,74711,1176799
perc_vacant_housing_1y,2013,5,San Francisco County,6075,0.065606125,24996,381001
perc_vacant_housing_1y,2013,5,San Joaquin County,6077,0.081537679,19238,235940
perc_vacant_housing_1y,2013,5,San Luis Obispo County,6079,0.086200334,10190,118213
perc_vacant_housing_1y,2013,5,San Mateo County,6081,0.043284316,11780,272154
perc_vacant_housing_1y,2013,5,Santa Barbara County,6083,0.074944958,11506,153526
perc_vacant_housing_1y,2013,5,Santa Clara County,6085,0.033798903,21721,642654
perc_vacant_housing_1y,2013,5,Santa Cruz County,6087,0.094968334,9941,104677
perc_vacant_housing_1y,2013,5,Shasta County,6089,0.097558461,7564,77533
perc_vacant_housing_1y,2013,5,Solano County,6095,0.071418822,10989,153867
perc_vacant_housing_1y,2013,5,Sonoma County,6097,0.069747768,14346,205684
perc_vacant_housing_1y,2013,5,Stanislaus County,6099,0.066965304,12034,179705
perc_vacant_housing_1y,2013,5,Sutter County,6101,0.057106674,1939,33954
perc_vacant_housing_1y,2013,5,Tulare County,6107,0.072420888,10452,144323
perc_vacant_housing_1y,2013,5,Ventura County,6111,0.05488316,15522,282819
perc_vacant_housing_1y,2013,5,Yolo County,6113,0.055052172,4168,75710
perc_vacant_housing_1y,2013,5,Yuba County,6115,0.093274705,2588,27746
perc_vacant_housing_1y,2013,6,Adams County,8001,0.041897301,6888,164402
perc_vacant_housing_1y,2013,6,Arapahoe County,8005,0.043032669,10367,240910
perc_vacant_housing_1y,2013,6,Boulder County,8013,0.039681189,5128,129230
perc_vacant_housing_1y,2013,6,Denver County,8031,0.065748818,19279,293222
perc_vacant_housing_1y,2013,6,Douglas County,8035,0.038115162,4245,111373
perc_vacant_housing_1y,2013,6,El Paso County,8041,0.067000277,17312,258387
perc_vacant_housing_1y,2013,6,Jefferson County,8059,0.040933046,9476,231500
perc_vacant_housing_1y,2013,6,Larimer County,8069,0.086155839,11724,136079
perc_vacant_housing_1y,2013,6,Mesa County,8077,0.071722411,4533,63202
perc_vacant_housing_1y,2013,6,Pueblo County,8101,0.098105304,6840,69721
perc_vacant_housing_1y,2013,6,Weld County,8123,0.057338003,5633,98242
perc_vacant_housing_1y,2013,7,Fairfield County,9001,0.090100005,32659,362475
perc_vacant_housing_1y,2013,7,Hartford County,9003,0.072333366,27027,373645
perc_vacant_housing_1y,2013,7,Litchfield County,9005,0.129781574,11325,87262
perc_vacant_housing_1y,2013,7,Middlesex County,9007,0.115049317,8631,75020
perc_vacant_housing_1y,2013,7,New Haven County,9009,0.108268872,39134,361452
perc_vacant_housing_1y,2013,7,New London County,9011,0.10439942,12615,120834
perc_vacant_housing_1y,2013,7,Tolland County,9013,0.081627756,4762,58338
perc_vacant_housing_1y,2013,7,Windham County,9015,0.090608813,4444,49046
perc_vacant_housing_1y,2013,8,Kent County,10001,0.07009723,4686,66850
perc_vacant_housing_1y,2013,8,New Castle County,10003,0.083233453,18194,218590
perc_vacant_housing_1y,2013,8,Sussex County,10005,0.35988149,45552,126575
perc_vacant_housing_1y,2013,51,District of Columbia,11001,0.093281627,28262,302975
perc_vacant_housing_1y,2013,9,Alachua County,12001,0.125144735,14159,113141
perc_vacant_housing_1y,2013,9,Bay County,12005,0.347177744,34573,99583
perc_vacant_housing_1y,2013,9,Brevard County,12009,0.181362033,49084,270641
perc_vacant_housing_1y,2013,9,Broward County,12011,0.167367876,136010,812641
perc_vacant_housing_1y,2013,9,Charlotte County,12015,0.267458618,26928,100681
perc_vacant_housing_1y,2013,9,Citrus County,12017,0.176708803,13658,77291
perc_vacant_housing_1y,2013,9,Clay County,12019,0.111001961,8475,76350
perc_vacant_housing_1y,2013,9,Collier County,12021,0.298834175,59852,200285
perc_vacant_housing_1y,2013,9,Columbia County,12023,0.151601329,4265,28133
perc_vacant_housing_1y,2013,9,Duval County,12031,0.14441739,56700,392612
perc_vacant_housing_1y,2013,9,Escambia County,12033,0.175761357,24199,137681
perc_vacant_housing_1y,2013,9,Flagler County,12035,0.261706471,12821,48990
perc_vacant_housing_1y,2013,9,Hernando County,12053,0.172198325,14496,84182
perc_vacant_housing_1y,2013,9,Highlands County,12055,0.23409237,12799,54675
perc_vacant_housing_1y,2013,9,Hillsborough County,12057,0.108245179,59185,546768
perc_vacant_housing_1y,2013,9,Indian River County,12061,0.232055798,17801,76710
perc_vacant_housing_1y,2013,9,Lake County,12069,0.152938411,22110,144568
perc_vacant_housing_1y,2013,9,Lee County,12071,0.293658584,109236,371983
perc_vacant_housing_1y,2013,9,Leon County,12073,0.111698225,14015,125472
perc_vacant_housing_1y,2013,9,Manatee County,12081,0.22425963,39271,175114
perc_vacant_housing_1y,2013,9,Marion County,12083,0.170343876,27671,162442
perc_vacant_housing_1y,2013,9,Martin County,12085,0.183423325,14336,78158
perc_vacant_housing_1y,2013,9,Miami-Dade County,12086,0.148395211,147513,994055
perc_vacant_housing_1y,2013,9,Monroe County,12087,0.468959481,24694,52657
perc_vacant_housing_1y,2013,9,Nassau County,12089,0.191625401,6773,35345
perc_vacant_housing_1y,2013,9,Okaloosa County,12091,0.210085467,19739,93957
perc_vacant_housing_1y,2013,9,Orange County,12095,0.146944329,73307,498876
perc_vacant_housing_1y,2013,9,Osceola County,12097,0.314651072,41241,131069
perc_vacant_housing_1y,2013,9,Palm Beach County,12099,0.186655611,124979,669570
perc_vacant_housing_1y,2013,9,Pasco County,12101,0.189361602,43517,229809
perc_vacant_housing_1y,2013,9,Pinellas County,12103,0.181104675,90753,501108
perc_vacant_housing_1y,2013,9,Polk County,12105,0.215670586,60369,279913
perc_vacant_housing_1y,2013,9,Putnam County,12107,0.28733331,10471,36442
perc_vacant_housing_1y,2013,9,Santa Rosa County,12113,0.098329708,6511,66216
perc_vacant_housing_1y,2013,9,Sarasota County,12115,0.239456117,54823,228948
perc_vacant_housing_1y,2013,9,Seminole County,12117,0.19233343,35348,183785
perc_vacant_housing_1y,2013,9,St. Johns County,12109,0.158832476,14932,94011
perc_vacant_housing_1y,2013,9,St. Lucie County,12111,0.221721083,30331,136798
perc_vacant_housing_1y,2013,9,Sumter County,12119,0.151345372,9157,60504
perc_vacant_housing_1y,2013,9,Volusia County,12127,0.199509904,50723,254238
perc_vacant_housing_1y,2013,10,Barrow County,13013,0.104564533,2765,26443
perc_vacant_housing_1y,2013,10,Bartow County,13015,0.116925098,4630,39598
perc_vacant_housing_1y,2013,10,Bibb County,13021,0.216773421,15162,69944
perc_vacant_housing_1y,2013,10,Bulloch County,13031,0.152347058,4495,29505
perc_vacant_housing_1y,2013,10,Carroll County,13045,0.074584141,3309,44366
perc_vacant_housing_1y,2013,10,Catoosa County,13047,,,26618
perc_vacant_housing_1y,2013,10,Chatham County,13051,0.140609309,17086,121514
perc_vacant_housing_1y,2013,10,Cherokee County,13057,0.087483048,7354,84062
perc_vacant_housing_1y,2013,10,Clarke County,13059,0.120085843,6155,51255
perc_vacant_housing_1y,2013,10,Clayton County,13063,0.143955156,15021,104345
perc_vacant_housing_1y,2013,10,Cobb County,13067,0.0779709,22627,290198
perc_vacant_housing_1y,2013,10,Columbia County,13073,0.186525911,9718,52100
perc_vacant_housing_1y,2013,10,Coweta County,13077,0.058117881,2965,51017
perc_vacant_housing_1y,2013,10,DeKalb County,13089,0.116650455,35617,305331
perc_vacant_housing_1y,2013,10,Dougherty County,13095,0.153510824,6233,40603
perc_vacant_housing_1y,2013,10,Douglas County,13097,0.080898181,4172,51571
perc_vacant_housing_1y,2013,10,Fayette County,13113,0.066223875,2712,40952
perc_vacant_housing_1y,2013,10,Floyd County,13115,0.177230567,7147,40326
perc_vacant_housing_1y,2013,10,Forsyth County,13117,0.054813188,3741,68250
perc_vacant_housing_1y,2013,10,Fulton County,13121,0.133897841,59061,441090
perc_vacant_housing_1y,2013,10,Glynn County,13127,0.209437028,8642,41263
perc_vacant_housing_1y,2013,10,Gwinnett County,13135,0.08063478,23800,295158
perc_vacant_housing_1y,2013,10,Hall County,13139,0.105631962,7266,68786
perc_vacant_housing_1y,2013,10,Henry County,13151,0.073978096,5681,76793
perc_vacant_housing_1y,2013,10,Houston County,13153,0.108126216,6456,59708
perc_vacant_housing_1y,2013,10,Liberty County,13179,0.133335814,3593,26947
perc_vacant_housing_1y,2013,10,Lowndes County,13185,0.096822694,4379,45227
perc_vacant_housing_1y,2013,10,Muscogee County,13215,0.134026557,11162,83282
perc_vacant_housing_1y,2013,10,Newton County,13217,0.12352787,4720,38210
perc_vacant_housing_1y,2013,10,Paulding County,13223,,,52477
perc_vacant_housing_1y,2013,10,Richmond County,13245,0.178180635,15421,86547
perc_vacant_housing_1y,2013,10,Rockdale County,13247,0.122014396,4051,33201
perc_vacant_housing_1y,2013,10,Troup County,13285,0.124083959,3488,28110
perc_vacant_housing_1y,2013,10,Walker County,13295,0.15751639,4711,29908
perc_vacant_housing_1y,2013,10,Walton County,13297,0.105921321,3422,32307
perc_vacant_housing_1y,2013,10,Whitfield County,13313,0.142625853,5638,39530
perc_vacant_housing_1y,2013,11,Hawaii County,15001,0.222432718,18786,84457
perc_vacant_housing_1y,2013,11,Honolulu County,15003,0.082475558,28076,340416
perc_vacant_housing_1y,2013,11,Kauai County,15007,0.22079815,6667,30195
perc_vacant_housing_1y,2013,11,Maui County,15009,0.155677676,11076,71147
perc_vacant_housing_1y,2013,12,Ada County,16001,0.051133104,8380,163886
perc_vacant_housing_1y,2013,12,Bannock County,16005,0.080836698,2682,33178
perc_vacant_housing_1y,2013,12,Bonneville County,16019,0.082432732,3318,40251
perc_vacant_housing_1y,2013,12,Canyon County,16027,0.061273601,4303,70226
perc_vacant_housing_1y,2013,12,Kootenai County,16055,0.134333655,8702,64779
perc_vacant_housing_1y,2013,12,Twin Falls County,16083,,,31392
perc_vacant_housing_1y,2013,13,Adams County,17001,0.085676976,2559,29868
perc_vacant_housing_1y,2013,13,Champaign County,17019,0.11154528,9877,88547
perc_vacant_housing_1y,2013,13,Cook County,17031,0.103534199,224698,2170278
perc_vacant_housing_1y,2013,13,DeKalb County,17037,0.082695737,3383,40909
perc_vacant_housing_1y,2013,13,DuPage County,17043,0.047320019,16857,356234
perc_vacant_housing_1y,2013,13,Kane County,17089,0.059130728,10813,182866
perc_vacant_housing_1y,2013,13,Kankakee County,17091,0.067752905,3048,44987
perc_vacant_housing_1y,2013,13,Kendall County,17093,,,40843
perc_vacant_housing_1y,2013,13,LaSalle County,17099,0.121876255,6067,49780
perc_vacant_housing_1y,2013,13,Lake County,17097,0.057712682,15036,260532
perc_vacant_housing_1y,2013,13,Macon County,17115,0.10513851,5283,50248
perc_vacant_housing_1y,2013,13,Madison County,17119,0.084527999,9941,117606
perc_vacant_housing_1y,2013,13,McHenry County,17111,0.059679367,6965,116707
perc_vacant_housing_1y,2013,13,McLean County,17113,0.071655847,5067,70713
perc_vacant_housing_1y,2013,13,Peoria County,17143,0.089249492,7436,83317
perc_vacant_housing_1y,2013,13,Rock Island County,17161,0.088206597,5786,65596
perc_vacant_housing_1y,2013,13,Sangamon County,17167,0.080342487,7244,90164
perc_vacant_housing_1y,2013,13,St. Clair County,17163,0.113613173,13360,117592
perc_vacant_housing_1y,2013,13,Tazewell County,17179,0.062325791,3600,57761
perc_vacant_housing_1y,2013,13,Vermilion County,17183,0.123518609,4440,35946
perc_vacant_housing_1y,2013,13,Will County,17197,0.062773377,14983,238684
perc_vacant_housing_1y,2013,13,Williamson County,17199,0.126523942,3871,30595
perc_vacant_housing_1y,2013,13,Winnebago County,17201,0.096418582,12096,125453
perc_vacant_housing_1y,2013,14,Allen County,18003,0.071681179,11006,153541
perc_vacant_housing_1y,2013,14,Bartholomew County,18005,0.085041165,2830,33278
perc_vacant_housing_1y,2013,14,Clark County,18019,0.128354505,6213,48405
perc_vacant_housing_1y,2013,14,Delaware County,18035,0.109008007,5690,52198
perc_vacant_housing_1y,2013,14,Elkhart County,18039,0.080683433,6257,77550
perc_vacant_housing_1y,2013,14,Floyd County,18043,0.116152339,3730,32113
perc_vacant_housing_1y,2013,14,Grant County,18053,0.102749929,3105,30219
perc_vacant_housing_1y,2013,14,Hamilton County,18057,0.039071649,4404,112716
perc_vacant_housing_1y,2013,14,Hancock County,18059,,,28551
perc_vacant_housing_1y,2013,14,Hendricks County,18063,,,57283
perc_vacant_housing_1y,2013,14,Howard County,18067,0.096260712,3707,38510
perc_vacant_housing_1y,2013,14,Johnson County,18081,0.085296705,4949,58021
perc_vacant_housing_1y,2013,14,Kosciusko County,18085,0.223833695,8334,37233
perc_vacant_housing_1y,2013,14,LaPorte County,18091,0.111931399,5443,48628
perc_vacant_housing_1y,2013,14,Lake County,18089,0.106260717,22246,209353
perc_vacant_housing_1y,2013,14,Madison County,18095,0.114648163,6724,58649
perc_vacant_housing_1y,2013,14,Marion County,18097,0.129845709,54272,417973
perc_vacant_housing_1y,2013,14,Monroe County,18105,0.097628564,5813,59542
perc_vacant_housing_1y,2013,14,Morgan County,18109,0.066381231,1845,27794
perc_vacant_housing_1y,2013,14,Porter County,18127,0.060029458,3994,66534
perc_vacant_housing_1y,2013,14,St. Joseph County,18141,0.09751077,11227,115136
perc_vacant_housing_1y,2013,14,Tippecanoe County,18157,0.054439057,3963,72797
perc_vacant_housing_1y,2013,14,Vanderburgh County,18163,0.121533923,10094,83055
perc_vacant_housing_1y,2013,14,Vigo County,18167,0.143020913,6612,46231
perc_vacant_housing_1y,2013,14,Wayne County,18177,0.114521004,3560,31086
perc_vacant_housing_1y,2013,15,Black Hawk County,19013,0.07225889,4084,56519
perc_vacant_housing_1y,2013,15,Dallas County,19049,,,28960
perc_vacant_housing_1y,2013,15,Dubuque County,19061,0.076748021,3069,39988
perc_vacant_housing_1y,2013,15,Johnson County,19103,0.029191008,1684,57689
perc_vacant_housing_1y,2013,15,Linn County,19113,0.069741137,6536,93718
perc_vacant_housing_1y,2013,15,Polk County,19153,0.052394178,9885,188666
perc_vacant_housing_1y,2013,15,Pottawattamie County,19155,0.077572651,3059,39434
perc_vacant_housing_1y,2013,15,Scott County,19163,0.071697854,5211,72680
perc_vacant_housing_1y,2013,15,Story County,19169,,,37530
perc_vacant_housing_1y,2013,15,Woodbury County,19193,0.058726739,2427,41327
perc_vacant_housing_1y,2013,16,Butler County,20015,,,26223
perc_vacant_housing_1y,2013,16,Douglas County,20045,0.106687367,5086,47672
perc_vacant_housing_1y,2013,16,Johnson County,20091,0.036486,8387,229869
perc_vacant_housing_1y,2013,16,Leavenworth County,20103,,,28877
perc_vacant_housing_1y,2013,16,Riley County,20161,0.090396442,2661,29437
perc_vacant_housing_1y,2013,16,Sedgwick County,20173,0.092741162,19756,213023
perc_vacant_housing_1y,2013,16,Shawnee County,20177,0.102073528,8088,79237
perc_vacant_housing_1y,2013,16,Wyandotte County,20209,0.142626256,9531,66825
perc_vacant_housing_1y,2013,17,Boone County,21015,,,47406
perc_vacant_housing_1y,2013,17,Bullitt County,21029,,,30130
perc_vacant_housing_1y,2013,17,Campbell County,21037,0.112671793,4468,39655
perc_vacant_housing_1y,2013,17,Christian County,21047,0.172632709,5112,29612
perc_vacant_housing_1y,2013,17,Daviess County,21059,0.087370552,3670,42005
perc_vacant_housing_1y,2013,17,Fayette County,21067,0.08830525,12178,137908
perc_vacant_housing_1y,2013,17,Hardin County,21093,0.082882203,3751,45257
perc_vacant_housing_1y,2013,17,Jefferson County,21111,0.085335977,28944,339177
perc_vacant_housing_1y,2013,17,Kenton County,21117,0.10281615,7123,69279
perc_vacant_housing_1y,2013,17,Madison County,21151,0.088342108,3138,35521
perc_vacant_housing_1y,2013,17,McCracken County,21145,0.170088723,5310,31219
perc_vacant_housing_1y,2013,17,Pike County,21195,0.143313274,4309,30067
perc_vacant_housing_1y,2013,17,Warren County,21227,,,49178
perc_vacant_housing_1y,2013,18,Ascension Parish,22005,0.048379216,2079,42973
perc_vacant_housing_1y,2013,18,Bossier Parish,22015,0.103201017,5426,52577
perc_vacant_housing_1y,2013,18,Caddo Parish,22017,0.120192863,13486,112203
perc_vacant_housing_1y,2013,18,Calcasieu Parish,22019,0.088550687,7465,84302
perc_vacant_housing_1y,2013,18,East Baton Rouge Parish,22033,0.103819147,19711,189859
perc_vacant_housing_1y,2013,18,Iberia Parish,22045,,,29828
perc_vacant_housing_1y,2013,18,Jefferson Parish,22051,0.103443891,19524,188740
perc_vacant_housing_1y,2013,18,Lafayette Parish,22055,0.073935762,7088,95867
perc_vacant_housing_1y,2013,18,Lafourche Parish,22057,0.09163326,3589,39167
perc_vacant_housing_1y,2013,18,Livingston Parish,22063,0.099387132,5238,52703
perc_vacant_housing_1y,2013,18,Orleans Parish,22071,0.16966565,32502,191565
perc_vacant_housing_1y,2013,18,Ouachita Parish,22073,0.136573225,8945,65496
perc_vacant_housing_1y,2013,18,Rapides Parish,22079,0.14789018,8366,56569
perc_vacant_housing_1y,2013,18,St. Landry Parish,22097,0.115060776,4127,35868
perc_vacant_housing_1y,2013,18,St. Tammany Parish,22103,0.08782056,8551,97369
perc_vacant_housing_1y,2013,18,Tangipahoa Parish,22105,0.106883988,5515,51598
perc_vacant_housing_1y,2013,18,Terrebonne Parish,22109,0.113741823,5025,44179
perc_vacant_housing_1y,2013,19,Androscoggin County,23001,0.105187908,5150,48960
perc_vacant_housing_1y,2013,19,Aroostook County,23003,0.230900303,9079,39320
perc_vacant_housing_1y,2013,19,Cumberland County,23005,0.146544605,20393,139159
perc_vacant_housing_1y,2013,19,Kennebec County,23011,0.166497529,10172,61094
perc_vacant_housing_1y,2013,19,Penobscot County,23019,0.1558301,11516,73901
perc_vacant_housing_1y,2013,19,York County,23031,0.195802227,20850,106485
perc_vacant_housing_1y,2013,20,Allegany County,24001,0.19789499,6562,33159
perc_vacant_housing_1y,2013,20,Anne Arundel County,24003,0.063658312,13815,217018
perc_vacant_housing_1y,2013,20,Baltimore County,24005,0.06405554,21516,335896
perc_vacant_housing_1y,2013,20,Baltimore city,24510,0.171530187,50734,295773
perc_vacant_housing_1y,2013,20,Calvert County,24009,0.10598743,3643,34372
perc_vacant_housing_1y,2013,20,Carroll County,24013,,,62736
perc_vacant_housing_1y,2013,20,Cecil County,24015,0.121470466,5115,42109
perc_vacant_housing_1y,2013,20,Charles County,24017,0.068587735,3894,56774
perc_vacant_housing_1y,2013,20,Frederick County,24021,0.036246087,3347,92341
perc_vacant_housing_1y,2013,20,Harford County,24025,0.055335887,5388,97369
perc_vacant_housing_1y,2013,20,Howard County,24027,0.040797375,4613,113071
perc_vacant_housing_1y,2013,20,Montgomery County,24031,0.041846521,15996,382254
perc_vacant_housing_1y,2013,20,Prince George's County,24033,0.065713927,21644,329367
perc_vacant_housing_1y,2013,20,St. Mary's County,24037,0.1464867,6273,42823
perc_vacant_housing_1y,2013,20,Washington County,24043,0.068582326,4172,60832
perc_vacant_housing_1y,2013,20,Wicomico County,24045,0.105321638,4360,41397
perc_vacant_housing_1y,2013,21,Barnstable County,25001,0.382481754,61570,160975
perc_vacant_housing_1y,2013,21,Berkshire County,25003,0.179228693,12232,68248
perc_vacant_housing_1y,2013,21,Bristol County,25005,0.07488101,17243,230272
perc_vacant_housing_1y,2013,21,Essex County,25009,0.061400738,18841,306853
perc_vacant_housing_1y,2013,21,Franklin County,25011,0.072528519,2435,33573
perc_vacant_housing_1y,2013,21,Hampden County,25013,0.079701252,15260,191465
perc_vacant_housing_1y,2013,21,Hampshire County,25015,0.054154966,3394,62672
perc_vacant_housing_1y,2013,21,Middlesex County,25017,0.045322735,27852,614526
perc_vacant_housing_1y,2013,21,Norfolk County,25021,0.040242884,10942,271899
perc_vacant_housing_1y,2013,21,Plymouth County,25023,0.110187992,22162,201129
perc_vacant_housing_1y,2013,21,Suffolk County,25025,0.075813398,23912,315406
perc_vacant_housing_1y,2013,21,Worcester County,25027,0.078525849,25718,327510
perc_vacant_housing_1y,2013,22,Allegan County,26005,0.164128944,8106,49388
perc_vacant_housing_1y,2013,22,Bay County,26017,0.058803882,2817,47905
perc_vacant_housing_1y,2013,22,Berrien County,26021,0.222471908,17028,76540
perc_vacant_housing_1y,2013,22,Calhoun County,26025,0.123460256,7477,60562
perc_vacant_housing_1y,2013,22,Clinton County,26037,0.072679825,2228,30655
perc_vacant_housing_1y,2013,22,Eaton County,26045,0.055478591,2603,46919
perc_vacant_housing_1y,2013,22,Genesee County,26049,0.138825461,26445,190491
perc_vacant_housing_1y,2013,22,Grand Traverse County,26055,0.172596589,7228,41878
perc_vacant_housing_1y,2013,22,Ingham County,26065,0.08734341,10591,121257
perc_vacant_housing_1y,2013,22,Isabella County,26073,0.101964124,2876,28206
perc_vacant_housing_1y,2013,22,Jackson County,26075,0.108143821,7447,68862
perc_vacant_housing_1y,2013,22,Kalamazoo County,26077,0.079382129,8721,109861
perc_vacant_housing_1y,2013,22,Kent County,26081,0.066805214,16523,247331
perc_vacant_housing_1y,2013,22,Lapeer County,26087,0.0821895,2964,36063
perc_vacant_housing_1y,2013,22,Lenawee County,26091,0.138494939,5996,43294
perc_vacant_housing_1y,2013,22,Livingston County,26093,0.06657324,4893,73498
perc_vacant_housing_1y,2013,22,Macomb County,26099,0.063349634,22783,359639
perc_vacant_housing_1y,2013,22,Marquette County,26103,0.244290575,8397,34373
perc_vacant_housing_1y,2013,22,Midland County,26111,0.056364998,2031,36033
perc_vacant_housing_1y,2013,22,Monroe County,26115,0.073934577,4672,63191
perc_vacant_housing_1y,2013,22,Muskegon County,26121,0.102012321,7452,73050
perc_vacant_housing_1y,2013,22,Oakland County,26125,0.06781511,35973,530457
perc_vacant_housing_1y,2013,22,Ottawa County,26139,0.073408246,7591,103408
perc_vacant_housing_1y,2013,22,Saginaw County,26145,0.100172192,8668,86531
perc_vacant_housing_1y,2013,22,Shiawassee County,26155,0.05966619,1791,30017
perc_vacant_housing_1y,2013,22,St. Clair County,26147,0.104930788,7527,71733
perc_vacant_housing_1y,2013,22,Van Buren County,26159,0.189075977,6906,36525
perc_vacant_housing_1y,2013,22,Washtenaw County,26161,0.069059826,10252,148451
perc_vacant_housing_1y,2013,22,Wayne County,26163,0.184124708,150345,816539
perc_vacant_housing_1y,2013,23,Anoka County,27003,0.035409499,4560,128779
perc_vacant_housing_1y,2013,23,Blue Earth County,27013,0.074629098,1997,26759
perc_vacant_housing_1y,2013,23,Carver County,27019,,,35739
