year,county,state,copd_apc_2012,copd_prev,asthma_prev,tobacco_prev,med_income_5y,perc_below_poverty_1y,perc_below_poverty_5y,unemployment_1y,unemployment_5y,num_days_rain,perc_cultivated_land_use,perc_forest_cover,perc_park_proximity,rural_urban,total_pollutants,acetaldehyde,benzene,formaldehyde,copd_apc_2013,apc_percent_diff
2012,Mobile,ALABAMA,1738,11,4,7,42973,0.210585982,0.19489108,0.116331182,0.110639364,138,0.025,0.36,0.28,1,10,2.88,0.52,2.29,1733,-0.00287687
2012,Monroe,ALABAMA,1541,11,3,6,30996,,0.259735703,,0.148214668,136,0.073,0.616,0.01,2,9.3,3.27,0.26,2.44,1822,0.182349124
2012,Montgomery,ALABAMA,1536,9,4,7,44401,0.213734016,0.203992128,0.094504163,0.085383192,107,0.106,0.304,0.33,1,11.2,3.68,0.64,2.98,1440,-0.0625
2012,Morgan,ALABAMA,1542,14,5,11,45852,0.162973568,0.150582105,0.134739712,0.11001493,136,0.068,0.361,0.13,1,11.3,2.92,0.58,2.15,1467,-0.048638132
2012,Perry,ALABAMA,1784,11,5,8,31008,,0.269203365,,0.18890135,123,0.055,0.567,0,2,9.7,3.5,0.26,2.65,1842,0.032511211
2012,Pickens,ALABAMA,1802,12,5,10,28762,,0.27434957,,0.14517127,128,0.044,0.603,0.08,1,9.9,3.28,0.28,2.59,1854,0.028856826
2012,Pike,ALABAMA,1956,10,5,7,31702,,0.270507455,,0.096943289,130,0.076,0.532,0.15,2,9.7,3.4,0.33,2.62,2119,0.083333333
2012,Randolph,ALABAMA,1771,14,3,8,35074,,0.231059417,,0.115994237,124,0,0.622,0,2,10.1,3.09,0.31,2.32,1494,-0.156408809
2012,Russell,ALABAMA,1552,13,5,10,33591,,0.221873879,,0.111754805,115,0.059,0.518,0.04,1,11.2,3.59,0.51,2.82,1180,-0.239690722
2012,St. Clair,ALABAMA,1380,13,6,9,49652,0.167604506,0.1481947,0.100056365,0.106078781,120,0.028,0.603,0,1,11.8,3.14,0.39,2.49,1226,-0.111594203
2012,Shelby,ALABAMA,1494,11,4,8,69379,0.08557114,0.076975338,0.056526225,0.063775703,125,0.031,0.606,0.07,1,11.4,3.35,0.56,2.68,1364,-0.087014726
2012,Sumter,ALABAMA,1567,11,4,8,22655,,0.381009787,,0.190370873,130,0.019,0.499,0.17,2,9.7,3.42,0.24,2.69,982,-0.373324825
2012,Talladega,ALABAMA,1791,13,6,9,35209,0.245566502,0.228885531,0.137014091,0.144640431,130,0.055,0.568,0.18,2,11.4,3.29,0.48,2.58,1717,-0.0413177
2012,Tallapoosa,ALABAMA,1700,15,4,8,38611,,0.195207238,,0.115584627,123,0.003,0.669,0.03,2,10.4,3.32,0.35,2.55,1551,-0.087647059
2012,Tuscaloosa,ALABAMA,1603,13,7,11,43996,0.196689039,0.192184001,0.07444258,0.079667419,115,0.022,0.648,0.17,1,10.7,3.54,0.7,3,1536,-0.041796631
2012,Walker,ALABAMA,1427,19,6,13,37408,0.216829717,0.198352128,0.120028511,0.136643559,134,0.008,0.644,0,1,11.1,3.29,0.39,2.5,1498,0.04975473
2012,Washington,ALABAMA,1911,11,3,7,42256,,0.171206906,,0.179677993,147,0.014,0.623,0.03,2,9.5,3.37,0.26,2.47,2371,0.240711669
2012,Wilcox,ALABAMA,1703,9,4,6,24212,,0.394019127,,0.242881551,127,0.017,0.605,0.01,2,9.4,3.52,0.24,2.63,1419,-0.166764533
2012,Winston,ALABAMA,2383,22,4,10,32830,,0.242277101,,0.0974444,134,0.012,0.671,0.01,2,10.4,3.04,0.31,2.24,2075,-0.129248846
2012,Anchorage,ALASKA,1530,8,4,8,76495,0.083703741,0.077254891,0.062408704,0.068821661,,,,0.79,1,,0.34,1.19,0.6,1469,-0.039869281
2012,Bethel Census,ALASKA,4628,10,4,12,52349,,0.21795328,,0.178382054,,,,,,,,,,4640,0.002592913
2012,Bristol Bay,ALASKA,1462,8,4,10,79931,,0.061621621,,0.06876228,,,,0.01,2,,0,0.12,0.01,1049,-0.28248974
2012,Dillingham Census,ALASKA,1056,10,3,9,56857,,0.179070726,,0.144866392,,,,,,,,,,4080,2.863636364
2012,Fairbanks North Star,ALASKA,1301,7,4,9,69485,0.068849772,0.080025978,0.063226238,0.060222793,,,,0.3,1,,0.17,0.68,0.27,1160,-0.108378171
2012,Haines,ALASKA,721,5,2,7,50208,,0.064424634,,0.090262972,,,,0,2,,0,0.12,0.01,539,-0.252427184
2012,Juneau City and,ALASKA,1599,8,4,9,78947,,0.064215168,,0.050734892,,,,,,,,,,1659,0.037523452
2012,Ketchikan Gateway,ALASKA,2185,10,2,10,59736,,0.102538615,,0.079582952,,,,0,2,,0.13,0.27,0.31,1066,-0.512128146
2012,Kodiak Island,ALASKA,2258,9,4,9,70976,,0.115384616,,0.052230272,,,,0.07,2,,0.02,0.19,0.03,1601,-0.290965456
2012,Matanuska-Susitna,ALASKA,1249,11,4,10,70728,0.096145302,0.098567657,0.103296705,0.104000553,,,,0.07,1,,0.06,0.31,0.08,960,-0.231385108
2012,Nome Census,ALASKA,4015,9,1,11,51472,,0.264649063,,0.176025674,,,,,,,,,,4955,0.234122042
2012,Sitka City and,ALASKA,2209,12,4,8,66895,,0.073962785,,0.060854301,,,,,,,,,,2426,0.098234495
2012,Skagway,ALASKA,1541,5,2,7,71583,,0.047846891,,0.076071925,,,,,,,,,,1473,-0.04412719
2012,Southeast Fairbanks Census,ALASKA,1922,6,7,7,62712,,0.099075682,,0.08718811,,,,,,,,,,3362,0.749219563
2012,Wade Hampton Census,ALASKA,2961,14,4,14,40608,,0.296779335,,0.267425328,,,,,,,,,,1622,-0.452212091
2012,Yukon-Koyukuk Census,ALASKA,1072,8,3,9,35559,,0.228795439,,0.225283012,,,,,,,,,,2122,0.979477612
2012,Apache,ARIZONA,1075,7,5,3,31615,0.331500262,0.340307713,0.174054921,0.195594043,97,0.001,0.282,0.04,2,5.5,1.42,0.11,0.88,1162,0.080930233
2012,Cochise,ARIZONA,1432,10,4,6,45505,0.186965659,0.166225329,0.095068797,0.084947444,79,0.032,0.087,0.07,1,6,1.93,0.2,1.3,1350,-0.05726257
2012,Coconino,ARIZONA,1801,7,4,4,48320,0.259720653,0.218216285,0.081547886,0.083990984,89,0,0.263,0.32,1,5.5,1.47,0.23,0.99,1731,-0.038867296
2012,Gila,ARIZONA,1688,12,6,8,38504,,0.208301589,,0.091875061,80,0,0.385,0.03,2,6.4,1.98,0.17,1.37,1925,0.140402844
2012,Graham,ARIZONA,1629,7,3,6,44421,,0.223277628,,0.114253148,71,0.017,0.169,0.05,2,6.4,2.26,0.24,1.56,1283,-0.212400246
2012,Greenlee,ARIZONA,1583,7,4,7,49692,,0.174745798,,0.107680127,55,0.001,0.445,0,2,5.8,1.99,0.1,1.25,1159,-0.267845862
2012,La Paz,ARIZONA,1247,13,3,9,35093,,0.202193886,,0.086120516,33,0.004,0.002,0.05,2,6.2,2.84,0.18,2.25,1289,0.033680834
2012,Maricopa,ARIZONA,1456,9,5,6,54385,0.174505979,0.158155546,0.085867837,0.089429796,40,0.061,0.005,0.45,1,10.3,2.97,0.46,2.36,1376,-0.054945055
2012,Mohave,ARIZONA,1364,15,4,11,39383,0.216861904,0.185998783,0.153579503,0.141797289,52,0.001,0.091,0.12,1,5.9,2.32,0.25,1.81,1552,0.137829912
2012,Navajo,ARIZONA,1393,9,5,5,37683,0.306902349,0.278589725,0.214730725,0.170675576,84,0.001,0.202,0.08,2,5.7,1.57,0.12,1.03,1347,-0.033022254
2012,Pima,ARIZONA,1343,8,5,5,46443,0.199769318,0.185182661,0.102597088,0.099560939,58,0.005,0.023,0.44,1,7.2,2.52,0.57,1.99,1222,-0.090096798
2012,Pinal,ARIZONA,1627,10,5,7,50164,0.170298636,0.152492598,0.124210022,0.11436785,57,0.099,0.01,0.19,1,10.3,2.84,0.26,2.13,1496,-0.080516288
2012,Santa Cruz,ARIZONA,823,5,3,3,37692,,0.267507076,,0.140149593,82,0.003,0.122,0.14,2,6,2.07,0.28,1.42,793,-0.036452005
2012,Yavapai,ARIZONA,1478,11,6,6,43652,0.14314194,0.153219149,0.108940095,0.102168575,69,0,0.196,0.3,1,5.9,1.79,0.22,1.29,1494,0.01082544
2012,Yuma,ARIZONA,1451,13,4,6,41156,0.215695381,0.214381978,0.137921169,0.123866111,21,0.05,0,0.21,1,7.3,2.36,0.68,2.07,1519,0.046864232
2012,Arkansas,ARKANSAS,2259,11,3,8,39883,,0.169963449,,0.072618671,116,0.532,0.068,0.19,2,10.4,2.91,0.32,2.13,2200,-0.026117751
2012,Ashley,ARKANSAS,1637,10,4,10,38069,,0.171933725,,0.097852759,108,0.197,0.383,0.07,2,10,3.25,0.31,2.53,1698,0.037263286
2012,Baxter,ARKANSAS,1218,13,2,7,35209,,0.172095194,,0.095789157,97,0,0.71,0.04,2,9.3,2.84,0.43,2.26,1288,0.057471264
2012,Benton,ARKANSAS,1486,11,4,8,53515,0.141790166,0.121177226,0.047021076,0.052279837,80,0.001,0.407,0.23,1,10,2.7,0.47,2.15,1423,-0.042395693
2012,Boone,ARKANSAS,1437,13,4,8,38364,,0.157809585,,0.082454689,90,0.001,0.51,0.01,2,9.2,2.61,0.45,2.02,1166,-0.188587335
2012,Bradley,ARKANSAS,1749,12,4,9,32321,,0.258220941,,0.074199326,101,0.002,0.525,0.14,2,10,3.5,0.28,2.54,2449,0.400228702
2012,Calhoun,ARKANSAS,1342,15,3,12,31425,,0.104983896,,0.079307571,96,0.001,0.566,0.1,2,10,3.56,0.25,2.6,1561,0.16318927
2012,Carroll,ARKANSAS,1285,10,4,9,35558,,0.177361161,,0.082487702,89,0,0.551,0,2,9.2,2.51,0.29,1.9,1324,0.030350195
2012,Chicot,ARKANSAS,2429,11,3,9,25188,,0.322527617,,0.117835119,109,0.648,0.019,0,2,10.1,2.81,0.3,2.07,1743,-0.282420749
2012,Clark,ARKANSAS,1385,12,4,8,32393,,0.236829072,,0.115254238,111,0.014,0.692,0.16,2,10.3,3.7,0.48,2.82,1274,-0.080144404
2012,Clay,ARKANSAS,1413,14,2,7,32695,,0.187318802,,0.132375091,102,0.657,0.105,0.21,2,10.3,2.6,0.38,1.92,1411,-0.001415428
2012,Cleburne,ARKANSAS,1381,12,3,9,39410,,0.165793717,,0.104116887,108,0.002,0.667,0.07,2,10,3.03,0.34,2.33,1301,-0.057929037
2012,Cleveland,ARKANSAS,1135,12,3,8,38060,,0.18275702,,0.118063115,116,0.001,0.541,0,1,10.1,3.44,0.25,2.48,1214,0.069603524
2012,Columbia,ARKANSAS,1677,11,4,9,34895,,0.246728003,,0.124965541,114,0.001,0.711,0.17,2,10,3.44,0.5,2.74,1521,-0.093023256
2012,Conway,ARKANSAS,1454,10,5,9,32625,,0.233948022,,0.091385767,104,0.053,0.51,0.11,2,10.4,3.35,0.39,2.63,1385,-0.047455296
2012,Craighead,ARKANSAS,1537,12,3,8,41054,0.171483383,0.204153478,0.061421368,0.087378845,104,0.714,0.069,0.21,1,10.4,2.79,0.55,2.02,1629,0.059856864
2012,Crawford,ARKANSAS,1734,12,3,10,39981,,0.192711741,,0.075846471,95,0.034,0.577,0.07,1,10,3.12,0.43,2.51,1587,-0.084775087
2012,Crittenden,ARKANSAS,1899,13,5,11,36521,,0.247932896,,0.127732635,108,0.766,0.006,0.27,1,10.4,2.96,0.46,2.28,1729,-0.0895208
2012,Cross,ARKANSAS,1791,14,3,9,39665,,0.16211468,,0.085534289,106,0.744,0.106,0.01,2,10.3,2.83,0.41,2.03,2253,0.257956449
2012,Dallas,ARKANSAS,785,14,4,8,30309,,0.180093557,,0.102622211,113,0.001,0.657,0,2,10.3,3.61,0.34,2.59,1144,0.457324841
2012,Desha,ARKANSAS,1772,11,3,7,29504,,0.283829153,,0.136552185,119,0.562,0.01,0.04,2,10.2,2.9,0.26,2.15,2299,0.297404063
2012,Drew,ARKANSAS,1958,13,4,10,32087,,0.242184833,,0.120355777,110,0.136,0.416,0.06,2,10,3.24,0.31,2.4,2289,0.169050051
2012,Faulkner,ARKANSAS,1153,10,6,8,49008,0.1424274,0.146171436,0.068343915,0.077656515,105,0.047,0.397,0.1,1,10.8,3.31,0.54,2.59,1280,0.110147441
2012,Franklin,ARKANSAS,1531,10,3,7,35918,,0.187183529,,0.104767725,104,0.004,0.537,0.11,2,9.7,3.1,0.32,2.43,2377,0.552580013
2012,Fulton,ARKANSAS,1463,16,3,10,35059,,0.195625052,,0.112670563,98,0.001,0.612,0.06,2,9.3,2.73,0.29,2.18,1419,-0.030075188
2012,Garland,ARKANSAS,1469,10,4,8,38680,0.199176013,0.189659566,0.096499234,0.094991244,101,0.001,0.746,0.13,1,10.1,3.42,0.47,2.61,1601,0.089857046
2012,Grant,ARKANSAS,1670,14,4,10,49063,,0.083611853,,0.075850144,114,0.002,0.534,0,1,10.4,3.56,0.34,2.59,1444,-0.135329341
2012,Greene,ARKANSAS,1590,14,3,8,38481,,0.173296064,,0.089646533,103,0.587,0.203,0.06,2,10.3,2.68,0.38,1.96,1274,-0.198742138
2012,Hempstead,ARKANSAS,1419,14,5,10,31193,,0.267773569,,0.087780178,105,0.009,0.524,0.08,2,10.1,3.39,0.46,2.71,1578,0.11205074
2012,Hot Spring,ARKANSAS,1319,16,4,11,39652,,0.142296895,,0.097004861,109,0.009,0.691,0.06,2,10.5,3.62,0.39,2.8,1398,0.059893859
2012,Howard,ARKANSAS,1169,11,4,8,35236,,0.236805305,,0.078935497,107,0,0.65,0.03,2,9.9,3.34,0.39,2.6,1414,0.209580838
2012,Independence,ARKANSAS,1447,15,3,11,34374,,0.236426234,,0.084416352,97,0.136,0.507,0.01,2,10,2.92,0.33,2.25,1935,0.337249482
2012,Izard,ARKANSAS,1809,13,2,8,31011,,0.188287452,,0.111614734,97,0.001,0.69,0.06,2,9.4,2.84,0.29,2.2,1374,-0.240464345
2012,Jackson,ARKANSAS,1732,19,3,12,31692,,0.255940646,,0.113697402,93,0.719,0.074,0.11,2,10.1,2.86,0.38,2.08,1627,-0.060623557
2012,Jefferson,ARKANSAS,1664,9,4,9,37561,0.22982116,0.232750654,0.092191547,0.132801622,108,0.476,0.21,0.18,1,10.9,3.38,0.52,2.53,1503,-0.096754808
2012,Johnson,ARKANSAS,1226,12,3,10,32198,,0.191314891,,0.071640186,99,0.008,0.685,0.13,2,9.7,3.13,0.34,2.46,1273,0.038336052
2012,Lafayette,ARKANSAS,1257,13,3,10,28633,,0.229130372,,0.145846963,114,0.132,0.509,0,2,9.9,3.29,0.3,2.65,1341,0.066825776
2012,Lawrence,ARKANSAS,1589,15,3,9,32205,,0.25372684,,0.091897234,102,0.504,0.251,0,2,10.1,2.75,0.4,2.08,1916,0.205789805
2012,Lee,ARKANSAS,1901,11,5,8,26098,,0.308600724,,0.180973202,102,0.714,0.049,0.12,2,10.4,2.79,0.32,2.03,1493,-0.214623882
2012,Lincoln,ARKANSAS,2226,10,6,9,34107,,0.28665328,,0.117292628,106,0.442,0.248,0,1,10.3,3.12,0.3,2.29,1338,-0.398921833
2012,Little River,ARKANSAS,1809,14,7,10,39042,,0.148724332,,0.070690505,103,0.043,0.518,0.02,1,10.1,3.28,0.29,2.66,1663,-0.080707573
2012,Logan,ARKANSAS,1419,12,3,8,37237,,0.158087894,,0.08468283,110,0.015,0.597,0.25,2,9.8,3.17,0.36,2.4,1831,0.290345314
2012,Lonoke,ARKANSAS,1509,12,4,10,51499,0.110477455,0.131474927,0.08702974,0.075194515,111,0.532,0.12,0.12,1,11.2,3.16,0.43,2.47,1417,-0.060967528
2012,Madison,ARKANSAS,1592,10,3,10,33481,,0.238513738,,0.088867053,99,0,0.663,0.01,1,9.1,2.49,0.27,1.87,1624,0.020100503
2012,Marion,ARKANSAS,1288,12,2,8,33497,,0.181757569,,0.096806817,91,0.001,0.679,0.01,2,9.1,2.75,0.31,2.18,1331,0.033385093
2012,Miller,ARKANSAS,1617,14,4,11,40314,,0.200937018,,0.089359604,101,0.185,0.328,0.08,1,10.1,3.34,0.64,2.8,1488,-0.079777365
2012,Mississippi,ARKANSAS,1748,15,5,11,35651,,0.241822869,,0.122030132,112,0.833,0.001,0.25,2,10.4,2.67,0.39,1.92,1819,0.040617849
2012,Monroe,ARKANSAS,2455,12,4,9,28075,,0.266408771,,0.115186423,100,0.545,0.029,0.03,2,10.4,2.84,0.28,2.12,1596,-0.349898167
2012,Montgomery,ARKANSAS,1270,11,3,7,33240,,0.227492735,,0.074912421,113,0,0.823,0.03,2,9.5,3.19,0.26,2.36,1341,0.055905512
2012,Nevada,ARKANSAS,1592,14,4,11,35578,,0.272335112,,0.146208525,113,0.002,0.627,0.24,2,10,3.53,0.29,2.79,1414,-0.111809045
2012,Newton,ARKANSAS,1116,12,4,8,27790,,0.261288762,,0.057451651,97,0,0.856,0,2,8.8,2.55,0.27,1.9,526,-0.528673835
2012,Ouachita,ARKANSAS,1742,12,3,9,32032,,0.203017831,,0.12670061,101,0.002,0.579,0.23,2,10.2,3.61,0.4,2.75,1736,-0.003444317
2012,Perry,ARKANSAS,1154,11,4,8,42738,,0.138578981,,0.073101953,111,0.017,0.767,0.02,1,10.2,3.26,0.32,2.48,1328,0.150779896
2012,Phillips,ARKANSAS,1670,14,3,7,27219,,0.323350489,,0.183303893,105,0.709,0.039,0.13,2,10.3,2.77,0.32,2.02,1301,-0.220958084
2012,Pike,ARKANSAS,1370,12,3,10,32087,,0.207603395,,0.101698264,109,0,0.748,0.12,2,9.8,3.4,0.26,2.57,1744,0.272992701
2012,Poinsett,ARKANSAS,1707,15,3,11,31743,,0.268445432,,0.143673316,104,0.761,0.039,0.21,1,10.4,2.79,0.4,1.98,1650,-0.033391916
2012,Polk,ARKANSAS,2065,13,3,8,33479,,0.214889437,,0.06792669,116,0,0.76,0.09,2,9.3,3,0.28,2.24,2802,0.356900726
2012,Pope,ARKANSAS,1610,11,3,10,40948,,0.18548061,,0.067819975,98,0.014,0.674,0.16,2,10,3.32,0.5,2.63,1642,0.019875776
2012,Prairie,ARKANSAS,1397,14,4,10,35806,,0.188168883,,0.040031813,101,0.572,0.118,0,2,10.5,2.92,0.28,2.18,1671,0.196134574
2012,Pulaski,ARKANSAS,1384,9,4,8,46102,0.186383575,0.171921864,0.087558776,0.079368494,115,0.141,0.415,0.3,1,12.2,3.45,0.62,2.75,1338,-0.033236994
2012,Randolph,ARKANSAS,1042,11,2,7,32539,,0.206344679,,0.075091325,104,0.19,0.487,0.13,2,9.8,2.7,0.38,2.11,1566,0.502879079
2012,St. Francis,ARKANSAS,1611,11,3,8,30104,,0.277507186,,0.127600551,104,0.681,0.093,0,2,10.4,2.84,0.41,2.11,2026,0.257603973
2012,Saline,ARKANSAS,1445,11,4,9,53817,0.078602701,0.086441092,0.049597286,0.063269377,109,0.003,0.716,0.07,1,11.1,3.51,0.46,2.76,1372,-0.050519031
2012,Scott,ARKANSAS,1246,11,2,8,38130,,0.200073048,,0.092607975,97,0,0.812,0.01,2,9.2,3.05,0.33,2.24,1166,-0.064205457
2012,Searcy,ARKANSAS,946,13,3,7,30301,,0.249658942,,0.055822328,91,0.001,0.715,0,2,9.1,2.7,0.27,2.04,1415,0.49577167
2012,Sebastian,ARKANSAS,1657,12,4,10,40247,0.207082197,0.204871505,0.053167287,0.066689312,99,0.01,0.46,0.18,1,10.2,3.24,0.54,2.56,1580,-0.046469523
