year,county,state,copd_apc_2013,copd_prev,asthma_prev,tobacco_prev,med_income_5y,perc_below_poverty_1y,perc_below_poverty_5y,unemployment_1y,unemployment_5y,num_days_rain,perc_cultivated_land_use,perc_forest_cover,perc_park_proximity,rural_urban,total_pollutants,acetaldehyde,benzene,formaldehyde,copd_apc_2014,apc_percent_diff
2013,Douglas,KANSAS,1283,9,5,7,49508,0.17073217,0.190006196,0.066918716,0.068823442,79,0.177,0.168,0.67,1,9.8,2.24,0.62,1.74,1520,0.184723305
2013,Edwards,KANSAS,1081,13,2,8,46551,,0.128620684,,0.048811819,80,0.62,0.001,0.32,2,7.7,1.77,0.27,1.26,1061,-0.018501388
2013,Elk,KANSAS,1446,12,3,7,34089,,0.184830636,,0.073565073,80,0.045,0.08,0.22,2,8.4,2.44,0.31,1.87,1878,0.298755187
2013,Ellis,KANSAS,1694,15,4,7,43085,,0.16161029,,0.041087862,54,0.395,0.003,0.41,2,7.9,1.75,0.39,1.29,1750,0.033057851
2013,Ellsworth,KANSAS,1814,13,2,4,45865,,0.068543904,,0.046953049,71,0.335,0.026,0.27,2,8.3,1.82,0.21,1.29,2609,0.438257993
2013,Finney,KANSAS,1628,10,2,7,47945,,0.160095111,,0.039991785,59,0.67,0.002,0.11,2,7.9,1.71,0.55,1.29,2164,0.329238329
2013,Ford,KANSAS,1908,11,3,8,51178,,0.154998213,,0.06297829,73,0.664,0.002,0.52,2,7.8,1.75,0.33,1.27,1521,-0.202830189
2013,Franklin,KANSAS,1629,14,9,9,49543,,0.130512729,,0.07727772,90,0.234,0.13,0.09,2,9.3,2.21,0.44,1.63,1608,-0.012891344
2013,Geary,KANSAS,1514,13,3,7,46908,,0.121359646,,0.064788111,75,0.127,0.119,0.53,2,8.9,2.09,0.72,1.59,1361,-0.101056803
2013,Gove,KANSAS,1399,17,9,4,44866,,0.103063062,,0.026666667,67,0.521,0.002,0.1,2,7.4,1.52,0.15,1.05,1231,-0.120085776
2013,Graham,KANSAS,1242,18,4,6,47500,,0.11236392,,0.012658228,61,0.422,0.001,0.06,2,7.4,1.58,0.21,1.08,2365,0.904186795
2013,Grant,KANSAS,1806,13,2,4,53213,,0.130345449,,0.065038621,67,0.723,0.001,0.37,2,7.5,1.64,0.27,1.26,1734,-0.03986711
2013,Gray,KANSAS,1810,7,2,3,57808,,0.112239718,,0.039987203,79,0.788,0.001,0.14,2,7.7,1.67,0.15,1.18,2115,0.168508287
2013,Greeley,KANSAS,2508,13,3,6,52847,,0.054421768,,0.020408163,54,0.734,0,0.01,2,6.9,1.43,0.13,0.99,2424,-0.033492823
2013,Greenwood,KANSAS,1330,12,3,8,38346,,0.161350265,,0.06356968,79,0.037,0.052,0.24,2,8.4,2.34,0.45,1.74,1065,-0.19924812
2013,Hamilton,KANSAS,2504,15,2,6,43357,,0.11225266,,0.029944289,53,0.533,0,0.19,2,6.9,1.54,0.14,1.07,1057,-0.577875399
2013,Harper,KANSAS,2504,15,3,7,38313,,0.165307894,,0.061655696,72,0.562,0.016,0.42,2,8.7,2.1,0.25,1.53,2132,-0.1485623
2013,Harvey,KANSAS,1385,9,4,6,50287,,0.128295198,,0.055778924,73,0.653,0.026,0.29,1,9.2,2.05,0.4,1.55,1465,0.057761733
2013,Haskell,KANSAS,1520,13,1,7,52415,,0.103902325,,0.053061225,66,0.842,0.001,0.18,2,7.7,1.67,0.16,1.25,2341,0.540131579
2013,Hodgeman,KANSAS,1898,13,2,6,52375,,0.05158937,,0.037475344,76,0.489,0.001,0.4,2,7.5,1.71,0.16,1.2,1068,-0.437302424
2013,Jackson,KANSAS,1371,11,4,9,54546,,0.094048887,,0.046810918,89,0.151,0.112,0.25,1,9.2,1.98,0.38,1.43,1368,-0.002188184
2013,Jefferson,KANSAS,1122,12,3,9,56875,,0.07732486,,0.063906394,81,0.193,0.188,0.05,1,9.6,2.05,0.35,1.52,1518,0.352941176
2013,Jewell,KANSAS,2685,9,2,4,39884,,0.125413626,,0.035019454,74,0.498,0.037,0.47,2,8.4,1.64,0.2,1.11,2149,-0.199627561
2013,Johnson,KANSAS,1407,8,4,5,74717,0.058684744,0.065468907,0.045773126,0.053922478,76,0.186,0.101,0.54,1,10.2,2.37,0.7,1.92,1459,0.036958067
2013,Kearny,KANSAS,1656,14,2,4,52264,,0.101423025,,0.031853788,62,0.597,0.001,0.43,2,7.4,1.58,0.15,1.18,1366,-0.175120773
2013,Kingman,KANSAS,1517,12,4,7,47466,,0.125262886,,0.052645642,76,0.438,0.024,0.13,1,8.7,2.01,0.31,1.47,1762,0.161502966
2013,Kiowa,KANSAS,1858,8,3,4,44650,,0.12250106,,0.044308633,88,0.377,0,0.31,2,7.5,1.85,0.16,1.32,900,-0.515608181
2013,Labette,KANSAS,1115,16,4,7,40916,,0.153380424,,0.076504782,88,0.237,0.082,0.29,2,9.6,2.45,0.47,1.88,1185,0.062780269
2013,Lane,KANSAS,1027,12,3,4,53021,,0.102904044,,0.053837344,71,0.64,0.003,0.44,2,7.4,1.55,0.14,1.07,2853,1.777994158
2013,Leavenworth,KANSAS,1636,11,5,9,63435,0.115544759,0.107172541,0.050999384,0.077426828,80,0.154,0.222,0.28,1,10.1,2.13,0.54,1.65,1404,-0.141809291
2013,Lincoln,KANSAS,3654,14,3,8,40811,,0.127741933,,0.061101027,73,0.41,0.021,0.21,2,8.2,1.81,0.21,1.26,2643,-0.276683087
2013,Linn,KANSAS,2391,10,4,9,45519,,0.129350588,,0.086538464,95,0.198,0.201,0.18,1,9.1,2.24,0.3,1.63,1422,-0.405269762
2013,Logan,KANSAS,1692,18,2,6,41765,,0.127526641,,0.049039099,61,0.493,0.001,0.62,2,7.1,1.46,0.14,1.02,2033,0.201536643
2013,Lyon,KANSAS,1107,11,4,7,38981,,0.210959405,,0.071386047,67,0.159,0.039,0.41,2,8.8,2.27,0.71,1.76,1470,0.327913279
2013,McPherson,KANSAS,1792,9,4,4,54167,,0.082230695,,0.034823649,80,0.595,0.028,0.57,2,9.1,1.95,0.44,1.47,1786,-0.003348214
2013,Marion,KANSAS,1211,9,3,5,45830,,0.120058566,,0.056360453,72,0.408,0.03,0.33,2,8.9,2.01,0.27,1.47,1470,0.213872832
2013,Marshall,KANSAS,2176,12,3,6,44032,,0.122295581,,0.029179217,76,0.494,0.082,0.47,2,9.1,1.83,0.27,1.31,1778,-0.182904412
2013,Meade,KANSAS,2557,9,2,3,51000,,0.095347241,,0.034482758,70,0.46,0.003,0.43,2,7.4,1.8,0.17,1.28,1306,-0.489245209
2013,Miami,KANSAS,1480,9,3,8,58936,,0.094620012,,0.073475346,92,0.215,0.131,0.17,1,9.7,2.2,0.4,1.69,1738,0.174324324
2013,Mitchell,KANSAS,2049,10,2,3,46667,,0.096838601,,0.021828908,69,0.586,0.019,0.19,2,8.5,1.72,0.2,1.18,1762,-0.140068326
2013,Montgomery,KANSAS,1405,13,4,10,39669,,0.193576127,,0.11408294,80,0.154,0.121,0.16,2,9.6,2.57,0.63,2.03,1574,0.120284698
2013,Morris,KANSAS,1380,8,2,6,47445,,0.083072104,,0.043590572,82,0.18,0.038,0.01,2,8.5,2.06,0.33,1.5,1256,-0.089855072
2013,Morton,KANSAS,1722,9,3,5,46607,,0.112512127,,0.036697246,62,0.496,0,0.13,2,6.8,1.62,0.14,1.15,1862,0.081300813
2013,Nemaha,KANSAS,2250,9,3,5,47122,,0.115033351,,0.01632808,88,0.427,0.083,0.16,2,9.2,1.84,0.25,1.29,1424,-0.367111111
2013,Neosho,KANSAS,2353,12,3,6,42071,,0.207059264,,0.086475313,82,0.236,0.083,0.42,2,9.3,2.36,0.33,1.8,2312,-0.017424564
2013,Ness,KANSAS,1661,15,5,3,48800,,0.127146631,,0.029634301,69,0.531,0.002,0.19,2,7.5,1.65,0.17,1.15,1770,0.065623119
2013,Norton,KANSAS,2105,12,2,6,46029,,0.093525179,,0.020479001,71,0.426,0.001,0.62,2,7.4,1.5,0.16,1,1429,-0.321140143
2013,Osage,KANSAS,1589,11,4,9,50205,,0.105968937,,0.088164248,91,0.165,0.094,0.2,1,9.2,2.15,0.36,1.57,1823,0.147262429
2013,Osborne,KANSAS,1660,13,2,7,37925,,0.172580644,,0.038652129,64,0.432,0.016,0.33,2,7.9,1.68,0.17,1.14,1734,0.044578313
2013,Ottawa,KANSAS,1980,11,2,5,58396,,0.094901562,,0.055972483,75,0.396,0.028,0.21,2,8.8,1.88,0.24,1.33,1363,-0.311616162
2013,Pawnee,KANSAS,2296,13,4,6,44078,,0.063374482,,0.05016911,74,0.69,0.001,0.46,2,7.9,1.76,0.22,1.25,1582,-0.31097561
2013,Phillips,KANSAS,1842,12,2,7,43059,,0.100000001,,0.049218491,62,0.403,0.007,0.18,2,7.8,1.61,0.28,1.06,1759,-0.045059718
2013,Pottawatomie,KANSAS,1860,10,3,7,56854,,0.089860156,,0.031905517,82,0.144,0.106,0.01,1,9.2,2.01,0.32,1.49,1915,0.029569892
2013,Pratt,KANSAS,1380,10,3,5,46035,,0.115656458,,0.046007298,67,0.617,0.003,0.51,2,8.1,1.92,0.3,1.38,1679,0.216666667
2013,Rawlins,KANSAS,1829,9,2,7,43482,,0.115125053,,0.016296295,69,0.5,0.001,0.53,2,7,1.39,0.14,0.93,1575,-0.138873701
2013,Reno,KANSAS,1787,13,6,8,43798,,0.124417327,,0.066696152,68,0.511,0.024,0.31,2,9,2,0.47,1.5,1934,0.082260772
2013,Republic,KANSAS,2325,8,2,4,39572,,0.124558121,,0.043842167,73,0.589,0.041,0.07,2,8.8,1.72,0.27,1.16,1757,-0.244301075
2013,Rice,KANSAS,2095,14,4,7,45336,,0.149289846,,0.063339345,69,0.633,0.019,0.46,2,8.5,1.86,0.24,1.33,2451,0.169928401
2013,Riley,KANSAS,1679,9,4,6,43962,0.242699638,0.231971398,,0.039322708,74,0.172,0.128,0.4,1,9.1,2.1,0.75,1.62,1315,-0.216795712
2013,Rooks,KANSAS,1787,15,4,8,42449,,0.183118179,,0.055388093,62,0.404,0.006,0.42,2,7.7,1.65,0.18,1.11,2060,0.152770006
2013,Rush,KANSAS,1564,14,4,7,42610,,0.128172591,,0.081515498,63,0.623,0.002,0.4,2,7.8,1.72,0.2,1.2,1784,0.140664962
2013,Russell,KANSAS,1664,12,3,9,37111,,0.146305785,,0.062159214,60,0.315,0.013,0.45,2,7.9,1.77,0.23,1.25,1899,0.141225962
2013,Saline,KANSAS,1401,12,4,7,47215,,0.174016535,,0.061896894,69,0.407,0.031,0.24,2,9,2.05,0.64,1.59,1410,0.006423983
2013,Scott,KANSAS,3848,11,2,6,50605,,0.112879887,,0.027946537,72,0.773,0.001,0.66,2,7.4,1.52,0.14,1.07,3633,-0.055873181
2013,Sedgwick,KANSAS,1357,10,3,9,49865,0.157650128,0.153220683,0.067885414,0.08702305,68,0.504,0.027,0.55,1,9.9,2.29,0.61,1.85,1289,-0.050110538
2013,Seward,KANSAS,2229,12,3,10,50185,,0.194284454,,0.108715944,53,0.531,0.001,0.42,2,7.5,1.84,0.37,1.39,1664,-0.253476895
2013,Shawnee,KANSAS,1191,13,5,10,48451,0.171999842,0.16747798,0.083372489,0.078480095,82,0.185,0.116,0.51,1,9.6,2.21,0.65,1.73,1252,0.051217464
2013,Sheridan,KANSAS,2531,16,5,4,48674,,0.1291866,,0.017001545,77,0.598,0.001,0.4,2,7.3,1.48,0.17,1.01,1819,-0.281311734
2013,Sherman,KANSAS,2407,19,5,10,38634,,0.168390706,,0.068422742,62,0.687,0,0.69,2,6.9,1.39,0.19,0.98,2404,-0.001246365
2013,Smith,KANSAS,1630,8,2,4,45556,,0.15388754,,0.037802421,70,0.516,0.016,0.35,2,8,1.59,0.26,1.06,2261,0.387116564
2013,Stafford,KANSAS,2349,13,3,6,43292,,0.150965348,,0.029077692,66,0.594,0.004,0.62,2,8.1,1.82,0.18,1.29,1429,-0.391656024
2013,Stanton,KANSAS,2993,9,3,7,46382,,0.039722864,,0.062050361,65,0.673,0.001,0.08,2,6.9,1.58,0.13,1.11,1147,-0.616772469
2013,Stevens,KANSAS,2114,13,2,4,54494,,0.150755554,,0.038005579,64,0.668,0,0.39,2,7.3,1.68,0.22,1.28,2372,0.122043519
2013,Sumner,KANSAS,1327,9,2,6,47894,,0.134298399,,0.085181452,77,0.685,0.02,0.1,1,9.1,2.21,0.36,1.68,1367,0.03014318
2013,Thomas,KANSAS,3272,12,2,5,48187,,0.112171836,,0.023683045,72,0.783,0.001,0.52,2,7.2,1.42,0.21,0.99,2859,-0.126222494
2013,Trego,KANSAS,3220,23,4,6,45714,,0.066758908,,0.013862634,71,0.441,0.001,0.55,2,7.4,1.6,0.16,1.11,1971,-0.387888199
2013,Wabaunsee,KANSAS,847,10,3,8,54694,,0.064338505,,0.050427116,82,0.097,0.041,0,1,8.8,2.06,0.3,1.53,1411,0.665879575
2013,Wallace,KANSAS,2817,14,3,5,47454,,0.083657585,,0.033290654,50,0.424,0,0.41,2,6.8,1.42,0.13,0.97,3051,0.083067093
2013,Washington,KANSAS,1652,11,3,5,42515,,0.102120832,,0.02996134,75,0.438,0.058,0.23,2,8.9,1.77,0.22,1.23,2162,0.308716707
2013,Wichita,KANSAS,1527,11,3,6,53018,,0.098861046,,0.046531305,69,0.702,0,0.53,2,7.2,1.47,0.13,1.02,2765,0.810740013
2013,Wilson,KANSAS,2105,15,3,7,38917,,0.177863866,,0.0724966,79,0.215,0.116,0.33,2,9.2,2.43,0.4,1.93,1827,-0.132066508
2013,Woodson,KANSAS,1062,11,2,7,33839,,0.195597485,,0.072897196,84,0.142,0.093,0.37,2,8.8,2.34,0.34,1.76,1423,0.33992467
2013,Wyandotte,KANSAS,1522,12,5,11,39402,0.254471272,0.239276901,0.107569925,0.13072516,85,0.121,0.18,0.55,1,10.8,2.37,0.82,1.97,1572,0.032851511
2013,Adair,KENTUCKY,1440,20,4,12,32524,,0.191113889,,0.102081515,138,0.048,0.551,0,2,9.7,2.17,0.31,1.51,1910,0.326388889
2013,Allen,KENTUCKY,1870,14,3,11,40008,,0.18604064,,0.131342635,134,0.026,0.477,0,1,10.1,2.35,0.33,1.63,1709,-0.086096257
2013,Anderson,KENTUCKY,1482,14,4,12,52646,,0.113054052,,0.080994099,144,0.016,0.607,0,2,10.1,2.1,0.49,1.44,1639,0.105937922
2013,Ballard,KENTUCKY,1052,18,4,13,44588,,0.14413853,,0.082433499,107,0.475,0.19,0.11,2,10.1,2.3,0.29,1.6,1091,0.037072243
2013,Barren,KENTUCKY,1520,15,5,12,38873,,0.207536295,,0.083616555,141,0.072,0.298,0.14,2,10.1,2.32,0.43,1.62,1425,-0.0625
2013,Bath,KENTUCKY,1242,18,3,17,30797,,0.280172795,,0.129144847,155,0.032,0.468,0,2,9.6,2.03,0.33,1.49,1983,0.596618357
2013,Bell,KENTUCKY,1512,24,4,14,26228,,0.33543101,,0.128093883,145,0,0.813,0.07,2,9.7,2.17,0.33,1.6,1377,-0.089285714
2013,Boone,KENTUCKY,1421,14,6,12,67225,0.087427214,0.089998081,0.064737968,0.068810187,125,0.036,0.45,0.2,1,11.4,2.1,0.66,1.56,1318,-0.072484166
2013,Bourbon,KENTUCKY,2199,15,5,13,40933,,0.172021151,,0.099525064,131,0.055,0.094,0,1,10.1,2.06,0.53,1.41,1830,-0.167803547
2013,Boyd,KENTUCKY,1616,19,9,14,40379,,0.198727801,,0.116290405,145,0.004,0.565,0.06,1,10.6,2.27,0.69,1.86,1455,-0.099628713
2013,Boyle,KENTUCKY,2387,12,3,8,41473,,0.182978556,,0.104071379,143,0.06,0.336,0.17,2,9.8,2.09,0.54,1.46,2465,0.032677
2013,Bracken,KENTUCKY,2102,18,6,17,39196,,0.167656839,,0.083854169,124,0.021,0.613,0,1,10.1,1.94,0.35,1.34,1395,-0.336346337
2013,Breathitt,KENTUCKY,1700,30,6,20,24045,,0.325224549,,0.138490334,163,0,0.831,0,2,9.4,2.09,0.34,1.55,1643,-0.033529412
2013,Breckinridge,KENTUCKY,1930,16,4,10,38907,,0.195838183,,0.152202621,137,0.077,0.562,0,2,10.3,2.15,0.32,1.57,1722,-0.107772021
2013,Bullitt,KENTUCKY,1735,17,5,12,54836,0.086476468,0.102359883,,0.096980974,136,0.04,0.624,0.09,1,10.7,2.28,0.55,1.75,1625,-0.063400576
2013,Butler,KENTUCKY,1153,21,4,14,35430,,0.250843376,,0.110237658,141,0.114,0.608,0,1,10.2,2.27,0.31,1.66,1626,0.410234172
2013,Caldwell,KENTUCKY,1209,15,3,12,37127,,0.214280114,,0.110630192,123,0.252,0.491,0.08,2,9.9,2.3,0.29,1.73,1143,-0.054590571
2013,Calloway,KENTUCKY,1283,14,2,7,39677,,0.200793996,,0.096441947,123,0.342,0.388,0.08,2,9.8,2.43,0.46,1.79,1143,-0.109119252
2013,Campbell,KENTUCKY,1405,14,6,13,54306,0.155419484,0.13039276,0.08262784,0.084996469,129,0.008,0.462,0.44,1,11.2,2.16,0.8,1.58,1506,0.071886121
2013,Carlisle,KENTUCKY,1100,18,4,11,39049,,0.16195631,,0.084269665,106,0.483,0.263,0,2,10.1,2.3,0.26,1.6,1513,0.375454545
2013,Carroll,KENTUCKY,1662,22,6,16,40160,,0.298971057,,0.162438542,143,0.046,0.537,0.3,2,10.4,2.04,0.45,1.45,1680,0.010830325
2013,Carter,KENTUCKY,1675,18,7,16,36406,,0.202887684,,0.114320204,138,0.003,0.692,0.02,2,9.4,2.07,0.38,1.61,1491,-0.109850746
2013,Casey,KENTUCKY,2201,19,4,10,29934,,0.268247366,,0.090976223,139,0.031,0.648,0,2,9.8,2.08,0.28,1.42,2093,-0.049068605
2013,Christian,KENTUCKY,1772,17,5,11,38904,0.153498843,0.204543799,0.096403167,0.11406187,139,0.306,0.431,0.1,1,10.1,2.45,0.55,1.87,1426,-0.195259594
2013,Clark,KENTUCKY,1735,14,5,14,45853,,0.153650746,,0.09586928,137,0.022,0.224,0,1,10.1,2.14,0.58,1.54,1553,-0.104899135
2013,Clay,KENTUCKY,1802,24,4,24,21883,,0.376679331,,0.216002345,160,0.001,0.814,0,2,9.5,2.15,0.33,1.62,2016,0.118756937
2013,Clinton,KENTUCKY,2910,19,4,10,27100,,0.243560418,,0.113841526,135,0.066,0.536,0,2,9.4,2.19,0.31,1.58,2844,-0.022680412
2013,Crittenden,KENTUCKY,1715,16,4,13,34261,,0.208369941,,0.083595388,127,0.161,0.519,0,2,9.9,2.24,0.31,1.64,1452,-0.15335277
2013,Cumberland,KENTUCKY,2549,23,3,9,31593,,0.236028537,,0.139810428,136,0.028,0.786,0.01,2,9.4,2.22,0.26,1.59,2230,-0.125147117
2013,Daviess,KENTUCKY,1371,15,6,14,46555,0.147647977,0.151885867,0.079144903,0.073557317,137,0.494,0.235,0.36,1,11,2.31,0.71,1.72,1402,0.022611233
2013,Edmonson,KENTUCKY,1943,18,5,15,37646,,0.160840914,,0.123065017,142,0.028,0.667,0.09,1,10,2.29,0.34,1.65,1624,-0.164179104
2013,Elliott,KENTUCKY,1521,19,6,17,24246,,0.317911327,,0.099772207,160,0.003,0.779,0.02,2,9.3,2.04,0.31,1.55,1686,0.108481262
2013,Estill,KENTUCKY,2050,17,4,14,29184,,0.271753401,,0.160042778,153,0.006,0.674,0,2,9.5,2.08,0.36,1.54,1459,-0.288292683
2013,Fayette,KENTUCKY,1521,12,5,11,48398,0.194675609,0.188922539,0.076908559,0.081600226,138,0.041,0.107,0.61,1,10.5,2.31,0.84,1.76,1432,-0.058514135
2013,Fleming,KENTUCKY,1264,21,5,18,32495,,0.221834913,,0.096883155,143,0.033,0.391,0,2,9.7,1.97,0.34,1.42,1486,0.175632911
2013,Floyd,KENTUCKY,1636,24,7,21,30476,,0.289040059,,0.093729563,180,0.002,0.779,0.03,2,9.7,2.11,0.42,1.7,1443,-0.11797066
2013,Franklin,KENTUCKY,1391,19,5,16,46071,,0.166234419,,0.102617331,140,0.016,0.44,0.15,2,10.2,2.15,0.65,1.53,1501,0.079079799
2013,Fulton,KENTUCKY,1280,17,5,14,33582,,0.221887395,,0.150694951,110,0.554,0.081,0.12,2,10,2.4,0.26,1.67,1276,-0.003125
2013,Gallatin,KENTUCKY,2209,19,7,22,43793,,0.207015455,,0.110301509,135,0.035,0.541,0,1,10.4,2.01,0.42,1.43,1725,-0.219103667
2013,Garrard,KENTUCKY,2105,13,4,10,44652,,0.19070743,,0.124666825,142,0.025,0.393,0,2,9.9,2.06,0.36,1.43,1743,-0.171971496
2013,Grant,KENTUCKY,1305,18,7,18,46159,,0.179549575,,0.121744245,136,0.004,0.511,0.02,1,10.3,2.01,0.44,1.43,1456,0.115708812
2013,Graves,KENTUCKY,1338,19,5,14,38394,,0.186492711,,0.092865638,114,0.389,0.317,0.05,2,10.1,2.35,0.34,1.67,1418,0.059790732
2013,Grayson,KENTUCKY,1385,21,8,15,32399,,0.233140498,,0.125493288,148,0.052,0.564,0.04,2,10.1,2.24,0.34,1.63,1156,-0.16534296
2013,Green,KENTUCKY,1589,16,5,10,34406,,0.218724713,,0.107328795,135,0.056,0.461,0,2,9.8,2.19,0.3,1.51,1360,-0.144115796
2013,Greenup,KENTUCKY,1428,19,10,15,44060,,0.178642496,,0.107937559,138,0.012,0.66,0.03,1,10.8,2.16,0.52,1.76,1265,-0.114145658
2013,Hancock,KENTUCKY,1130,15,5,13,51189,,0.142238349,,0.062579498,141,0.176,0.556,0,1,10.7,2.2,0.35,1.61,1592,0.408849558
2013,Hardin,KENTUCKY,1518,17,7,9,48687,0.145195812,0.157932878,0.061190091,0.08285059,136,0.134,0.473,0.22,1,10.4,2.25,0.55,1.65,1355,-0.107378129
2013,Harlan,KENTUCKY,2000,27,3,15,25906,,0.313185096,,0.099748164,162,0,0.864,0.03,2,9.3,2,0.27,1.44,1731,-0.1345
2013,Harrison,KENTUCKY,1263,17,6,11,36048,,0.230852678,,0.114834204,129,0.032,0.319,0,2,10.1,2.01,0.4,1.37,1204,-0.046714173
2013,Hart,KENTUCKY,1874,18,5,13,33408,,0.266378462,,0.102009073,147,0.018,0.559,0.01,2,10,2.27,0.32,1.64,2014,0.07470651
2013,Henderson,KENTUCKY,1696,15,5,9,41940,,0.17749846,,0.101111159,116,0.57,0.176,0.34,1,10.9,2.24,0.56,1.63,1846,0.088443396
2013,Henry,KENTUCKY,1736,19,6,13,46016,,0.170805812,,0.081105873,146,0.034,0.388,0,1,10.3,2.07,0.43,1.46,1525,-0.121543779
2013,Hickman,KENTUCKY,1212,18,3,12,34029,,0.183383554,,0.129923269,113,0.556,0.146,0.04,2,9.9,2.35,0.26,1.63,843,-0.304455446
2013,Hopkins,KENTUCKY,1330,14,5,11,40891,,0.187700361,,0.088347681,130,0.255,0.481,0.08,2,10.4,2.28,0.47,1.75,1184,-0.109774436
2013,Jackson,KENTUCKY,1416,17,4,15,26156,,0.341925293,,0.094914556,157,0.001,0.718,0,2,9.5,2.08,0.3,1.54,1405,-0.007768362
2013,Jefferson,KENTUCKY,1497,14,5,10,46959,0.158997595,0.167366013,0.0768288,0.100872509,137,0.022,0.335,0.42,1,11.3,2.43,0.8,1.95,1364,-0.088844355
2013,Jessamine,KENTUCKY,1585,14,5,12,49024,,0.168606505,,0.090453058,133,0.047,0.314,0.31,1,10.3,2.15,0.6,1.53,1425,-0.100946372
2013,Johnson,KENTUCKY,1353,27,8,17,34090,,0.243285865,,0.08796186,165,0.003,0.796,0.08,2,9.6,2.13,0.38,1.68,1193,-0.118255728
2013,Kenton,KENTUCKY,1348,14,6,13,54270,0.13317813,0.137092799,0.078686789,0.088624619,125,0.006,0.451,0.27,1,11.6,2.16,0.76,1.6,1296,-0.038575668
2013,Knott,KENTUCKY,1663,28,4,19,33889,,0.231293395,,0.097012304,168,0,0.775,0,2,9.4,2.05,0.36,1.58,1607,-0.033674083
2013,Knox,KENTUCKY,1387,21,4,18,24038,,0.346627355,,0.186451152,141,0.001,0.747,0.05,2,9.7,2.25,0.37,1.74,1468,0.058399423
2013,Larue,KENTUCKY,2184,16,6,8,39753,,0.169429228,,0.112309225,142,0.179,0.414,0.01,1,10,2.22,0.36,1.59,1307,-0.401556777
2013,Laurel,KENTUCKY,1306,16,5,16,36570,,0.218069702,,0.119995251,147,0.001,0.54,0.03,2,9.8,2.28,0.42,1.77,1338,0.024502297
2013,Lawrence,KENTUCKY,2056,22,6,17,33525,,0.270263404,,0.094517961,157,0.004,0.816,0.16,2,9.8,2.13,0.39,1.7,1992,-0.031128405
2013,Lee,KENTUCKY,1648,26,3,17,22920,,0.372065187,,0.110924371,154,0.002,0.766,0.01,2,9.3,2.11,0.32,1.59,1518,-0.078883495
2013,Leslie,KENTUCKY,1947,27,3,15,29293,,0.226061657,,0.125451013,170,0.001,0.871,0,2,9.1,2.03,0.26,1.47,1503,-0.228043143
2013,Letcher,KENTUCKY,1737,25,5,18,31200,,0.252518475,,0.12310762,177,0,0.794,0.01,2,9.2,1.94,0.32,1.42,1687,-0.028785262
2013,Lewis,KENTUCKY,1792,18,7,17,28388,,0.291447222,,0.100544468,149,0.015,0.727,0.03,2,9.9,1.95,0.33,1.45,1799,0.00390625
2013,Lincoln,KENTUCKY,1994,16,3,10,33651,,0.25406763,,0.123286366,151,0.048,0.421,0,2,9.8,2.06,0.32,1.43,1953,-0.020561685
2013,Livingston,KENTUCKY,1715,18,3,11,40313,,0.168838099,,0.091622375,114,0.216,0.44,0,2,10,2.3,0.32,1.7,1845,0.075801749
2013,Logan,KENTUCKY,2017,19,5,12,36590,,0.211867288,,0.09643954,140,0.346,0.296,0,2,10.4,2.35,0.33,1.68,1922,-0.047099653
2013,Lyon,KENTUCKY,1254,17,4,12,40112,,0.168383405,,0.082426637,121,0.102,0.579,0.02,2,9.8,2.33,0.33,1.79,1362,0.086124402
2013,McCracken,KENTUCKY,1094,17,4,13,44898,0.208488181,0.161799923,,0.082048319,107,0.363,0.275,0.24,2,10.1,2.37,0.53,1.76,1078,-0.014625229
2013,McCreary,KENTUCKY,1712,23,5,17,20972,,0.303000718,,0.163862601,134,0,0.853,0.06,2,9.5,2.22,0.27,1.68,1628,-0.049065421
2013,McLean,KENTUCKY,1087,14,4,13,38833,,0.187878147,,0.087836288,130,0.594,0.244,0,1,10.6,2.23,0.33,1.63,1328,0.221711132
2013,Madison,KENTUCKY,1557,15,4,12,42312,0.199353382,0.214437589,0.060692336,0.090811439,145,0.018,0.372,0.2,2,9.8,2.15,0.6,1.58,1670,0.072575466
2013,Magoffin,KENTUCKY,1466,23,6,19,26877,,0.286098927,,0.164566532,172,0.006,0.851,0.07,2,9.4,2.09,0.32,1.58,1238,-0.155525239
2013,Marion,KENTUCKY,1580,16,5,12,38719,,0.169579953,,0.087279797,144,0.104,0.465,0.07,2,9.9,2.14,0.33,1.47,1494,-0.05443038
2013,Marshall,KENTUCKY,1236,17,3,10,43907,,0.115667515,,0.08762496,122,0.212,0.416,0.02,2,10.1,2.37,0.38,1.75,1493,0.207928803
2013,Martin,KENTUCKY,1733,22,5,15,26261,,0.351365626,,0.152231753,162,0.007,0.697,0.01,2,9.6,2.16,0.4,1.73,1403,-0.190421235
2013,Mason,KENTUCKY,1259,16,5,16,41137,,0.192747086,,0.075712144,140,0.049,0.355,0.16,2,10,1.97,0.46,1.41,1317,0.046068308
2013,Meade,KENTUCKY,1965,17,5,10,46756,,0.169305012,,0.108045638,139,0.11,0.482,0.08,1,10.4,2.17,0.4,1.57,1383,-0.296183206
2013,Menifee,KENTUCKY,1438,19,6,18,29108,,0.275117666,,0.136345133,154,0.002,0.782,0,2,9.2,2.03,0.3,1.52,1146,-0.203059805
2013,Mercer,KENTUCKY,1751,15,3,8,45396,,0.167575508,,0.132623792,142,0.05,0.326,0.2,2,10,2.08,0.37,1.42,1742,-0.00513992
