year,county,state,copd_apc_2015,copd_prev,asthma_prev,tobacco_prev,med_income_5y,perc_below_poverty_1y,perc_below_poverty_5y,unemployment_1y,unemployment_5y,num_days_rain,perc_cultivated_land_use,perc_forest_cover,perc_park_proximity,rural_urban,total_pollutants,acetaldehyde,benzene,formaldehyde
2015,Benton,INDIANA,1670,13,9,11,47046,,0.137006953,,0.053385716,138,0.916,0.012,0.29,1,10.8,1.65,0.31,1.1
2015,Blackford,INDIANA,2236,14,9,9,38190,,0.140102193,,0.098335065,127,0.807,0.078,0.01,2,11,1.69,0.73,1.12
2015,Boone,INDIANA,1618,11,8,7,67552,,0.058478359,,0.037210036,130,0.814,0.036,0.2,1,11.5,1.79,0.64,1.26
2015,Brown,INDIANA,1460,13,10,8,54615,,0.125513151,,0.062091939,132,0.027,0.86,0.07,1,10.8,1.91,0.4,1.38
2015,Carroll,INDIANA,2198,11,8,9,52005,,0.108469613,,0.082462944,132,0.788,0.1,0.04,1,11.4,1.69,0.47,1.13
2015,Cass,INDIANA,1814,14,9,10,42290,,0.156281546,,0.086532891,130,0.74,0.099,0.13,2,11.4,1.72,0.8,1.16
2015,Clark,INDIANA,1463,18,10,12,51699,0.083834507,0.107804589,0.056955621,0.068341352,136,0.188,0.469,0.46,1,11.8,2.27,0.69,1.7
2015,Clay,INDIANA,1857,16,9,11,47602,,0.14530535,,0.07803084,130,0.548,0.301,0.03,1,10.7,1.9,0.56,1.32
2015,Clinton,INDIANA,2471,14,9,9,48478,,0.140609384,,0.072925657,134,0.861,0.037,0.26,2,11.3,1.75,0.69,1.24
2015,Crawford,INDIANA,1964,16,9,13,38695,,0.206521735,,0.06601093,143,0.028,0.692,0.04,2,10.3,2.08,0.33,1.51
2015,Daviess,INDIANA,1684,17,10,11,47342,,0.131579772,,0.054039769,118,0.638,0.174,0.12,2,11,2.06,0.66,1.42
2015,Dearborn,INDIANA,1792,16,9,10,58680,,0.093268603,,0.080540232,125,0.082,0.539,0.05,1,11.4,1.97,0.57,1.4
2015,Decatur,INDIANA,1962,14,9,9,49799,,0.141515657,,0.062634826,127,0.687,0.177,0.01,2,11.1,1.87,0.55,1.29
2015,DeKalb,INDIANA,2045,13,8,9,48341,,0.145650983,,0.074759714,137,0.637,0.112,0.31,2,11,1.56,0.52,1.06
2015,Delaware,INDIANA,1624,15,10,11,38830,0.2342024,0.220452577,0.073755413,0.101244077,125,0.708,0.071,0.26,1,11,1.75,0.75,1.19
2015,Dubois,INDIANA,1528,9,5,6,53513,,0.098295346,,0.032894738,124,0.373,0.366,0.15,2,11,2.13,0.54,1.53
2015,Elkhart,INDIANA,1646,11,7,9,47913,0.151187703,0.160604388,0.039584778,0.073888071,123,0.427,0.046,0.3,1,11.2,1.58,0.66,1.12
2015,Fayette,INDIANA,1194,15,9,12,39379,,0.205507562,,0.121364757,131,0.536,0.276,0.34,2,11,1.8,0.84,1.17
2015,Floyd,INDIANA,1513,16,9,11,54914,0.110704578,0.127665848,0.048576925,0.072948709,132,0.048,0.507,0.31,1,11,2.26,0.65,1.69
2015,Fountain,INDIANA,2073,16,8,10,46760,,0.120471723,,0.085717753,118,0.677,0.167,0.24,2,10.7,1.79,0.54,1.22
2015,Franklin,INDIANA,1470,12,7,8,51748,,0.105615616,,0.063580401,125,0.283,0.515,0.02,2,11.1,1.82,0.45,1.23
2015,Fulton,INDIANA,1627,16,9,9,45332,,0.148639977,,0.059587628,141,0.776,0.073,0.19,2,11.1,1.62,0.57,1.07
2015,Gibson,INDIANA,1879,15,8,9,48303,,0.112035848,,0.043021031,116,0.694,0.15,0.2,2,11.1,2.09,0.51,1.44
2015,Grant,INDIANA,1391,17,14,13,40294,0.17131725,0.187209189,0.089224927,0.088128597,131,0.771,0.07,0.19,2,11.2,1.73,0.74,1.16
2015,Greene,INDIANA,2114,15,9,8,45397,,0.13562353,,0.070169695,130,0.324,0.457,0.18,2,10.6,1.97,0.56,1.34
2015,Hamilton,INDIANA,1319,9,7,5,86222,0.050296292,0.047116652,0.027297366,0.042944178,127,0.619,0.048,0.17,1,11.8,1.86,0.66,1.33
2015,Hancock,INDIANA,1183,13,9,8,66606,0.049545728,0.064905822,,0.055169649,128,0.782,0.048,0.1,1,11.6,1.86,0.74,1.31
2015,Harrison,INDIANA,1738,15,8,10,52128,,0.139198676,,0.079185523,140,0.161,0.507,0.01,1,10.6,2.16,0.4,1.59
2015,Hendricks,INDIANA,1239,11,7,6,70163,0.044674113,0.049963761,,0.053225946,124,0.682,0.073,0.15,1,11.5,1.85,0.55,1.32
2015,Henry,INDIANA,1485,15,10,10,41855,,0.163276464,,0.106095329,130,0.735,0.079,0.1,2,10.7,1.75,0.68,1.19
2015,Howard,INDIANA,1569,15,11,10,44226,0.188668728,0.17762284,0.085539505,0.091778979,139,0.774,0.04,0.28,1,11.3,1.75,0.96,1.19
2015,Huntington,INDIANA,1944,14,10,10,46945,,0.120182499,,0.073455676,125,0.723,0.109,0.3,2,11.2,1.66,0.66,1.1
2015,Jackson,INDIANA,1628,16,9,11,47000,,0.148461625,,0.072657742,136,0.448,0.381,0.2,2,10.9,2.1,0.64,1.52
2015,Jasper,INDIANA,1414,14,7,8,55374,,0.083608426,,0.063474454,126,0.782,0.102,0.22,1,11.4,1.63,0.39,1.11
2015,Jay,INDIANA,1571,15,10,11,41021,,0.162733927,,0.081987821,123,0.804,0.083,0.24,2,11.2,1.65,0.59,1.09
2015,Jefferson,INDIANA,1676,19,10,14,45718,,0.144511357,,0.091649823,137,0.212,0.557,0.2,2,10.7,2.07,0.7,1.45
2015,Jennings,INDIANA,1293,17,10,15,44736,,0.158529535,,0.096956775,136,0.379,0.467,0.08,2,10.9,2.03,0.67,1.4
2015,Johnson,INDIANA,1411,13,8,8,62147,0.073141523,0.099351645,0.04479022,0.062353745,124,0.569,0.161,0.17,1,11.6,1.94,0.71,1.41
2015,Knox,INDIANA,1649,16,9,9,42725,,0.159017086,,0.061271675,117,0.746,0.114,0.31,2,11,2.08,0.77,1.41
2015,Kosciusko,INDIANA,1546,13,9,8,52821,0.101427324,0.113555759,,0.064851522,136,0.699,0.099,0.06,2,11.3,1.59,0.51,1.07
2015,LaGrange,INDIANA,1348,13,7,10,49964,,0.130412832,,0.055193629,126,0.452,0.051,0.08,2,11.1,1.51,0.4,1.02
2015,Lake,INDIANA,1429,16,11,10,50135,0.164557934,0.179499105,0.086463377,0.105237447,130,0.397,0.109,0.67,1,13.1,1.67,0.6,1.22
2015,LaPorte,INDIANA,1231,17,10,11,46872,0.164336011,0.174318582,0.078407764,0.097561441,141,0.573,0.203,0.3,1,11.1,1.56,0.62,1.12
2015,Lawrence,INDIANA,1590,13,7,10,45875,,0.130460963,,0.063026354,134,0.131,0.488,0.07,2,10.6,2.09,0.71,1.48
2015,Madison,INDIANA,1720,14,12,12,44195,0.172284096,0.171038121,0.070099674,0.0928085,127,0.743,0.05,0.15,1,11.1,1.79,0.7,1.24
2015,Marion,INDIANA,1642,13,9,12,42168,0.207872182,0.210911766,0.079619735,0.101152502,125,0.122,0.061,0.28,1,12.3,2.01,0.81,1.51
2015,Marshall,INDIANA,1361,12,8,8,48485,,0.121061288,,0.08259625,152,0.711,0.108,0.07,2,11.2,1.57,0.49,1.08
2015,Martin,INDIANA,1403,16,8,10,44589,,0.129934043,,0.060588118,129,0.143,0.72,0.13,2,10.7,2.04,0.47,1.41
2015,Miami,INDIANA,1555,15,10,9,45184,,0.152405083,,0.093308024,131,0.743,0.092,0.03,2,11.3,1.7,0.71,1.14
2015,Monroe,INDIANA,1367,10,7,7,42404,0.249658421,0.248288989,0.063474216,0.068838313,116,0.053,0.644,0.43,1,10.4,2.1,0.76,1.51
2015,Montgomery,INDIANA,1553,16,9,11,48213,,0.141597047,,0.069259003,128,0.782,0.092,0.1,2,10.9,1.79,0.62,1.24
2015,Morgan,INDIANA,1353,15,9,10,55432,0.131400228,0.120764732,0.072384268,0.072597742,125,0.367,0.424,0.11,1,11.3,1.93,0.69,1.38
2015,Newton,INDIANA,1286,15,8,10,46895,,0.136962503,,0.08948148,132,0.775,0.104,0.05,1,11.1,1.61,0.34,1.1
2015,Noble,INDIANA,1845,16,10,12,49331,,0.121940717,,0.087511472,136,0.637,0.116,0.17,2,11.1,1.54,0.51,1.03
2015,Ohio,INDIANA,1212,16,9,10,48780,,0.079391889,,0.077093907,130,0.085,0.511,0.18,1,10.9,1.98,0.55,1.39
2015,Orange,INDIANA,2286,13,6,10,39812,,0.176458389,,0.068024166,140,0.171,0.555,0.07,2,10.5,2.06,0.43,1.44
2015,Owen,INDIANA,1564,12,7,10,43948,,0.151458725,,0.079670601,126,0.186,0.624,0.05,1,10.6,1.9,0.41,1.31
2015,Parke,INDIANA,2170,16,8,11,40781,,0.160263017,,0.078460909,121,0.46,0.377,0.11,2,10.6,1.8,0.36,1.24
2015,Perry,INDIANA,1866,11,5,9,47470,,0.130012572,,0.056398157,147,0.086,0.697,0.04,2,10.7,2.23,0.54,1.69
2015,Pike,INDIANA,1622,15,7,12,44399,,0.099751227,,0.050730456,122,0.401,0.427,0.07,2,11,2.06,0.45,1.45
2015,Porter,INDIANA,1345,15,10,9,63926,0.13259469,0.115827508,0.064115115,0.072548628,137,0.483,0.196,0.36,1,11.4,1.58,0.52,1.13
2015,Posey,INDIANA,1633,16,9,8,58101,,0.110935085,,0.052676827,118,0.681,0.157,0.23,1,11,2.14,0.53,1.5
2015,Pulaski,INDIANA,2277,15,8,11,43836,,0.141604006,,0.070015952,130,0.778,0.125,0.2,2,11.1,1.61,0.39,1.06
2015,Putnam,INDIANA,1809,15,8,11,51355,,0.101925433,,0.072823942,123,0.494,0.328,0.12,1,10.8,1.83,0.43,1.28
2015,Randolph,INDIANA,1554,13,8,10,40810,,0.180223987,,0.077474542,129,0.819,0.065,0.18,2,11.2,1.66,0.56,1.09
2015,Ripley,INDIANA,1511,14,8,9,51170,,0.085662343,,0.074050501,137,0.371,0.453,0.14,2,11,1.88,0.41,1.28
2015,Rush,INDIANA,1615,15,10,9,45121,,0.176227793,,0.069319949,118,0.837,0.063,0.23,2,11.1,1.79,0.55,1.21
2015,St. Joseph,INDIANA,1647,11,7,8,45471,0.168794349,0.17806527,0.055911191,0.085092172,139,0.482,0.109,0.42,1,11,1.6,0.69,1.15
2015,Scott,INDIANA,1537,22,12,16,44442,,0.178262919,,0.109789319,149,0.277,0.461,0.11,1,10.7,2.12,0.63,1.52
2015,Shelby,INDIANA,1622,16,10,11,53584,,0.121750712,,0.082505994,120,0.805,0.072,0.22,1,11.5,1.89,0.67,1.32
2015,Spencer,INDIANA,1467,11,7,9,55247,,0.107945956,,0.056462202,154,0.489,0.289,0.14,2,10.9,2.16,0.38,1.56
2015,Starke,INDIANA,1598,17,9,15,42208,,0.160059124,,0.114926614,143,0.617,0.216,0.13,2,11.3,1.57,0.49,1.08
2015,Steuben,INDIANA,1499,13,8,10,48472,,0.108463988,,0.069083057,133,0.376,0.058,0.1,2,10.7,1.49,0.45,1.03
2015,Sullivan,INDIANA,2018,18,10,9,45023,,0.187093019,,0.067946821,117,0.587,0.247,0.32,1,10.8,1.95,0.38,1.32
2015,Switzerland,INDIANA,1734,17,8,13,44061,,0.195664793,,0.095976532,136,0.086,0.59,0.02,2,10.8,1.98,0.37,1.39
2015,Tippecanoe,INDIANA,1678,13,10,10,45932,0.201220587,0.221572414,0.044611353,0.065345533,120,0.658,0.125,0.22,1,11,1.83,0.73,1.28
2015,Tipton,INDIANA,1558,12,9,8,51613,,0.099511877,,0.061767004,133,0.897,0.015,0.09,2,11.3,1.69,0.41,1.11
2015,Union,INDIANA,1642,12,7,10,44277,,0.104316548,,0.077426389,118,0.625,0.21,0.04,1,11,1.75,0.4,1.15
2015,Vanderburgh,INDIANA,1411,15,10,12,43046,0.178001225,0.165640622,0.03769676,0.061635029,111,0.452,0.225,0.43,1,11.3,2.26,0.73,1.65
2015,Vermillion,INDIANA,1897,16,8,11,43600,,0.128517166,,0.064925998,129,0.556,0.236,0.16,1,10.7,1.82,0.5,1.26
2015,Vigo,INDIANA,1901,18,11,12,40313,0.203950614,0.204956621,0.111849897,0.088507824,123,0.468,0.281,0.29,1,10.8,2,0.73,1.42
2015,Wabash,INDIANA,1574,14,9,9,45649,,0.143636063,,0.070439234,135,0.737,0.117,0.19,2,11.2,1.68,0.74,1.11
2015,Warren,INDIANA,1662,17,9,9,56042,,0.090830982,,0.055308178,117,0.712,0.155,0.16,2,10.6,1.74,0.28,1.16
2015,Warrick,INDIANA,1705,12,9,8,62185,,0.099164978,,0.049697123,128,0.415,0.355,0.11,1,11.3,2.2,0.56,1.59
2015,Washington,INDIANA,1670,18,10,14,41289,,0.152407974,,0.101280294,147,0.241,0.442,0.02,1,10.6,2.07,0.56,1.45
2015,Wayne,INDIANA,1675,14,8,12,38494,0.182961956,0.21066843,0.058888961,0.089652963,132,0.59,0.141,0.21,2,11.2,1.77,0.76,1.2
2015,Wells,INDIANA,1193,13,11,9,51101,,0.121539652,,0.040904272,120,0.845,0.057,0.24,1,11.2,1.65,0.55,1.09
2015,White,INDIANA,2132,14,10,9,52154,,0.096336782,,0.059631519,121,0.847,0.051,0.06,2,11.3,1.68,0.54,1.13
2015,Whitley,INDIANA,1053,12,8,10,54389,,0.080227919,,0.053021174,127,0.756,0.106,0.16,1,10.9,1.59,0.48,1.06
2015,Adair,IOWA,2020,8,5,5,46526,,0.106096372,,0.031794872,102,0.598,0.032,0.53,2,9.1,1.5,0.24,1.02
2015,Adams,IOWA,1488,13,10,5,48043,,0.10167715,,0.031568721,97,0.501,0.062,0.02,2,9.1,1.55,0.24,1.05
2015,Allamakee,IOWA,855,9,5,5,45890,,0.108935483,,0.059912853,110,0.247,0.317,0.12,2,9.4,1.37,0.33,0.97
2015,Appanoose,IOWA,1484,14,7,9,41394,,0.13738811,,0.065840311,104,0.218,0.205,0.24,2,9.2,1.77,0.36,1.29
2015,Audubon,IOWA,2075,10,4,5,46979,,0.097217329,,0.025525041,86,0.804,0.013,0.17,2,9.3,1.41,0.29,0.95
2015,Benton,IOWA,1296,12,8,6,60606,,0.095648766,,0.047341589,97,0.774,0.031,0.23,1,10.1,1.55,0.38,1.04
2015,Black Hawk,IOWA,1417,11,6,8,48369,0.136714995,0.156909317,0.032190822,0.066346958,92,0.714,0.016,0.27,1,10,1.6,0.71,1.1
2015,Boone,IOWA,1813,13,7,5,52985,,0.100672968,,0.047007941,105,0.759,0.082,0.2,2,9.7,1.5,0.48,1.06
2015,Bremer,IOWA,1150,9,4,4,62163,,0.082674928,,0.03905724,94,0.713,0.033,0.24,1,9.9,1.43,0.37,0.95
2015,Buchanan,IOWA,1263,10,5,5,56150,,0.095219679,,0.038992312,99,0.799,0.023,0.34,2,9.9,1.47,0.33,0.97
2015,Buena Vista,IOWA,1471,11,7,5,48195,,0.12635918,,0.037066955,106,0.855,0.008,0.36,2,9.4,1.25,0.31,0.85
2015,Butler,IOWA,1062,10,5,5,52360,,0.090036094,,0.039648715,106,0.781,0.02,0.31,2,9.9,1.39,0.27,0.91
2015,Calhoun,IOWA,2384,9,5,5,44921,,0.147942275,,0.039451826,97,0.893,0.003,0.44,2,9.4,1.31,0.22,0.87
2015,Carroll,IOWA,2058,8,5,5,50559,,0.101016581,,0.033123311,100,0.849,0.007,0.63,2,9.4,1.37,0.41,0.94
2015,Cass,IOWA,1986,8,5,5,43750,,0.139358431,,0.031736873,78,0.692,0.015,0.24,2,9.3,1.57,0.49,1.17
2015,Cedar,IOWA,1757,10,7,4,59047,,0.076867893,,0.030062506,101,0.739,0.057,0.32,2,10.5,1.62,0.3,1.11
2015,Cerro Gordo,IOWA,1477,11,8,7,46122,,0.133671537,,0.044405047,100,0.789,0.013,0.3,2,9.7,1.38,0.43,0.97
2015,Cherokee,IOWA,946,14,7,6,48599,,0.112151988,,0.036776464,106,0.805,0.022,0.18,2,9.4,1.24,0.32,0.87
2015,Chickasaw,IOWA,1715,9,5,6,47040,,0.08826936,,0.037570443,105,0.727,0.031,0.41,2,9.6,1.36,0.37,0.9
2015,Clarke,IOWA,1534,8,4,5,43327,,0.16421029,,0.050189793,90,0.246,0.179,0.38,2,9,1.72,0.56,1.32
2015,Clay,IOWA,1530,11,5,6,50389,,0.114861086,,0.037988953,106,0.807,0.015,0.29,2,9.3,1.21,0.4,0.84
2015,Clayton,IOWA,1651,8,4,5,48007,,0.110705525,,0.042469397,103,0.4,0.247,0.12,2,9.7,1.4,0.26,0.97
2015,Clinton,IOWA,1497,15,10,7,50498,,0.139218375,,0.047680568,108,0.676,0.039,0.56,2,10.9,1.67,0.54,1.16
2015,Crawford,IOWA,1010,11,5,5,48084,,0.19783771,,0.047845777,88,0.767,0.015,0.37,2,9.5,1.36,0.33,0.94
2015,Dallas,IOWA,1531,11,6,5,76320,0.050424494,0.064516127,,0.026193514,88,0.688,0.076,0.19,1,9.6,1.61,0.45,1.16
2015,Davis,IOWA,2241,9,6,5,48888,,0.192652017,,0.042115819,101,0.265,0.198,0.17,2,9.4,1.78,0.25,1.28
2015,Decatur,IOWA,1702,10,5,6,38560,,0.205768466,,0.074766353,94,0.206,0.2,0.33,2,8.9,1.7,0.27,1.23
2015,Delaware,IOWA,1963,7,5,4,58274,,0.100023299,,0.036333945,98,0.73,0.076,0.28,2,9.6,1.46,0.44,0.99
2015,Des Moines,IOWA,1924,13,8,7,44423,,0.152194276,,0.063305631,105,0.533,0.172,0.29,2,10.5,1.86,0.78,1.34
2015,Dickinson,IOWA,1289,9,5,4,57265,,0.065978885,,0.037780657,109,0.721,0.017,0.4,2,9.3,1.19,0.33,0.82
2015,Dubuque,IOWA,891,10,7,6,54605,0.128763318,0.121585205,0.044678602,0.042701434,93,0.432,0.167,0.32,1,10.2,1.62,0.82,1.19
2015,Emmet,IOWA,1490,11,7,6,47795,,0.135736778,,0.046198267,98,0.814,0.009,0.68,2,9.4,1.2,0.41,0.81
2015,Fayette,IOWA,1706,10,6,6,44928,,0.128820404,,0.050812241,103,0.661,0.087,0.45,2,9.8,1.4,0.35,0.93
2015,Floyd,IOWA,2285,12,6,4,44797,,0.123852924,,0.034524385,107,0.764,0.031,0.51,2,9.6,1.35,0.53,0.9
2015,Franklin,IOWA,2119,9,6,4,48605,,0.132739931,,0.042414978,107,0.852,0.008,0.45,2,9.7,1.34,0.3,0.89
2015,Fremont,IOWA,2203,15,8,7,53324,,0.109551378,,0.037253268,78,0.718,0.053,0.31,2,9.6,1.66,0.27,1.15
2015,Greene,IOWA,1763,12,8,6,46898,,0.12580359,,0.055508476,101,0.841,0.021,0.56,2,9.4,1.4,0.23,0.95
2015,Grundy,IOWA,1351,9,4,3,56750,,0.0621817,,0.038617253,98,0.887,0.002,0.43,1,9.8,1.41,0.26,0.93
2015,Guthrie,IOWA,2486,10,5,4,51013,,0.113681614,,0.05366027,106,0.582,0.094,0.3,1,9.3,1.46,0.23,1
2015,Hamilton,IOWA,2788,13,9,6,49813,,0.114057295,,0.038456593,100,0.859,0.021,0.41,2,9.7,1.39,0.37,0.93
2015,Hancock,IOWA,1808,10,6,6,52981,,0.084825113,,0.015019211,106,0.871,0.006,0.34,2,9.6,1.26,0.25,0.83
2015,Hardin,IOWA,1624,9,6,5,51019,,0.088078506,,0.049283668,115,0.796,0.034,0.47,2,9.8,1.39,0.29,0.92
2015,Harrison,IOWA,1681,15,7,8,53567,,0.098945431,,0.035765752,81,0.703,0.065,0.22,1,9.8,1.51,0.35,1.11
2015,Henry,IOWA,1811,10,6,6,49321,,0.14547123,,0.05125501,103,0.57,0.148,0.35,2,10.2,1.79,0.51,1.25
2015,Howard,IOWA,1687,6,4,5,49869,,0.116688259,,0.034126163,103,0.733,0.036,0.37,2,9.4,1.33,0.51,0.91
2015,Humboldt,IOWA,1296,10,6,5,47252,,0.121630162,,0.048242029,93,0.875,0.003,0.43,2,9.5,1.32,0.37,0.88
2015,Ida,IOWA,1389,12,7,6,46993,,0.116721973,,0.0368676,99,0.827,0.002,0.35,2,9.3,1.29,0.23,0.88
2015,Iowa,IOWA,1733,8,5,5,59375,,0.086780213,,0.018368028,103,0.55,0.055,0.19,2,10,1.6,0.28,1.09
2015,Jackson,IOWA,891,12,7,4,49028,,0.121003978,,0.044014607,103,0.298,0.215,0.42,2,10.3,1.56,0.41,1.05
2015,Jasper,IOWA,1341,9,6,7,55033,,0.096197575,,0.053880729,104,0.672,0.038,0.37,2,9.8,1.64,0.62,1.16
2015,Jefferson,IOWA,2406,9,6,4,42899,,0.149676159,,0.063549593,103,0.491,0.15,0.49,2,9.9,1.79,0.56,1.26
2015,Johnson,IOWA,1222,8,6,5,55700,0.202713102,0.179198459,0.044221602,0.034772079,90,0.514,0.089,0.67,1,9.7,1.79,0.69,1.31
2015,Jones,IOWA,1063,12,6,4,55060,,0.101960786,,0.05013065,86,0.606,0.115,0.25,1,10.1,1.54,0.42,1.05
2015,Keokuk,IOWA,1922,10,6,6,43838,,0.13546288,,0.050733026,104,0.484,0.069,0.27,2,9.9,1.67,0.3,1.15
2015,Kossuth,IOWA,1149,10,5,6,51496,,0.090490796,,0.021485111,104,0.885,0.005,0.34,2,9.6,1.26,0.34,0.85
2015,Lee,IOWA,1579,12,7,8,43312,,0.167515188,,0.086958937,103,0.442,0.232,0.5,2,10.5,1.87,0.54,1.35
2015,Linn,IOWA,1249,11,7,8,59322,0.115685582,0.098261818,0.036754213,0.047744937,97,0.584,0.086,0.68,1,9.5,1.87,0.62,1.27
2015,Louisa,IOWA,1524,10,6,7,51144,,0.122054324,,0.047667515,98,0.557,0.087,0.07,2,10.4,1.72,0.28,1.18
2015,Lucas,IOWA,1868,11,7,7,43962,,0.131067395,,0.057670388,98,0.216,0.217,0.46,2,9.1,1.72,0.53,1.24
2015,Lyon,IOWA,1768,9,5,4,57130,,0.072974376,,0.023852311,100,0.819,0.015,0.46,2,9.4,1.17,0.23,0.82
2015,Madison,IOWA,1783,10,5,4,60060,,0.075554982,,0.057062563,94,0.443,0.142,0.16,1,9.1,1.59,0.37,1.12
2015,Mahaska,IOWA,1776,10,6,6,48726,,0.147354871,,0.080250569,97,0.603,0.061,0.1,2,9.8,1.73,0.55,1.21
2015,Marion,IOWA,1450,9,6,5,54693,,0.098895185,,0.039774328,102,0.447,0.149,0.43,2,9.6,1.69,0.51,1.19
2015,Marshall,IOWA,1371,11,7,7,53351,,0.111370951,,0.063338161,105,0.758,0.024,0.3,2,9.8,1.53,0.58,1.07
2015,Mills,IOWA,1904,11,7,6,63979,,0.088998422,,0.037997015,77,0.722,0.054,0.16,1,9.9,1.64,0.39,1.2
2015,Mitchell,IOWA,1511,7,4,4,49488,,0.095514163,,0.032205239,98,0.798,0.024,0.29,2,9.5,1.3,0.43,0.87
2015,Monona,IOWA,2036,15,8,8,40302,,0.139243364,,0.055089548,88,0.691,0.071,0.49,2,9.6,1.44,0.38,1.05
2015,Monroe,IOWA,2394,11,5,6,46304,,0.120638974,,0.062090646,96,0.224,0.274,0.11,2,9.4,1.72,0.25,1.24
2015,Montgomery,IOWA,2085,15,8,6,42418,,0.16764304,,0.095847882,88,0.667,0.032,0.63,2,9.2,1.58,0.43,1.1
2015,Muscatine,IOWA,1191,11,6,7,53676,,0.12386965,,0.046270065,104,0.571,0.075,0.44,2,11.5,1.78,0.55,1.18
2015,O'Brien,IOWA,2165,10,5,5,55227,,0.073114403,,0.027938213,107,0.87,0.01,0.06,2,9.4,1.2,0.3,0.83
2015,Osceola,IOWA,2230,11,6,4,49448,,0.085423842,,0.032714412,98,0.88,0.005,0.53,2,9.3,1.14,0.21,0.79
2015,Page,IOWA,1924,15,8,8,43912,,0.153335139,,0.05118268,80,0.629,0.045,0.56,2,9.5,1.66,0.54,1.12
2015,Palo Alto,IOWA,1538,12,7,6,47113,,0.107215561,,0.029103853,98,0.865,0.001,0.51,2,9.2,1.22,0.32,0.82
2015,Plymouth,IOWA,1565,11,6,5,57130,,0.077878058,,0.03434689,96,0.753,0.024,0.48,1,9.7,1.28,0.29,0.92
2015,Pocahontas,IOWA,2203,9,5,5,45069,,0.141789973,,0.04935915,107,0.9,0.002,0.32,2,9.3,1.25,0.21,0.83
2015,Polk,IOWA,1478,10,7,7,60061,0.120335206,0.128856301,0.05738806,0.058241952,86,0.479,0.062,0.56,1,9.3,1.82,0.73,1.42
2015,Pottawattamie,IOWA,1405,13,8,10,51976,0.140180156,0.129879147,0.034487661,0.049624246,82,0.732,0.031,0.55,1,10.5,1.82,0.62,1.47
2015,Poweshiek,IOWA,1690,8,4,5,51006,,0.104174033,,0.047637872,102,0.657,0.029,0.56,2,9.8,1.6,0.39,1.14
2015,Ringgold,IOWA,2347,11,7,7,47042,,0.105870239,,0.047767859,89,0.299,0.116,0.22,2,8.9,1.64,0.22,1.13
2015,Sac,IOWA,1769,11,6,4,49572,,0.08151073,,0.039709173,92,0.856,0.006,0.56,2,9.4,1.29,0.23,0.87
2015,Scott,IOWA,1443,12,8,7,55114,0.115478925,0.121274069,0.0391519,0.053509429,95,0.623,0.05,0.66,1,10.8,1.86,0.71,1.32
2015,Shelby,IOWA,1375,10,5,5,50952,,0.111594945,,0.02857594,80,0.845,0.006,0.47,2,9.4,1.43,0.24,0.97
2015,Sioux,IOWA,1542,8,4,3,61627,,0.082931086,,0.017684385,95,0.844,0.011,0.34,2,9.6,1.23,0.38,0.87
2015,Story,IOWA,990,9,8,5,50438,0.207311794,0.226710796,0.042350292,0.0546913,97,0.788,0.027,0.4,1,9.9,1.58,0.85,1.15
2015,Tama,IOWA,1326,10,5,6,55203,,0.11265704,,0.05649846,98,0.656,0.047,0.42,2,9.8,1.5,0.31,1.01
2015,Taylor,IOWA,3159,12,7,8,44246,,0.141261503,,0.043736331,92,0.458,0.102,0.41,2,9.1,1.6,0.22,1.07
2015,Union,IOWA,1792,11,6,7,44351,,0.136404335,,0.053653475,91,0.396,0.102,0.44,2,9,1.62,0.62,1.12
2015,Van Buren,IOWA,2795,10,6,5,45111,,0.149101302,,0.066064373,103,0.321,0.259,0.14,2,9.4,1.81,0.24,1.28
2015,Wapello,IOWA,1231,16,11,9,42095,,0.186271936,,0.080187067,99,0.393,0.198,0.26,2,9.7,1.79,0.62,1.29
2015,Warren,IOWA,1239,10,6,5,64447,,0.06838879,,0.047919437,89,0.407,0.157,0.27,1,9.5,1.68,0.43,1.24
2015,Washington,IOWA,1489,9,5,4,56390,,0.093345702,,0.041589338,110,0.586,0.081,0.23,1,10.3,1.71,0.45,1.16
2015,Wayne,IOWA,1534,12,7,7,43358,,0.132802546,,0.043359507,94,0.3,0.116,0.35,2,9,1.71,0.22,1.23
2015,Webster,IOWA,1305,12,7,8,42408,,0.151572451,,0.083588287,93,0.809,0.056,0.46,2,9.6,1.4,0.5,0.95
2015,Winnebago,IOWA,1422,9,6,5,47668,,0.099172726,,0.062061522,106,0.852,0.009,0.23,2,9.6,1.25,0.33,0.83
2015,Winneshiek,IOWA,1407,7,4,4,54429,,0.081468269,,0.029808151,116,0.474,0.129,0.41,2,9.4,1.35,0.32,0.92
2015,Woodbury,IOWA,1162,14,8,9,46720,0.127922565,0.146300033,0.052536003,0.051797874,95,0.676,0.028,0.65,1,9.8,1.44,0.64,1.1
2015,Worth,IOWA,1184,9,7,6,48459,,0.11957401,,0.046663322,101,0.83,0.014,0.41,2,9.6,1.27,0.26,0.86
2015,Wright,IOWA,1372,14,7,6,43698,,0.111251183,,0.056639396,95,0.868,0.004,0.43,2,9.7,1.33,0.33,0.87
2015,Allen,KANSAS,1842,11,7,9,38698,,0.179540217,,0.069424629,83,0.279,0.075,0.24,2,9.1,2.29,0.37,1.7
2015,Anderson,KANSAS,2216,11,7,7,40696,,0.175064266,,0.058931377,89,0.261,0.091,0.23,2,9,2.25,0.31,1.61
