state,county,year,value
Alabama,Cleburne,2012,"6,706"
Alabama,Cleburne,2013,"6,685"
Alabama,Cleburne,2014,"6,698"
Alabama,Cleburne,2015,"6,692"
Alabama,Coffee,2012,"22,384"
Alabama,Coffee,2013,"22,486"
Alabama,Coffee,2014,"22,648"
Alabama,Coffee,2015,"22,776"
Alabama,Colbert,2012,"25,796"
Alabama,Colbert,2013,"25,822"
Alabama,Colbert,2014,"25,971"
Alabama,Colbert,2015,"26,068"
Alabama,Conecuh,2012,"7,103"
Alabama,Conecuh,2013,"7,069"
Alabama,Conecuh,2014,"7,066"
Alabama,Conecuh,2015,"7,070"
Alabama,Coosa,2012,"6,466"
Alabama,Coosa,2013,"6,453"
Alabama,Coosa,2014,"6,478"
Alabama,Coosa,2015,"6,462"
Alabama,Covington,2012,"18,821"
Alabama,Covington,2013,"18,767"
Alabama,Covington,2014,"18,803"
Alabama,Covington,2015,"18,773"
Alabama,Crenshaw,2012,"6,742"
Alabama,Crenshaw,2013,"6,698"
Alabama,Crenshaw,2014,"6,718"
Alabama,Crenshaw,2015,"6,703"
Alabama,Cullman,2012,"37,026"
Alabama,Cullman,2013,"36,941"
Alabama,Cullman,2014,"37,084"
Alabama,Cullman,2015,"37,103"
Alabama,Dale,2012,"22,700"
Alabama,Dale,2013,"22,693"
Alabama,Dale,2014,"22,793"
Alabama,Dale,2015,"22,822"
Alabama,Dallas,2012,"20,248"
Alabama,Dallas,2013,"20,174"
Alabama,Dallas,2014,"20,216"
Alabama,Dallas,2015,"20,243"
Alabama,DeKalb,2012,"30,974"
Alabama,DeKalb,2013,"30,969"
Alabama,DeKalb,2014,"31,043"
Alabama,DeKalb,2015,"31,058"
Alabama,Elmore,2012,"32,498"
Alabama,Elmore,2013,"32,683"
Alabama,Elmore,2014,"32,985"
Alabama,Elmore,2015,"33,140"
Alabama,Escambia,2012,"16,525"
Alabama,Escambia,2013,"16,432"
Alabama,Escambia,2014,"16,431"
Alabama,Escambia,2015,"16,435"
Alabama,Etowah,2012,"47,491"
Alabama,Etowah,2013,"47,419"
Alabama,Etowah,2014,"47,507"
Alabama,Etowah,2015,"47,500"
Alabama,Fayette,2012,"8,450"
Alabama,Fayette,2013,"8,393"
Alabama,Fayette,2014,"8,415"
Alabama,Fayette,2015,"8,415"
Alabama,Franklin,2012,"14,023"
Alabama,Franklin,2013,"13,990"
Alabama,Franklin,2014,"14,038"
Alabama,Franklin,2015,"14,030"
Alabama,Geneva,2012,"12,670"
Alabama,Geneva,2013,"12,639"
Alabama,Geneva,2014,"12,666"
Alabama,Geneva,2015,"12,658"
Alabama,Greene,2012,"5,017"
Alabama,Greene,2013,"4,985"
Alabama,Greene,2014,"4,991"
Alabama,Greene,2015,"4,994"
Alabama,Hale,2012,"7,682"
Alabama,Hale,2013,"7,642"
Alabama,Hale,2014,"7,646"
Alabama,Hale,2015,"7,641"
Alabama,Henry,2012,"8,878"
Alabama,Henry,2013,"8,885"
Alabama,Henry,2014,"8,934"
Alabama,Henry,2015,"8,960"
Alabama,Houston,2012,"45,310"
Alabama,Houston,2013,"45,486"
Alabama,Houston,2014,"45,844"
Alabama,Houston,2015,"46,097"
Alabama,Jackson,2012,"24,798"
Alabama,Jackson,2013,"24,709"
Alabama,Jackson,2014,"24,770"
Alabama,Jackson,2015,"24,758"
Alabama,Jefferson,2012,"301,202"
Alabama,Jefferson,2013,"301,587"
Alabama,Jefferson,2014,"302,599"
Alabama,Jefferson,2015,"303,755"
Alabama,Lamar,2012,"7,372"
Alabama,Lamar,2013,"7,337"
Alabama,Lamar,2014,"7,323"
Alabama,Lamar,2015,"7,314"
Alabama,Lauderdale,2012,"43,762"
Alabama,Lauderdale,2013,"43,845"
Alabama,Lauderdale,2014,"44,046"
Alabama,Lauderdale,2015,"44,158"
Alabama,Lawrence,2012,"15,227"
Alabama,Lawrence,2013,"15,164"
Alabama,Lawrence,2014,"15,181"
Alabama,Lawrence,2015,"15,190"
Alabama,Lee,2012,"62,638"
Alabama,Lee,2013,"63,295"
Alabama,Lee,2014,"64,258"
Alabama,Lee,2015,"64,964"
Alabama,Limestone,2012,"34,658"
Alabama,Limestone,2013,"34,959"
Alabama,Limestone,2014,"35,241"
Alabama,Limestone,2015,"35,357"
Alabama,Lowndes,2012,"5,176"
Alabama,Lowndes,2013,"5,114"
Alabama,Lowndes,2014,"5,111"
Alabama,Lowndes,2015,"5,091"
Alabama,Macon,2012,"10,285"
Alabama,Macon,2013,"10,224"
Alabama,Macon,2014,"10,239"
Alabama,Macon,2015,"10,238"
Alabama,Madison,2012,"146,628"
Alabama,Madison,2013,"148,684"
Alabama,Madison,2014,"150,712"
Alabama,Madison,2015,"152,720"
Alabama,Marengo,2012,"10,255"
Alabama,Marengo,2013,"10,215"
Alabama,Marengo,2014,"10,226"
Alabama,Marengo,2015,"10,218"
Alabama,Marion,2012,"14,731"
Alabama,Marion,2013,"14,698"
Alabama,Marion,2014,"14,728"
Alabama,Marion,2015,"14,724"
Alabama,Marshall,2012,"40,222"
Alabama,Marshall,2013,"40,225"
Alabama,Marshall,2014,"40,329"
Alabama,Marshall,2015,"40,370"
Alabama,Mobile,2012,"178,278"
Alabama,Mobile,2013,"179,154"
Alabama,Mobile,2014,"180,277"
Alabama,Mobile,2015,"180,932"
Alabama,Monroe,2012,"11,339"
Alabama,Monroe,2013,"11,288"
Alabama,Monroe,2014,"11,308"
Alabama,Monroe,2015,"11,296"
Alabama,Montgomery,2012,"101,956"
Alabama,Montgomery,2013,"102,137"
Alabama,Montgomery,2014,"102,603"
Alabama,Montgomery,2015,"103,070"
Alabama,Morgan,2012,"51,180"
Alabama,Morgan,2013,"51,193"
Alabama,Morgan,2014,"51,333"
Alabama,Morgan,2015,"51,411"
Alabama,Perry,2012,"4,764"
Alabama,Perry,2013,"4,708"
Alabama,Perry,2014,"4,705"
Alabama,Perry,2015,"4,711"
Alabama,Pickens,2012,"9,485"
Alabama,Pickens,2013,"9,438"
Alabama,Pickens,2014,"9,462"
Alabama,Pickens,2015,"9,447"
Alabama,Pike,2012,"15,272"
Alabama,Pike,2013,"15,350"
Alabama,Pike,2014,"15,514"
Alabama,Pike,2015,"15,619"
Alabama,Randolph,2012,"11,910"
Alabama,Randolph,2013,"11,910"
Alabama,Randolph,2014,"11,949"
Alabama,Randolph,2015,"11,940"
Alabama,Russell,2012,"24,979"
Alabama,Russell,2013,"25,385"
Alabama,Russell,2014,"25,913"
Alabama,Russell,2015,"26,368"
Alabama,Shelby,2012,"80,956"
Alabama,Shelby,2013,"81,458"
Alabama,Shelby,2014,"82,242"
Alabama,Shelby,2015,"82,850"
Alabama,St. Clair,2012,"35,336"
Alabama,St. Clair,2013,"35,469"
Alabama,St. Clair,2014,"35,718"
Alabama,St. Clair,2015,"35,741"
Alabama,Sumter,2012,"6,796"
Alabama,Sumter,2013,"6,761"
Alabama,Sumter,2014,"6,770"
Alabama,Sumter,2015,"6,752"
Alabama,Talladega,2012,"37,037"
Alabama,Talladega,2013,"37,042"
Alabama,Talladega,2014,"37,139"
Alabama,Talladega,2015,"37,157"
Alabama,Tallapoosa,2012,"22,046"
Alabama,Tallapoosa,2013,"22,041"
Alabama,Tallapoosa,2014,"22,074"
Alabama,Tallapoosa,2015,"22,078"
Alabama,Tuscaloosa,2012,"84,890"
Alabama,Tuscaloosa,2013,"85,488"
Alabama,Tuscaloosa,2014,"86,240"
Alabama,Tuscaloosa,2015,"87,064"
Alabama,Walker,2012,"30,912"
Alabama,Walker,2013,"30,716"
Alabama,Walker,2014,"30,772"
Alabama,Walker,2015,"30,673"
Alabama,Washington,2012,"8,407"
Alabama,Washington,2013,"8,363"
Alabama,Washington,2014,"8,386"
Alabama,Washington,2015,"8,371"
Alabama,Wilcox,2012,"5,680"
Alabama,Wilcox,2013,"5,621"
Alabama,Wilcox,2014,"5,626"
Alabama,Wilcox,2015,"5,616"
Alabama,Winston,2012,"13,432"
Alabama,Winston,2013,"13,393"
Alabama,Winston,2014,"13,428"
Alabama,Winston,2015,"13,416"
Alaska,Aleutians East,2012,597
Alaska,Aleutians East,2013,629
Alaska,Aleutians East,2014,770
Alaska,Aleutians East,2015,894
Alaska,Aleutians West,2012,"1,949"
Alaska,Aleutians West,2013,"1,944"
Alaska,Aleutians West,2014,"1,941"
Alaska,Aleutians West,2015,"1,944"
Alaska,Anchorage,2012,"113,070"
Alaska,Anchorage,2013,"113,278"
Alaska,Anchorage,2014,"113,715"
Alaska,Anchorage,2015,"114,083"
Alaska,Bethel,2012,"5,907"
Alaska,Bethel,2013,"5,910"
Alaska,Bethel,2014,"5,919"
Alaska,Bethel,2015,"5,937"
Alaska,Bristol Bay,2012,934
Alaska,Bristol Bay,2013,953
Alaska,Bristol Bay,2014,921
Alaska,Bristol Bay,2015,917
Alaska,Denali,2012,"1,581"
Alaska,Denali,2013,"1,686"
Alaska,Denali,2014,"1,809"
Alaska,Denali,2015,"1,724"
Alaska,Dillingham,2012,"2,427"
Alaska,Dillingham,2013,"2,422"
Alaska,Dillingham,2014,"2,427"
Alaska,Dillingham,2015,"2,422"
Alaska,Fairbanks North Star,2012,"41,371"
Alaska,Fairbanks North Star,2013,"41,610"
Alaska,Fairbanks North Star,2014,"41,736"
Alaska,Fairbanks North Star,2015,"41,697"
Alaska,Haines,2012,"1,590"
Alaska,Haines,2013,"1,676"
Alaska,Haines,2014,"1,571"
Alaska,Haines,2015,"1,590"
Alaska,HOONAH-ANGOON CENSUS AREA,2012,"1,797"
Alaska,HOONAH-ANGOON CENSUS AREA,2013,"1,709"
Alaska,HOONAH-ANGOON CENSUS AREA,2014,"1,668"
Alaska,HOONAH-ANGOON CENSUS AREA,2015,"1,661"
Alaska,Juneau,2012,"13,052"
Alaska,Juneau,2013,"13,044"
Alaska,Juneau,2014,"13,107"
Alaska,Juneau,2015,"13,159"
Alaska,Kenai Peninsula,2012,"30,302"
Alaska,Kenai Peninsula,2013,"30,498"
Alaska,Kenai Peninsula,2014,"30,638"
Alaska,Kenai Peninsula,2015,"30,671"
Alaska,Ketchikan Gateway,2012,"6,190"
Alaska,Ketchikan Gateway,2013,"6,178"
Alaska,Ketchikan Gateway,2014,"6,199"
Alaska,Ketchikan Gateway,2015,"6,220"
Alaska,Kodiak Island,2012,"5,326"
Alaska,Kodiak Island,2013,"5,305"
Alaska,Kodiak Island,2014,"5,297"
Alaska,Kodiak Island,2015,"5,320"
Alaska,Lake and Peninsula,2012,"1,653"
Alaska,Lake and Peninsula,2013,"1,562"
Alaska,Lake and Peninsula,2014,"1,497"
Alaska,Lake and Peninsula,2015,"1,508"
Alaska,Matanuska-Susitna,2012,"40,578"
Alaska,Matanuska-Susitna,2013,"41,106"
Alaska,Matanuska-Susitna,2014,"41,364"
Alaska,Matanuska-Susitna,2015,"41,311"
Alaska,Nome,2012,"3,979"
Alaska,Nome,2013,"3,998"
Alaska,Nome,2014,"4,008"
Alaska,Nome,2015,"4,025"
Alaska,North Slope,2012,"2,527"
Alaska,North Slope,2013,"2,521"
Alaska,North Slope,2014,"2,517"
Alaska,North Slope,2015,"2,520"
Alaska,Northwest Arctic,2012,"2,694"
Alaska,Northwest Arctic,2013,"2,710"
Alaska,Northwest Arctic,2014,"2,700"
Alaska,Northwest Arctic,2015,"2,711"
Alaska,PETERSBURG CENSUS AREA,2012,"2,149"
Alaska,PETERSBURG CENSUS AREA,2013,"2,112"
Alaska,PETERSBURG CENSUS AREA,2014,"1,761"
Alaska,PETERSBURG CENSUS AREA,2015,"1,738"
Alaska,PRINCE OF WALES-HYDER CENSUS AREA,2012,"2,987"
Alaska,PRINCE OF WALES-HYDER CENSUS AREA,2013,"2,989"
Alaska,PRINCE OF WALES-HYDER CENSUS AREA,2014,"3,344"
Alaska,PRINCE OF WALES-HYDER CENSUS AREA,2015,"3,334"
Alaska,Sitka,2012,"4,094"
Alaska,Sitka,2013,"4,095"
Alaska,Sitka,2014,"4,105"
Alaska,Sitka,2015,"4,119"
Alaska,SKAGWAY MUNICIPALITY,2012,611
Alaska,SKAGWAY MUNICIPALITY,2013,619
Alaska,SKAGWAY MUNICIPALITY,2014,636
Alaska,SKAGWAY MUNICIPALITY,2015,636
Alaska,Southeast Fairbanks,2012,"3,889"
Alaska,Southeast Fairbanks,2013,"3,900"
Alaska,Southeast Fairbanks,2014,"3,904"
Alaska,Southeast Fairbanks,2015,"3,909"
Alaska,Valdez-Cordova,2012,"6,057"
Alaska,Valdez-Cordova,2013,"6,075"
Alaska,Valdez-Cordova,2014,"6,113"
Alaska,Valdez-Cordova,2015,"6,093"
Alaska,Wade Hampton,2012,"2,176"
Alaska,Wade Hampton,2013,"2,191"
Alaska,Wade Hampton,2014,"2,192"
Alaska,Wade Hampton,2015,"2,193"
Alaska,WRANGELL CITY AND BURROUGH,2012,"1,472"
Alaska,WRANGELL CITY AND BURROUGH,2013,"1,486"
Alaska,WRANGELL CITY AND BURROUGH,2014,"1,515"
Alaska,WRANGELL CITY AND BURROUGH,2015,"1,499"
Alaska,Yakutat,2012,454
Alaska,Yakutat,2013,436
Alaska,Yakutat,2014,409
Alaska,Yakutat,2015,391
Alaska,Yukon-Koyukuk,2012,"4,032"
Alaska,Yukon-Koyukuk,2013,"4,020"
Alaska,Yukon-Koyukuk,2014,"4,037"
Alaska,Yukon-Koyukuk,2015,"4,035"
Arizona,Apache,2012,"32,548"
Arizona,Apache,2013,"32,541"
Arizona,Apache,2014,"32,614"
Arizona,Apache,2015,"32,661"
Arizona,Cochise,2012,"59,160"
Arizona,Cochise,2013,"59,484"
Arizona,Cochise,2014,"59,802"
Arizona,Cochise,2015,"60,087"
Arizona,Coconino,2012,"63,270"
Arizona,Coconino,2013,"63,679"
Arizona,Coconino,2014,"63,890"
Arizona,Coconino,2015,"63,955"
Arizona,Gila,2012,"32,644"
Arizona,Gila,2013,"32,749"
Arizona,Gila,2014,"32,925"
Arizona,Gila,2015,"32,952"
Arizona,Graham,2012,"13,003"
Arizona,Graham,2013,"13,126"
Arizona,Graham,2014,"13,096"
Arizona,Graham,2015,"13,128"
Arizona,Greenlee,2012,"4,345"
Arizona,Greenlee,2013,"4,381"
Arizona,Greenlee,2014,"4,395"
Arizona,Greenlee,2015,"4,399"
Arizona,La Paz,2012,"16,039"
Arizona,La Paz,2013,"16,062"
Arizona,La Paz,2014,"16,113"
Arizona,La Paz,2015,"16,104"
Arizona,Maricopa,2012,"1,636,502"
Arizona,Maricopa,2013,"1,648,392"
Arizona,Maricopa,2014,"1,657,753"
Arizona,Maricopa,2015,"1,668,555"
Arizona,Mohave,2012,"110,603"
Arizona,Mohave,2013,"111,051"
Arizona,Mohave,2014,"111,581"
Arizona,Mohave,2015,"111,984"
Arizona,Navajo,2012,"56,910"
Arizona,Navajo,2013,"57,046"
Arizona,Navajo,2014,"57,214"
Arizona,Navajo,2015,"57,414"
Arizona,Pima,2012,"441,175"
Arizona,Pima,2013,"442,960"
Arizona,Pima,2014,"444,564"
Arizona,Pima,2015,"446,769"
Arizona,Pinal,2012,"158,891"
Arizona,Pinal,2013,"160,903"
Arizona,Pinal,2014,"162,412"
Arizona,Pinal,2015,"163,490"
Arizona,Santa Cruz,2012,"17,961"
Arizona,Santa Cruz,2013,"18,051"
Arizona,Santa Cruz,2014,"18,075"
Arizona,Santa Cruz,2015,"18,105"
Arizona,Yavapai,2012,"110,317"
Arizona,Yavapai,2013,"110,838"
Arizona,Yavapai,2014,"111,291"
Arizona,Yavapai,2015,"111,731"
Arizona,Yuma,2012,"88,064"
Arizona,Yuma,2013,"88,505"
Arizona,Yuma,2014,"88,823"
Arizona,Yuma,2015,"89,330"
Arkansas,Arkansas,2012,"9,462"
Arkansas,Arkansas,2013,"9,415"
Arkansas,Arkansas,2014,"9,429"
Arkansas,Arkansas,2015,"9,444"
Arkansas,Ashley,2012,"10,181"
Arkansas,Ashley,2013,"10,093"
Arkansas,Ashley,2014,"10,117"
Arkansas,Ashley,2015,"10,104"
Arkansas,Baxter,2012,"22,516"
Arkansas,Baxter,2013,"22,516"
Arkansas,Baxter,2014,"22,606"
Arkansas,Baxter,2015,"22,613"
Arkansas,Benton,2012,"92,947"
Arkansas,Benton,2013,"93,873"
Arkansas,Benton,2014,"95,117"
Arkansas,Benton,2015,"96,389"
Arkansas,Boone,2012,"16,814"
Arkansas,Boone,2013,"16,827"
Arkansas,Boone,2014,"16,884"
Arkansas,Boone,2015,"16,902"
Arkansas,Bradley,2012,"5,865"
Arkansas,Bradley,2013,"5,845"
Arkansas,Bradley,2014,"5,843"
Arkansas,Bradley,2015,"5,832"
Arkansas,Calhoun,2012,"2,909"
Arkansas,Calhoun,2013,"2,894"
Arkansas,Calhoun,2014,"2,892"
Arkansas,Calhoun,2015,"2,889"
Arkansas,Carroll,2012,"13,507"
Arkansas,Carroll,2013,"13,514"
Arkansas,Carroll,2014,"13,560"
Arkansas,Carroll,2015,"13,561"
Arkansas,Chicot,2012,"5,445"
Arkansas,Chicot,2013,"5,407"
Arkansas,Chicot,2014,"5,402"
Arkansas,Chicot,2015,"5,404"
Arkansas,Clark,2012,"10,402"
Arkansas,Clark,2013,"10,373"
Arkansas,Clark,2014,"10,393"
Arkansas,Clark,2015,"10,392"
Arkansas,Clay,2012,"8,057"
Arkansas,Clay,2013,"8,035"
Arkansas,Clay,2014,"8,024"
Arkansas,Clay,2015,"8,046"
Arkansas,Cleburne,2012,"15,765"
Arkansas,Cleburne,2013,"15,766"
Arkansas,Cleburne,2014,"15,842"
Arkansas,Cleburne,2015,"15,841"
Arkansas,Cleveland,2012,"4,054"
Arkansas,Cleveland,2013,"4,049"
Arkansas,Cleveland,2014,"4,066"
Arkansas,Cleveland,2015,"4,054"
Arkansas,Columbia,2012,"11,617"
Arkansas,Columbia,2013,"11,551"
Arkansas,Columbia,2014,"11,573"
Arkansas,Columbia,2015,"11,572"
Arkansas,Conway,2012,"9,703"
Arkansas,Conway,2013,"9,704"
Arkansas,Conway,2014,"9,732"
Arkansas,Conway,2015,"9,725"
Arkansas,Craighead,2012,"40,699"
Arkansas,Craighead,2013,"41,257"
Arkansas,Craighead,2014,"41,919"
Arkansas,Craighead,2015,"42,600"
Arkansas,Crawford,2012,"25,985"
Arkansas,Crawford,2013,"26,136"
Arkansas,Crawford,2014,"26,333"
Arkansas,Crawford,2015,"26,378"
Arkansas,Crittenden,2012,"21,560"
Arkansas,Crittenden,2013,"21,511"
Arkansas,Crittenden,2014,"21,541"
Arkansas,Crittenden,2015,"21,568"
Arkansas,Cross,2012,"7,876"
Arkansas,Cross,2013,"7,856"
Arkansas,Cross,2014,"7,870"
Arkansas,Cross,2015,"7,871"
Arkansas,Dallas,2012,"4,317"
Arkansas,Dallas,2013,"4,288"
Arkansas,Dallas,2014,"4,300"
Arkansas,Dallas,2015,"4,300"
Arkansas,Desha,2012,"6,289"
Arkansas,Desha,2013,"6,259"
Arkansas,Desha,2014,"6,265"
Arkansas,Desha,2015,"6,269"
Arkansas,Drew,2012,"8,473"
Arkansas,Drew,2013,"8,428"
Arkansas,Drew,2014,"8,456"
Arkansas,Drew,2015,"8,478"
Arkansas,Faulkner,2012,"46,571"
Arkansas,Faulkner,2013,"47,316"
Arkansas,Faulkner,2014,"48,050"
Arkansas,Faulkner,2015,"48,478"
Arkansas,Franklin,2012,"8,022"
Arkansas,Franklin,2013,"8,006"
Arkansas,Franklin,2014,"8,023"
Arkansas,Franklin,2015,"8,024"
Arkansas,Fulton,2012,"6,751"
Arkansas,Fulton,2013,"6,754"
Arkansas,Fulton,2014,"6,776"
Arkansas,Fulton,2015,"6,770"
Arkansas,Garland,2012,"50,384"
Arkansas,Garland,2013,"50,391"
Arkansas,Garland,2014,"50,552"
Arkansas,Garland,2015,"50,518"
Arkansas,Grant,2012,"7,756"
Arkansas,Grant,2013,"7,781"
Arkansas,Grant,2014,"7,803"
Arkansas,Grant,2015,"7,820"
Arkansas,Greene,2012,"17,954"
Arkansas,Greene,2013,"18,039"
Arkansas,Greene,2014,"18,181"
Arkansas,Greene,2015,"18,327"
Arkansas,Hempstead,2012,"10,425"
Arkansas,Hempstead,2013,"10,407"
Arkansas,Hempstead,2014,"10,418"
Arkansas,Hempstead,2015,"10,424"
Arkansas,Hot Spring,2012,"14,309"
Arkansas,Hot Spring,2013,"14,270"
Arkansas,Hot Spring,2014,"14,298"
Arkansas,Hot Spring,2015,"14,293"
Arkansas,Howard,2012,"6,268"
Arkansas,Howard,2013,"6,226"
Arkansas,Howard,2014,"6,225"
Arkansas,Howard,2015,"6,233"
Arkansas,Independence,2012,"16,158"
Arkansas,Independence,2013,"16,146"
Arkansas,Independence,2014,"16,205"
Arkansas,Independence,2015,"16,248"
Arkansas,Izard,2012,"7,216"
Arkansas,Izard,2013,"7,206"
Arkansas,Izard,2014,"7,216"
Arkansas,Izard,2015,"7,209"
Arkansas,Jackson,2012,"7,624"
Arkansas,Jackson,2013,"7,597"
Arkansas,Jackson,2014,"7,613"
Arkansas,Jackson,2015,"7,585"
Arkansas,Jefferson,2012,"33,173"
Arkansas,Jefferson,2013,"33,060"
Arkansas,Jefferson,2014,"33,126"
Arkansas,Jefferson,2015,"33,161"
Arkansas,Johnson,2012,"11,265"
Arkansas,Johnson,2013,"11,276"
Arkansas,Johnson,2014,"11,329"
Arkansas,Johnson,2015,"11,334"
Arkansas,Lafayette,2012,"4,372"
Arkansas,Lafayette,2013,"4,341"
Arkansas,Lafayette,2014,"4,335"
Arkansas,Lafayette,2015,"4,353"
Arkansas,Lawrence,2012,"8,006"
Arkansas,Lawrence,2013,"7,990"
Arkansas,Lawrence,2014,"7,997"
Arkansas,Lawrence,2015,"7,981"
Arkansas,Lee,2012,"4,401"
Arkansas,Lee,2013,"4,368"
Arkansas,Lee,2014,"4,370"
Arkansas,Lee,2015,"4,370"
Arkansas,Lincoln,2012,"4,875"
Arkansas,Lincoln,2013,"4,856"
Arkansas,Lincoln,2014,"4,867"
Arkansas,Lincoln,2015,"4,857"
Arkansas,Little River,2012,"6,482"
Arkansas,Little River,2013,"6,451"
Arkansas,Little River,2014,"6,441"
Arkansas,Little River,2015,"6,454"
Arkansas,Logan,2012,"10,119"
Arkansas,Logan,2013,"10,094"
Arkansas,Logan,2014,"10,129"
Arkansas,Logan,2015,"10,133"
Arkansas,Lonoke,2012,"27,237"
Arkansas,Lonoke,2013,"27,529"
Arkansas,Lonoke,2014,"27,937"
Arkansas,Lonoke,2015,"28,253"
Arkansas,Madison,2012,"7,462"
Arkansas,Madison,2013,"7,469"
Arkansas,Madison,2014,"7,490"
Arkansas,Madison,2015,"7,483"
Arkansas,Marion,2012,"9,335"
Arkansas,Marion,2013,"9,325"
Arkansas,Marion,2014,"9,348"
Arkansas,Marion,2015,"9,333"
Arkansas,Miller,2012,"19,255"
Arkansas,Miller,2013,"19,269"
Arkansas,Miller,2014,"19,351"
Arkansas,Miller,2015,"19,375"
Arkansas,Mississippi,2012,"20,559"
Arkansas,Mississippi,2013,"20,458"
Arkansas,Mississippi,2014,"20,461"
Arkansas,Mississippi,2015,"20,512"
Arkansas,Monroe,2012,"4,499"
Arkansas,Monroe,2013,"4,442"
Arkansas,Monroe,2014,"4,446"
Arkansas,Monroe,2015,"4,437"
Arkansas,Montgomery,2012,"5,740"
Arkansas,Montgomery,2013,"5,732"
Arkansas,Montgomery,2014,"5,752"
Arkansas,Montgomery,2015,"5,746"
Arkansas,Nevada,2012,"4,618"
Arkansas,Nevada,2013,"4,563"
Arkansas,Nevada,2014,"4,549"
Arkansas,Nevada,2015,"4,553"
Arkansas,Newton,2012,"4,662"
Arkansas,Newton,2013,"4,654"
Arkansas,Newton,2014,"4,661"
Arkansas,Newton,2015,"4,679"
Arkansas,Ouachita,2012,"13,135"
Arkansas,Ouachita,2013,"13,095"
Arkansas,Ouachita,2014,"13,101"
Arkansas,Ouachita,2015,"13,089"
Arkansas,Perry,2012,"4,901"
Arkansas,Perry,2013,"4,888"
Arkansas,Perry,2014,"4,899"
Arkansas,Perry,2015,"4,904"
Arkansas,Phillips,2012,"10,170"
Arkansas,Phillips,2013,"10,120"
Arkansas,Phillips,2014,"10,131"
Arkansas,Phillips,2015,"10,136"
Arkansas,Pike,2012,"5,595"
Arkansas,Pike,2013,"5,566"
Arkansas,Pike,2014,"5,565"
Arkansas,Pike,2015,"5,578"
Arkansas,Poinsett,2012,"10,957"
Arkansas,Poinsett,2013,"10,926"
Arkansas,Poinsett,2014,"10,929"
Arkansas,Poinsett,2015,"10,920"
Arkansas,Polk,2012,"10,003"
Arkansas,Polk,2013,"9,992"
Arkansas,Polk,2014,"10,038"
Arkansas,Polk,2015,"10,038"
Arkansas,Pope,2012,"25,555"
Arkansas,Pope,2013,"25,596"
Arkansas,Pope,2014,"25,725"
Arkansas,Pope,2015,"25,789"
Arkansas,Prairie,2012,"4,526"
Arkansas,Prairie,2013,"4,497"
Arkansas,Prairie,2014,"4,502"
Arkansas,Prairie,2015,"4,497"
Arkansas,Pulaski,2012,"176,158"
Arkansas,Pulaski,2013,"177,114"
Arkansas,Pulaski,2014,"178,659"
Arkansas,Pulaski,2015,"179,916"
Arkansas,Randolph,2012,"8,518"
Arkansas,Randolph,2013,"8,501"
Arkansas,Randolph,2014,"8,518"
Arkansas,Randolph,2015,"8,521"
Arkansas,Saline,2012,"44,877"
Arkansas,Saline,2013,"45,307"
Arkansas,Saline,2014,"45,922"
Arkansas,Saline,2015,"46,355"
Arkansas,Scott,2012,"5,189"
Arkansas,Scott,2013,"5,178"
Arkansas,Scott,2014,"5,184"
Arkansas,Scott,2015,"5,191"
Arkansas,Searcy,2012,"4,876"
Arkansas,Searcy,2013,"4,890"
