state,county,year,value
Alabama,Coffee,2014,0.1570
Alabama,Coffee,2015,0.1590
Alabama,Colbert,2012,0.1360
Alabama,Colbert,2013,0.1380
Alabama,Colbert,2014,0.1360
Alabama,Colbert,2015,0.1480
Alabama,Conecuh,2012,0.3130
Alabama,Conecuh,2013,0.2940
Alabama,Conecuh,2014,0.2880
Alabama,Conecuh,2015,0.2690
Alabama,Coosa,2012,0.2930
Alabama,Coosa,2013,0.3020
Alabama,Coosa,2014,0.3140
Alabama,Coosa,2015,0.3110
Alabama,Covington,2012,0.2080
Alabama,Covington,2013,0.1990
Alabama,Covington,2014,0.2030
Alabama,Covington,2015,0.2040
Alabama,Crenshaw,2012,0.1620
Alabama,Crenshaw,2013,0.1640
Alabama,Crenshaw,2014,0.1930
Alabama,Crenshaw,2015,0.1970
Alabama,Cullman,2012,0.1550
Alabama,Cullman,2013,0.1520
Alabama,Cullman,2014,0.1600
Alabama,Cullman,2015,0.1570
Alabama,Dale,2012,0.1360
Alabama,Dale,2013,0.1480
Alabama,Dale,2014,0.1460
Alabama,Dale,2015,0.1670
Alabama,Dallas,2012,0.2010
Alabama,Dallas,2013,0.1980
Alabama,Dallas,2014,0.1960
Alabama,Dallas,2015,0.1890
Alabama,DeKalb,2012,0.1750
Alabama,DeKalb,2013,0.1950
Alabama,DeKalb,2014,0.2030
Alabama,DeKalb,2015,0.1950
Alabama,Elmore,2012,0.1340
Alabama,Elmore,2013,0.1330
Alabama,Elmore,2014,0.1320
Alabama,Elmore,2015,0.1350
Alabama,Escambia,2012,0.1600
Alabama,Escambia,2013,0.1670
Alabama,Escambia,2014,0.1640
Alabama,Escambia,2015,0.1690
Alabama,Etowah,2012,0.1460
Alabama,Etowah,2013,0.1520
Alabama,Etowah,2014,0.1580
Alabama,Etowah,2015,0.1600
Alabama,Fayette,2012,0.1560
Alabama,Fayette,2013,0.1710
Alabama,Fayette,2014,0.1720
Alabama,Fayette,2015,0.1640
Alabama,Franklin,2012,0.1130
Alabama,Franklin,2013,0.1110
Alabama,Franklin,2014,0.1280
Alabama,Franklin,2015,0.1460
Alabama,Geneva,2012,0.1330
Alabama,Geneva,2013,0.1340
Alabama,Geneva,2014,0.1400
Alabama,Geneva,2015,0.1500
Alabama,Greene,2012,0.3510
Alabama,Greene,2013,0.3450
Alabama,Greene,2014,0.3420
Alabama,Greene,2015,0.3590
Alabama,Hale,2012,0.2240
Alabama,Hale,2013,0.2190
Alabama,Hale,2014,0.2240
Alabama,Hale,2015,0.2240
Alabama,Henry,2012,0.2220
Alabama,Henry,2013,0.2120
Alabama,Henry,2014,0.2280
Alabama,Henry,2015,0.2310
Alabama,Houston,2012,0.1450
Alabama,Houston,2013,0.1370
Alabama,Houston,2014,0.1390
Alabama,Houston,2015,0.1500
Alabama,Jackson,2012,0.1450
Alabama,Jackson,2013,0.1600
Alabama,Jackson,2014,0.1750
Alabama,Jackson,2015,0.1750
Alabama,Jefferson,2012,0.1390
Alabama,Jefferson,2013,0.1390
Alabama,Jefferson,2014,0.1430
Alabama,Jefferson,2015,0.1410
Alabama,Lamar,2012,0.1720
Alabama,Lamar,2013,0.1710
Alabama,Lamar,2014,0.1610
Alabama,Lamar,2015,0.1610
Alabama,Lauderdale,2012,0.1250
Alabama,Lauderdale,2013,0.1230
Alabama,Lauderdale,2014,0.1220
Alabama,Lauderdale,2015,0.1260
Alabama,Lawrence,2012,0.1170
Alabama,Lawrence,2013,0.1180
Alabama,Lawrence,2014,0.1230
Alabama,Lawrence,2015,0.1090
Alabama,Lee,2012,0.1160
Alabama,Lee,2013,0.1170
Alabama,Lee,2014,0.1190
Alabama,Lee,2015,0.1200
Alabama,Limestone,2012,0.1000
Alabama,Limestone,2013,0.0910
Alabama,Limestone,2014,0.0880
Alabama,Limestone,2015,0.0890
Alabama,Lowndes,2012,0.1790
Alabama,Lowndes,2013,0.1760
Alabama,Lowndes,2014,0.1610
Alabama,Lowndes,2015,0.1590
Alabama,Macon,2012,0.2130
Alabama,Macon,2013,0.2070
Alabama,Macon,2014,0.2150
Alabama,Macon,2015,0.2180
Alabama,Madison,2012,0.1050
Alabama,Madison,2013,0.1060
Alabama,Madison,2014,0.1020
Alabama,Madison,2015,0.0980
Alabama,Marengo,2012,0.1630
Alabama,Marengo,2013,0.1710
Alabama,Marengo,2014,0.1710
Alabama,Marengo,2015,0.1900
Alabama,Marion,2012,0.1360
Alabama,Marion,2013,0.1360
Alabama,Marion,2014,0.1440
Alabama,Marion,2015,0.1370
Alabama,Marshall,2012,0.1450
Alabama,Marshall,2013,0.1490
Alabama,Marshall,2014,0.1440
Alabama,Marshall,2015,0.1510
Alabama,Mobile,2012,0.1210
Alabama,Mobile,2013,0.1340
Alabama,Mobile,2014,0.1440
Alabama,Mobile,2015,0.1480
Alabama,Monroe,2012,0.2320
Alabama,Monroe,2013,0.2620
Alabama,Monroe,2014,0.2580
Alabama,Monroe,2015,0.2560
Alabama,Montgomery,2012,0.1300
Alabama,Montgomery,2013,0.1300
Alabama,Montgomery,2014,0.1310
Alabama,Montgomery,2015,0.1310
Alabama,Morgan,2012,0.1000
Alabama,Morgan,2013,0.0980
Alabama,Morgan,2014,0.1070
Alabama,Morgan,2015,0.1010
Alabama,Perry,2012,0.2630
Alabama,Perry,2013,0.2780
Alabama,Perry,2014,0.3060
Alabama,Perry,2015,0.2680
Alabama,Pickens,2012,0.1540
Alabama,Pickens,2013,0.1600
Alabama,Pickens,2014,0.1820
Alabama,Pickens,2015,0.1910
Alabama,Pike,2012,0.1500
Alabama,Pike,2013,0.1560
Alabama,Pike,2014,0.1680
Alabama,Pike,2015,0.1810
Alabama,Randolph,2012,0.2610
Alabama,Randolph,2013,0.2430
Alabama,Randolph,2014,0.2450
Alabama,Randolph,2015,0.2530
Alabama,Russell,2012,0.1630
Alabama,Russell,2013,0.1670
Alabama,Russell,2014,0.1680
Alabama,Russell,2015,0.1570
Alabama,Shelby,2012,0.0910
Alabama,Shelby,2013,0.0900
Alabama,Shelby,2014,0.0910
Alabama,Shelby,2015,0.0880
Alabama,St. Clair,2012,0.1240
Alabama,St. Clair,2013,0.1160
Alabama,St. Clair,2014,0.1130
Alabama,St. Clair,2015,0.1050
Alabama,Sumter,2012,0.2690
Alabama,Sumter,2013,0.2520
Alabama,Sumter,2014,0.2670
Alabama,Sumter,2015,0.2870
Alabama,Talladega,2012,0.1480
Alabama,Talladega,2013,0.1500
Alabama,Talladega,2014,0.1580
Alabama,Talladega,2015,0.1540
Alabama,Tallapoosa,2012,0.2590
Alabama,Tallapoosa,2013,0.2570
Alabama,Tallapoosa,2014,0.2550
Alabama,Tallapoosa,2015,0.2610
Alabama,Tuscaloosa,2012,0.2000
Alabama,Tuscaloosa,2013,0.2060
Alabama,Tuscaloosa,2014,0.2100
Alabama,Tuscaloosa,2015,0.2060
Alabama,Walker,2012,0.1580
Alabama,Walker,2013,0.1620
Alabama,Walker,2014,0.1690
Alabama,Walker,2015,0.1650
Alabama,Washington,2012,0.2040
Alabama,Washington,2013,0.2080
Alabama,Washington,2014,0.2590
Alabama,Washington,2015,0.2670
Alabama,Wilcox,2012,0.3620
Alabama,Wilcox,2013,0.3120
Alabama,Wilcox,2014,0.3170
Alabama,Wilcox,2015,0.3160
Alabama,Winston,2012,0.2890
Alabama,Winston,2013,0.2910
Alabama,Winston,2014,0.2910
Alabama,Winston,2015,0.2990
Alaska,Aleutians East,2012,0.3400
Alaska,Aleutians East,2013,0.3080
Alaska,Aleutians East,2014,0.2510
Alaska,Aleutians East,2015,0.2280
Alaska,Aleutians West,2012,0.4920
Alaska,Aleutians West,2013,0.4690
Alaska,Aleutians West,2014,0.4310
Alaska,Aleutians West,2015,0.4150
Alaska,Anchorage,2012,0.0670
Alaska,Anchorage,2013,0.0710
Alaska,Anchorage,2014,0.0750
Alaska,Anchorage,2015,0.0780
Alaska,Bethel,2012,0.2710
Alaska,Bethel,2013,0.2630
Alaska,Bethel,2014,0.2500
Alaska,Bethel,2015,0.2440
Alaska,Bristol Bay,2012,0.5990
Alaska,Bristol Bay,2013,0.5970
Alaska,Bristol Bay,2014,0.5680
Alaska,Bristol Bay,2015,0.5890
Alaska,Denali,2012,0.5460
Alaska,Denali,2013,0.5750
Alaska,Denali,2014,0.6010
Alaska,Denali,2015,0.6050
Alaska,Dillingham,2012,0.4500
Alaska,Dillingham,2013,0.4470
Alaska,Dillingham,2014,0.4430
Alaska,Dillingham,2015,0.4430
Alaska,Fairbanks North Star,2012,0.1360
Alaska,Fairbanks North Star,2013,0.1450
Alaska,Fairbanks North Star,2014,0.1410
Alaska,Fairbanks North Star,2015,0.1470
Alaska,Haines,2012,0.2840
Alaska,Haines,2013,0.2570
Alaska,Haines,2014,0.2720
Alaska,Haines,2015,0.2600
Alaska,HOONAH-ANGOON CENSUS AREA,2012,0.4440
Alaska,HOONAH-ANGOON CENSUS AREA,2013,0.4560
Alaska,HOONAH-ANGOON CENSUS AREA,2014,0.4550
Alaska,HOONAH-ANGOON CENSUS AREA,2015,0.4630
Alaska,Juneau,2012,0.0560
Alaska,Juneau,2013,0.0720
Alaska,Juneau,2014,0.0780
Alaska,Juneau,2015,0.0790
Alaska,Kenai Peninsula,2012,0.2750
Alaska,Kenai Peninsula,2013,0.2880
Alaska,Kenai Peninsula,2014,0.2960
Alaska,Kenai Peninsula,2015,0.3000
Alaska,Ketchikan Gateway,2012,0.1330
Alaska,Ketchikan Gateway,2013,0.1430
Alaska,Ketchikan Gateway,2014,0.1440
Alaska,Ketchikan Gateway,2015,0.1530
Alaska,Kodiak Island,2012,0.1610
Alaska,Kodiak Island,2013,0.1520
Alaska,Kodiak Island,2014,0.1390
Alaska,Kodiak Island,2015,0.1400
Alaska,Lake and Peninsula,2012,0.6550
Alaska,Lake and Peninsula,2013,0.6750
Alaska,Lake and Peninsula,2014,0.6590
Alaska,Lake and Peninsula,2015,0.6740
Alaska,Matanuska-Susitna,2012,0.2380
Alaska,Matanuska-Susitna,2013,0.2430
Alaska,Matanuska-Susitna,2014,0.2480
Alaska,Matanuska-Susitna,2015,0.2470
Alaska,Nome,2012,0.3030
Alaska,Nome,2013,0.3000
Alaska,Nome,2014,0.2920
Alaska,Nome,2015,0.2730
Alaska,North Slope,2012,0.2120
Alaska,North Slope,2013,0.2110
Alaska,North Slope,2014,0.2150
Alaska,North Slope,2015,0.2210
Alaska,Northwest Arctic,2012,0.3210
Alaska,Northwest Arctic,2013,0.3250
Alaska,Northwest Arctic,2014,0.3010
Alaska,Northwest Arctic,2015,0.2980
Alaska,PETERSBURG CENSUS AREA,2012,0.2220
Alaska,PETERSBURG CENSUS AREA,2013,0.2220
Alaska,PETERSBURG CENSUS AREA,2014,0.2240
Alaska,PETERSBURG CENSUS AREA,2015,0.2610
Alaska,PRINCE OF WALES-HYDER CENSUS AREA,2012,0.2330
Alaska,PRINCE OF WALES-HYDER CENSUS AREA,2013,0.2510
Alaska,PRINCE OF WALES-HYDER CENSUS AREA,2014,0.2890
Alaska,PRINCE OF WALES-HYDER CENSUS AREA,2015,0.3200
Alaska,Sitka,2012,0.1150
Alaska,Sitka,2013,0.1320
Alaska,Sitka,2014,0.1440
Alaska,Sitka,2015,0.1570
Alaska,SKAGWAY MUNICIPALITY,2012,0.3540
Alaska,SKAGWAY MUNICIPALITY,2013,0.3340
Alaska,SKAGWAY MUNICIPALITY,2014,0.3920
Alaska,SKAGWAY MUNICIPALITY,2015,0.3620
Alaska,Southeast Fairbanks,2012,0.3830
Alaska,Southeast Fairbanks,2013,0.4040
Alaska,Southeast Fairbanks,2014,0.4480
Alaska,Southeast Fairbanks,2015,0.4580
Alaska,Valdez-Cordova,2012,0.3880
Alaska,Valdez-Cordova,2013,0.4360
Alaska,Valdez-Cordova,2014,0.4720
Alaska,Valdez-Cordova,2015,0.5060
Alaska,Wade Hampton,2012,0.2170
Alaska,Wade Hampton,2013,0.2040
Alaska,Wade Hampton,2014,0.2290
Alaska,Wade Hampton,2015,0.2330
Alaska,WRANGELL CITY AND BURROUGH,2012,0.2120
Alaska,WRANGELL CITY AND BURROUGH,2013,0.2270
Alaska,WRANGELL CITY AND BURROUGH,2014,0.2320
Alaska,WRANGELL CITY AND BURROUGH,2015,0.2480
Alaska,Yakutat,2012,0.4300
Alaska,Yakutat,2013,0.4170
Alaska,Yakutat,2014,0.3520
Alaska,Yakutat,2015,0.3610
Alaska,Yukon-Koyukuk,2012,0.4890
Alaska,Yukon-Koyukuk,2013,0.4890
Alaska,Yukon-Koyukuk,2014,0.4900
Alaska,Yukon-Koyukuk,2015,0.5090
Arizona,Apache,2012,0.4150
Arizona,Apache,2013,0.4140
Arizona,Apache,2014,0.4160
Arizona,Apache,2015,0.4100
Arizona,Cochise,2012,0.1680
Arizona,Cochise,2013,0.1730
Arizona,Cochise,2014,0.1830
Arizona,Cochise,2015,0.1870
Arizona,Coconino,2012,0.2770
Arizona,Coconino,2013,0.2750
Arizona,Coconino,2014,0.2740
Arizona,Coconino,2015,0.2710
Arizona,Gila,2012,0.3800
Arizona,Gila,2013,0.3710
Arizona,Gila,2014,0.3680
Arizona,Gila,2015,0.3650
Arizona,Graham,2012,0.1580
Arizona,Graham,2013,0.1600
Arizona,Graham,2014,0.1620
Arizona,Graham,2015,0.1650
Arizona,Greenlee,2012,0.2240
Arizona,Greenlee,2013,0.2270
Arizona,Greenlee,2014,0.2160
Arizona,Greenlee,2015,0.2680
Arizona,La Paz,2012,0.3460
Arizona,La Paz,2013,0.3640
Arizona,La Paz,2014,0.3980
Arizona,La Paz,2015,0.4180
Arizona,Maricopa,2012,0.1430
Arizona,Maricopa,2013,0.1440
Arizona,Maricopa,2014,0.1410
Arizona,Maricopa,2015,0.1350
Arizona,Mohave,2012,0.2730
Arizona,Mohave,2013,0.2780
Arizona,Mohave,2014,0.2780
Arizona,Mohave,2015,0.2780
Arizona,Navajo,2012,0.3870
Arizona,Navajo,2013,0.3980
Arizona,Navajo,2014,0.4050
Arizona,Navajo,2015,0.4060
Arizona,Pima,2012,0.1320
Arizona,Pima,2013,0.1330
Arizona,Pima,2014,0.1310
Arizona,Pima,2015,0.1280
Arizona,Pinal,2012,0.2270
Arizona,Pinal,2013,0.2310
Arizona,Pinal,2014,0.2230
Arizona,Pinal,2015,0.2200
Arizona,Santa Cruz,2012,0.2250
Arizona,Santa Cruz,2013,0.1650
Arizona,Santa Cruz,2014,0.1420
Arizona,Santa Cruz,2015,0.1520
Arizona,Yavapai,2012,0.1740
Arizona,Yavapai,2013,0.1760
Arizona,Yavapai,2014,0.1780
Arizona,Yavapai,2015,0.1740
Arizona,Yuma,2012,0.2040
Arizona,Yuma,2013,0.2080
Arizona,Yuma,2014,0.2130
Arizona,Yuma,2015,0.2090
Arkansas,Arkansas,2012,0.1550
Arkansas,Arkansas,2013,0.1630
Arkansas,Arkansas,2014,0.1740
Arkansas,Arkansas,2015,0.1800
Arkansas,Ashley,2012,0.1380
Arkansas,Ashley,2013,0.1420
Arkansas,Ashley,2014,0.1580
Arkansas,Ashley,2015,0.1760
Arkansas,Baxter,2012,0.1940
Arkansas,Baxter,2013,0.1940
Arkansas,Baxter,2014,0.1930
Arkansas,Baxter,2015,0.1970
Arkansas,Benton,2012,0.1240
Arkansas,Benton,2013,0.1250
Arkansas,Benton,2014,0.1250
Arkansas,Benton,2015,0.1110
Arkansas,Boone,2012,0.1230
Arkansas,Boone,2013,0.1030
Arkansas,Boone,2014,0.1200
Arkansas,Boone,2015,0.1150
Arkansas,Bradley,2012,0.1610
Arkansas,Bradley,2013,0.1810
Arkansas,Bradley,2014,0.1920
Arkansas,Bradley,2015,0.2120
Arkansas,Calhoun,2012,0.2840
Arkansas,Calhoun,2013,0.2930
Arkansas,Calhoun,2014,0.2870
Arkansas,Calhoun,2015,0.2640
Arkansas,Carroll,2012,0.1620
Arkansas,Carroll,2013,0.1850
Arkansas,Carroll,2014,0.1840
Arkansas,Carroll,2015,0.1910
Arkansas,Chicot,2012,0.1360
Arkansas,Chicot,2013,0.1660
Arkansas,Chicot,2014,0.1680
Arkansas,Chicot,2015,0.1650
Arkansas,Clark,2012,0.2170
Arkansas,Clark,2013,0.1960
Arkansas,Clark,2014,0.1850
Arkansas,Clark,2015,0.1650
Arkansas,Clay,2012,0.1500
Arkansas,Clay,2013,0.1520
Arkansas,Clay,2014,0.1610
Arkansas,Clay,2015,0.1780
Arkansas,Cleburne,2012,0.3380
Arkansas,Cleburne,2013,0.3480
Arkansas,Cleburne,2014,0.3500
Arkansas,Cleburne,2015,0.3590
Arkansas,Cleveland,2012,0.1840
Arkansas,Cleveland,2013,0.1740
Arkansas,Cleveland,2014,0.1960
Arkansas,Cleveland,2015,0.1780
Arkansas,Columbia,2012,0.1820
Arkansas,Columbia,2013,0.1820
Arkansas,Columbia,2014,0.1780
Arkansas,Columbia,2015,0.1710
Arkansas,Conway,2012,0.1520
Arkansas,Conway,2013,0.1600
Arkansas,Conway,2014,0.1400
Arkansas,Conway,2015,0.1400
Arkansas,Craighead,2012,0.0820
Arkansas,Craighead,2013,0.0830
Arkansas,Craighead,2014,0.0920
Arkansas,Craighead,2015,0.0910
Arkansas,Crawford,2012,0.1040
Arkansas,Crawford,2013,0.1060
Arkansas,Crawford,2014,0.1080
Arkansas,Crawford,2015,0.1030
Arkansas,Crittenden,2012,0.1390
Arkansas,Crittenden,2013,0.1490
Arkansas,Crittenden,2014,0.1530
Arkansas,Crittenden,2015,0.1490
Arkansas,Cross,2012,0.1370
Arkansas,Cross,2013,0.1320
Arkansas,Cross,2014,0.1260
Arkansas,Cross,2015,0.1210
Arkansas,Dallas,2012,0.2750
Arkansas,Dallas,2013,0.2380
Arkansas,Dallas,2014,0.2270
Arkansas,Dallas,2015,0.2450
Arkansas,Desha,2012,0.1530
Arkansas,Desha,2013,0.1520
Arkansas,Desha,2014,0.1750
Arkansas,Desha,2015,0.1590
Arkansas,Drew,2012,0.1160
Arkansas,Drew,2013,0.1110
Arkansas,Drew,2014,0.1320
Arkansas,Drew,2015,0.1370
Arkansas,Faulkner,2012,0.0910
Arkansas,Faulkner,2013,0.1040
Arkansas,Faulkner,2014,0.1060
Arkansas,Faulkner,2015,0.1090
Arkansas,Franklin,2012,0.1670
Arkansas,Franklin,2013,0.1550
Arkansas,Franklin,2014,0.1550
Arkansas,Franklin,2015,0.1550
Arkansas,Fulton,2012,0.2790
Arkansas,Fulton,2013,0.2390
Arkansas,Fulton,2014,0.2160
Arkansas,Fulton,2015,0.2170
Arkansas,Garland,2012,0.2100
Arkansas,Garland,2013,0.2090
Arkansas,Garland,2014,0.2110
Arkansas,Garland,2015,0.2020
Arkansas,Grant,2012,0.1370
Arkansas,Grant,2013,0.1190
Arkansas,Grant,2014,0.1290
Arkansas,Grant,2015,0.1230
Arkansas,Greene,2012,0.0830
Arkansas,Greene,2013,0.0800
Arkansas,Greene,2014,0.0860
Arkansas,Greene,2015,0.0900
Arkansas,Hempstead,2012,0.1770
Arkansas,Hempstead,2013,0.2030
Arkansas,Hempstead,2014,0.2210
Arkansas,Hempstead,2015,0.2500
Arkansas,Hot Spring,2012,0.1420
Arkansas,Hot Spring,2013,0.1430
Arkansas,Hot Spring,2014,0.1590
Arkansas,Hot Spring,2015,0.1510
Arkansas,Howard,2012,0.1720
Arkansas,Howard,2013,0.1640
Arkansas,Howard,2014,0.1830
Arkansas,Howard,2015,0.1900
Arkansas,Independence,2012,0.0820
Arkansas,Independence,2013,0.0990
Arkansas,Independence,2014,0.1110
Arkansas,Independence,2015,0.1240
Arkansas,Izard,2012,0.1990
Arkansas,Izard,2013,0.2110
Arkansas,Izard,2014,0.2160
Arkansas,Izard,2015,0.2300
Arkansas,Jackson,2012,0.1530
Arkansas,Jackson,2013,0.1390
Arkansas,Jackson,2014,0.1590
Arkansas,Jackson,2015,0.1640
Arkansas,Jefferson,2012,0.1500
Arkansas,Jefferson,2013,0.1420
Arkansas,Jefferson,2014,0.1400
Arkansas,Jefferson,2015,0.1520
Arkansas,Johnson,2012,0.1330
Arkansas,Johnson,2013,0.1090
Arkansas,Johnson,2014,0.1150
Arkansas,Johnson,2015,0.1080
Arkansas,Lafayette,2012,0.3660
Arkansas,Lafayette,2013,0.3730
Arkansas,Lafayette,2014,0.3480
Arkansas,Lafayette,2015,0.3500
Arkansas,Lawrence,2012,0.1740
Arkansas,Lawrence,2013,0.1760
Arkansas,Lawrence,2014,0.1710
Arkansas,Lawrence,2015,0.1610
Arkansas,Lee,2012,0.2270
Arkansas,Lee,2013,0.2010
Arkansas,Lee,2014,0.2020
Arkansas,Lee,2015,0.1750
Arkansas,Lincoln,2012,0.1530
Arkansas,Lincoln,2013,0.1380
Arkansas,Lincoln,2014,0.1380
Arkansas,Lincoln,2015,0.1680
Arkansas,Little River,2012,0.1920
Arkansas,Little River,2013,0.1760
Arkansas,Little River,2014,0.1860
Arkansas,Little River,2015,0.1860
Arkansas,Logan,2012,0.1700
Arkansas,Logan,2013,0.1840
Arkansas,Logan,2014,0.1670
Arkansas,Logan,2015,0.1500
Arkansas,Lonoke,2012,0.0820
Arkansas,Lonoke,2013,0.0900
Arkansas,Lonoke,2014,0.0850
Arkansas,Lonoke,2015,0.0830
Arkansas,Madison,2012,0.1870
Arkansas,Madison,2013,0.1900
Arkansas,Madison,2014,0.1790
Arkansas,Madison,2015,0.1530
Arkansas,Marion,2012,0.2290
Arkansas,Marion,2013,0.2450
Arkansas,Marion,2014,0.2610
Arkansas,Marion,2015,0.2820
Arkansas,Miller,2012,0.1310
Arkansas,Miller,2013,0.1200
Arkansas,Miller,2014,0.1240
Arkansas,Miller,2015,0.1250
Arkansas,Mississippi,2012,0.1630
Arkansas,Mississippi,2013,0.1660
Arkansas,Mississippi,2014,0.1600
Arkansas,Mississippi,2015,0.1640
Arkansas,Monroe,2012,0.2450
Arkansas,Monroe,2013,0.2360
Arkansas,Monroe,2014,0.2410
Arkansas,Monroe,2015,0.2420
Arkansas,Montgomery,2012,0.3390
Arkansas,Montgomery,2013,0.3240
Arkansas,Montgomery,2014,0.3370
Arkansas,Montgomery,2015,0.3230
Arkansas,Nevada,2012,0.1820
Arkansas,Nevada,2013,0.2060
Arkansas,Nevada,2014,0.2090
Arkansas,Nevada,2015,0.2370
Arkansas,Newton,2012,0.2360
Arkansas,Newton,2013,0.2460
Arkansas,Newton,2014,0.2820
Arkansas,Newton,2015,0.2930
Arkansas,Ouachita,2012,0.1680
Arkansas,Ouachita,2013,0.1800
Arkansas,Ouachita,2014,0.1980
Arkansas,Ouachita,2015,0.1940
Arkansas,Perry,2012,0.1840
Arkansas,Perry,2013,0.2020
Arkansas,Perry,2014,0.1990
Arkansas,Perry,2015,0.2160
Arkansas,Phillips,2012,0.1830
Arkansas,Phillips,2013,0.1760
Arkansas,Phillips,2014,0.1820
Arkansas,Phillips,2015,0.1970
Arkansas,Pike,2012,0.2220
Arkansas,Pike,2013,0.2230
Arkansas,Pike,2014,0.2180
Arkansas,Pike,2015,0.2190
Arkansas,Poinsett,2012,0.1490
Arkansas,Poinsett,2013,0.1430
Arkansas,Poinsett,2014,0.1480
Arkansas,Poinsett,2015,0.1500
Arkansas,Polk,2012,0.1950
Arkansas,Polk,2013,0.1920
Arkansas,Polk,2014,0.2040
Arkansas,Polk,2015,0.2120
Arkansas,Pope,2012,0.1150
Arkansas,Pope,2013,0.1170
Arkansas,Pope,2014,0.1150
Arkansas,Pope,2015,0.1220
Arkansas,Prairie,2012,0.1670
Arkansas,Prairie,2013,0.1690
Arkansas,Prairie,2014,0.1610
Arkansas,Prairie,2015,0.1490
Arkansas,Pulaski,2012,0.1170
Arkansas,Pulaski,2013,0.1320
Arkansas,Pulaski,2014,0.1420
Arkansas,Pulaski,2015,0.1430
Arkansas,Randolph,2012,0.1460
Arkansas,Randolph,2013,0.1480
Arkansas,Randolph,2014,0.1440
Arkansas,Randolph,2015,0.1390
Arkansas,Saline,2012,0.0800
Arkansas,Saline,2013,0.0890
Arkansas,Saline,2014,0.0920
Arkansas,Saline,2015,0.0870
Arkansas,Scott,2012,0.1820
Arkansas,Scott,2013,0.1650
Arkansas,Scott,2014,0.2040
Arkansas,Scott,2015,0.2190
Arkansas,Searcy,2012,0.3140
Arkansas,Searcy,2013,0.3260
Arkansas,Searcy,2014,0.3510
Arkansas,Searcy,2015,0.3530
Arkansas,Sebastian,2012,0.1080
Arkansas,Sebastian,2013,0.1040
Arkansas,Sebastian,2014,0.1080
Arkansas,Sebastian,2015,0.1110
Arkansas,Sevier,2012,0.1570
Arkansas,Sevier,2013,0.1630
Arkansas,Sevier,2014,0.1400
Arkansas,Sevier,2015,0.1170
Arkansas,Sharp,2012,0.2800
Arkansas,Sharp,2013,0.2830
Arkansas,Sharp,2014,0.2830
Arkansas,Sharp,2015,0.2770
Arkansas,St. Francis,2012,0.1600
Arkansas,St. Francis,2013,0.1410
Arkansas,St. Francis,2014,0.1430
Arkansas,St. Francis,2015,0.1360
Arkansas,Stone,2012,0.2100
Arkansas,Stone,2013,0.2330
Arkansas,Stone,2014,0.2190
Arkansas,Stone,2015,0.2370
Arkansas,Union,2012,0.1570
Arkansas,Union,2013,0.1530
Arkansas,Union,2014,0.1500
Arkansas,Union,2015,0.1580
Arkansas,Van Buren,2012,0.3140
Arkansas,Van Buren,2013,0.3150
Arkansas,Van Buren,2014,0.3160
Arkansas,Van Buren,2015,0.3340
Arkansas,Washington,2012,0.1120
Arkansas,Washington,2013,0.1010
Arkansas,Washington,2014,0.0930
Arkansas,Washington,2015,0.0850
